"Date","ID.OB","Month_Yr","Address","Block","Latitude","Longitude","Street","CULEX_ERRATICUS","CULEX_PIPIENS","CULEX_PIPIENS_RESTUANS","CULEX_RESTUANS","CULEX_SALINARIUS","CULEX_TARSALIS","CULEX_TERRITANS","Month","ParasiticIn.","Influenza.","Spray","Year","TrapM","WnvPresentB","ID.y","ID.y","Station2","Tmax2","Tmin2","Tavg2","DewPoint2","WetBulb2","Heat2","Cool2","PrecipTotal2","StnPressure2","SeaLevel2","ResultSpeed2","ResultDir2","AvgSpeed2","BCFG2","BR2","DZ2","FG2","FG.2","FU2","GR2","HZ2","RA2","SN2","SQ2","TS2","TSRA2","VCFG2","VCTS2","Tmax2.imp","Tavg2.imp","PrecipTotal2.imp","RA45.2","PT45_gt052.imp","Tmax2.i","RA45.2i","PT45_gt052.i","ID","Station","Tmax","Tmin","Tavg","Depart","DewPoint","WetBulb","Heat","Cool","Sunrise","Sunset","SnowFall","PrecipTotal","StnPressure","SeaLevel","ResultSpeed","ResultDir","AvgSpeed","BCFG","BR","DZ","FG","FG.","FU","HZ","MIFG","RA","SN","SQ","TS","TSRA","VCTS","RA45","PT45_gt05","RA45.imp","PT45_gt05.imp"
2007-09-12,1117,"2007-09","4600 Milwaukee Avenue, Chicago, IL 60630, USA",46,41.964242,-87.757639," N MILWAUKEE AVE",0,0,2,0,0,0,0,9,0.29,0.67,0,2007,3,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1118,"2007-09","4900 West Sunnyside Avenue, Chicago, IL 60630, USA",49,41.962728,-87.748367," W SUNNYSIDE AVE",0,4,2,0,0,0,0,9,0.29,0.67,0,2007,4,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1119,"2007-09","5000 South Central Avenue, Chicago, IL 60638, USA",50,41.801498,-87.763416," S CENTRAL AVE",0,7,4,0,0,0,0,9,0.29,0.67,0,2007,31,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1120,"2007-09","5000 South Union Avenue, Chicago, IL 60609, USA",50,41.803423,-87.642984," S UNION AVE",0,0,1,0,0,0,0,9,0.29,0.67,0,2007,82,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1121,"2007-09","5200 South Kolmar Avenue, Chicago, IL 60632, USA",52,41.798697,-87.736812," S KOLMAR",0,5,9,0,0,0,0,9,0.29,0.67,0,2007,114,1,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1122,"2007-09","5800 North Pulaski Road, Chicago, IL 60646, USA",58,41.984809,-87.728492," N PULASKI RD",0,1,0,0,0,0,0,9,0.29,0.67,0,2007,27,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1123,"2007-09","6100 North Lemont Avenue, Chicago, IL 60646, USA",61,41.991429,-87.747113," N LEMONT AVE",0,0,1,0,0,0,0,9,0.29,0.67,0,2007,12,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1124,"2007-09","6100 South Melvina Avenue, Chicago, IL 60638, USA",61,41.781416,-87.776532," S MELVINA AVE",0,2,0,0,0,0,0,9,0.29,0.67,0,2007,71,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1125,"2007-09","6100 West Fullerton Avenue, Chicago, IL 60639, USA",61,41.923738,-87.785288," W FULLERTON AVE",0,7,6,0,0,0,0,9,0.29,0.67,0,2007,13,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1126,"2007-09","6200 North Mandell Avenue, Chicago, IL 60646, USA",62,41.994991,-87.769279," N MANDELL AVE",0,8,2,0,0,0,0,9,0.29,0.67,0,2007,7,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1127,"2007-09","6300 West 64th Street, Chicago, IL 60638, USA",63,41.776156,-87.778927," W 64TH ST",0,22,32,0,0,0,0,9,0.29,0.67,0,2007,155,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1128,"2007-09","6400 West Strong Street, Chicago, IL, USA",64,41.970248,-87.787992," W STRONG ST",0,25,4,0,0,0,0,9,0.29,0.67,0,2007,14,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1129,"2007-09","6500 South Racine Avenue, Chicago, IL 60636, USA",65,41.775051,-87.655356," S RACINE AVE",0,1,0,0,0,0,0,9,0.29,0.67,0,2007,78,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1130,"2007-09","6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",66,41.772846,-87.740029," S KILPATRICK AVE",0,1,6,0,0,0,0,9,0.29,0.67,0,2007,156,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1131,"2007-09","6700 South Kedzie Avenue, Chicago, IL 60629, USA",67,41.77166,-87.703047," S KEDZIE AVE",0,31,17,0,0,0,0,9,0.29,0.67,0,2007,66,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1132,"2007-09","6800 West Belden Avenue, Chicago, IL 60707, USA",68,41.921177,-87.79518," W BELDEN AVE",0,9,4,0,0,0,0,9,0.29,0.67,0,2007,37,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1133,"2007-09","7000 North Moselle Avenue, Chicago, IL 60646, USA",70,42.008314,-87.777921," N MOSELL AVE",0,2,2,0,0,0,0,9,0.29,0.67,0,2007,8,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1134,"2007-09","7000 West Armitage Avenue, Chicago, IL 60707, USA",70,41.916265,-87.800515,"  W ARMITAGE AVENUE",0,0,3,0,0,0,0,9,0.29,0.67,0,2007,151,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1135,"2007-09","7100 South South Shore Drive, Chicago, IL 60649, USA",71,41.766202,-87.562889," S SOUTH SHORE DR",0,0,2,0,0,0,0,9,0.29,0.67,0,2007,79,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1136,"2007-09","7300 Cicero Avenue, Chicago, IL 60638, USA",73,41.759346,-87.745602," S CICERO AVE",0,3,16,0,0,0,0,9,0.29,0.67,0,2007,67,1,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1137,"2007-09","7700 South Eberhart Avenue, Chicago, IL 60619, USA",77,41.754676,-87.612922," S EBERHART AVE",0,1,0,0,0,0,0,9,0.29,0.67,0,2007,80,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1138,"2007-09","7900 West Foster Avenue, Chicago, IL 60656, USA",79,41.974089,-87.824812," W FOSTER AVE",0,0,3,0,0,0,0,9,0.29,0.67,0,2007,15,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1139,"2007-09","8000 South Kedzie Avenue, Chicago, IL 60652, USA",80,41.74785,-87.702716," S KEDZIE AVE",0,0,1,0,0,0,0,9,0.29,0.67,0,2007,72,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1140,"2007-09","9100 West Higgins Avenue, Chicago, IL 60656, USA",91,41.981964,-87.812827," W HIGGINS AVE",0,5,0,0,0,0,0,9,0.29,0.67,0,2007,9,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1141,"2007-09","9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",93,41.725517,-87.614258," S DR MARTIN LUTHER KING JR DR",0,4,3,0,0,0,0,9,0.29,0.67,0,2007,162,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1142,"2007-09","9800 South Avenue G, Chicago, IL 60617, USA",98,41.717753,-87.531657," S AVENUE G",0,1,0,0,0,0,0,9,0.29,0.67,0,2007,100,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1143,"2007-09","Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",52,41.778297,-87.752411," W 63RD ST",0,16,5,0,0,0,0,9,0.29,0.67,0,2007,65,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1144,"2007-09","East 138th Street, Riverdale, IL 60827, USA",82,41.644612,-87.604498," E 138TH ST",0,0,1,0,0,0,0,9,0.29,0.67,0,2007,97,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1145,"2007-09","East 91st Street, Chicago, IL, USA",81,41.729669,-87.582699," E 91ST ST",0,3,0,0,0,0,0,9,0.29,0.67,0,2007,107,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1146,"2007-09","North Streeter Drive, Chicago, IL 60611, USA",53,41.891126,-87.61156," N STREETER DR",0,0,1,0,0,0,0,9,0.29,0.67,0,2007,129,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1147,"2007-09","South Avenue L, Chicago, IL 60617, USA",11,41.702724,-87.536497," S AVENUE L",0,41,0,0,0,0,0,9,0.29,0.67,0,2007,103,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1148,"2007-09","South Brandon Avenue, Chicago, IL 60617, USA",13,41.740641,-87.546587," S BRANDON",0,25,7,0,0,0,0,9,0.29,0.67,0,2007,209,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1149,"2007-09","South Cottage Grove Avenue, Chicago, IL, USA",10,41.750498,-87.605294," S COTTAGE GROVE",0,1,1,0,0,0,0,9,0.29,0.67,0,2007,102,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1150,"2007-09","South Doty Avenue, Chicago, IL, USA",12,41.673408,-87.599862," S DOTY AVE",0,200,0,0,0,0,0,9,0.29,0.67,0,2007,115,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1151,"2007-09","South Mackinaw Avenue, Chicago, IL 60617, USA",13,41.737052,-87.543067," S MACKINAW",0,0,7,0,0,0,0,9,0.29,0.67,0,2007,206,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1152,"2007-09","South Stony Island Avenue, Chicago, IL, USA",10,41.726465,-87.585413," S STONY ISLAND AVE",0,116,13,0,0,0,0,9,0.29,0.67,0,2007,138,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1153,"2007-09","South Torrence Avenue, Chicago, IL, USA",13,41.678618,-87.559308," S TORRENCE AVE",0,12,20,0,0,0,0,9,0.29,0.67,0,2007,200,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1154,"2007-09","South Vincennes Avenue, Chicago, IL, USA",10,41.723195,-87.64997," S VINCENNES",0,0,1,0,0,0,0,9,0.29,0.67,0,2007,89,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-12,1155,"2007-09","University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",11,41.868077,-87.666901," S ASHLAND AVE",0,5,1,0,0,0,0,9,0.29,0.67,0,2007,90,0,135,135,2,66,46,21,43,19,30,1,0,29.46,30.11,1.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,21,0,13,1,66,13,1,135,1,67,46,22,16,42,18,29,1,528,1809,0,0,29.4,30.12,1.8,3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,19,1
2007-09-18,1156,"2007-09","1000 North Central Park Avenue, Chicago, IL 60651, USA",10,41.89923,-87.716788," N CENTRAL PARK DR",0,0,10,0,0,0,0,9,0.29,0.67,0,2007,30,0,141,141,2,89,66,43,57,34,1,14,0,29.41,30.05,12.5,19,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,43,0,12,1,89,12,1,141,1,88,63,41,30,58,34,1,12,535,1756,0,0,29.34,30.06,12.9,19,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,18,1
2007-09-18,1157,"2007-09","1100 Roosevelt Road, Chicago, IL 60608, USA",11,41.867108,-87.654224," W ROOSEVELT",0,2,2,0,0,0,0,9,0.29,0.67,0,2007,48,0,141,141,2,89,66,43,57,34,1,14,0,29.41,30.05,12.5,19,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,43,0,12,1,89,12,1,141,1,88,63,41,30,58,34,1,12,535,1756,0,0,29.34,30.06,12.9,19,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,18,1
2007-09-18,1158,"2007-09","1100 South California Avenue, Chicago, IL 60612, USA",11,41.868142,-87.696269," S CALIFORNIA",0,1,1,0,0,0,0,9,0.29,0.67,0,2007,47,0,141,141,2,89,66,43,57,34,1,14,0,29.41,30.05,12.5,19,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,43,0,12,1,89,12,1,141,1,88,63,41,30,58,34,1,12,535,1756,0,0,29.34,30.06,12.9,19,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,18,1
2007-09-18,1159,"2007-09","1100 West Chicago Avenue, Chicago, IL 60642, USA",11,41.896282,-87.655232," W CHICAGO",0,1,0,0,0,0,0,9,0.29,0.67,0,2007,49,0,141,141,2,89,66,43,57,34,1,14,0,29.41,30.05,12.5,19,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,43,0,12,1,89,12,1,141,1,88,63,41,30,58,34,1,12,535,1756,0,0,29.34,30.06,12.9,19,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,18,1
2007-09-18,1160,"2007-09","1200 West Greenleaf Avenue, Chicago, IL 60626, USA",12,42.010412,-87.66214," W GREENLEAF AVE",0,6,1,0,0,0,0,9,0.29,0.67,0,2007,18,0,141,141,2,89,66,43,57,34,1,14,0,29.41,30.05,12.5,19,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,43,0,12,1,89,12,1,141,1,88,63,41,30,58,34,1,12,535,1756,0,0,29.34,30.06,12.9,19,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,18,1
2007-09-18,1161,"2007-09","1400 North Sacramento Avenue, Chicago, IL 60622, USA",14,41.906638,-87.701431," N HUMBOLDT DR",0,3,6,0,0,0,0,9,0.29,0.67,0,2007,33,0,141,141,2,89,66,43,57,34,1,14,0,29.41,30.05,12.5,19,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,43,0,12,1,89,12,1,141,1,88,63,41,30,58,34,1,12,535,1756,0,0,29.34,30.06,12.9,19,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,18,1
2007-09-18,1162,"2007-09","1500 North Long Avenue, Chicago, IL 60651, USA",15,41.907645,-87.760886," N LONG AVE",0,4,0,0,0,0,0,9,0.29,0.67,0,2007,153,0,141,141,2,89,66,43,57,34,1,14,0,29.41,30.05,12.5,19,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,43,0,12,1,89,12,1,141,1,88,63,41,30,58,34,1,12,535,1756,0,0,29.34,30.06,12.9,19,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,18,1
2007-09-18,1163,"2007-09","1500 West Granville Avenue, Chicago, IL 60660, USA",15,41.994469,-87.667736," W GRANVILLE AVE",0,1,1,1,0,0,0,9,0.29,0.67,0,2007,149,0,141,141,2,89,66,43,57,34,1,14,0,29.41,30.05,12.5,19,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,43,0,12,1,89,12,1,141,1,88,63,41,30,58,34,1,12,535,1756,0,0,29.34,30.06,12.9,19,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,18,1
2007-09-18,1164,"2007-09","1500 West Webster Avenue, Chicago, IL 60614, USA",15,41.9216,-87.666455," W WEBSTER AVE",0,7,6,0,0,0,0,9,0.29,0.67,0,2007,45,0,141,141,2,89,66,43,57,34,1,14,0,29.41,30.05,12.5,19,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,43,0,12,1,89,12,1,141,1,88,63,41,30,58,34,1,12,535,1756,0,0,29.34,30.06,12.9,19,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,18,1
2007-09-18,1165,"2007-09","1700 North Pulaski Road, Chicago, IL 60639, USA",17,41.911824,-87.726737," N PULASKI RD",0,0,2,0,1,0,0,9,0.29,0.67,0,2007,39,0,141,141,2,89,66,43,57,34,1,14,0,29.41,30.05,12.5,19,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,43,0,12,1,89,12,1,141,1,88,63,41,30,58,34,1,12,535,1756,0,0,29.34,30.06,12.9,19,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,18,1
2007-09-18,1166,"2007-09","1800 West Farwell Avenue, Chicago, IL 60626, USA",18,42.006858,-87.675919," W FARWELL AVE",0,0,0,0,0,0,1,9,0.29,0.67,0,2007,150,0,141,141,2,89,66,43,57,34,1,14,0,29.41,30.05,12.5,19,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,43,0,12,1,89,12,1,141,1,88,63,41,30,58,34,1,12,535,1756,0,0,29.34,30.06,12.9,19,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,18,1
