"Station2","Date2","Tmax2","Tmin2","Tavg2","DewPoint2","WetBulb2","Heat2","Cool2","CodeSum2","PrecipTotal2","StnPressure2","SeaLevel2","ResultSpeed2","ResultDir2","AvgSpeed2"
"2",2008-07-20,86,68,42,68,40,1,13,"TSRA RA",0.43,"29.25","29.89",6.1,27,"7.0"
"2",2008-07-21,84,70,42,66,38,1,13,"TSRA RA VCTS",0.13,"29.26","29.90",2.4,2,"8.0"
"2",2008-07-22,75,66,36,61,33,1,7,"RA",0.06,"29.36","29.98",8.6,3,"9.3"
"2",2008-07-23,81,60,36,52,30,1,7," ",0,"29.44","30.08",8.3,36,"9.3"
"2",2008-07-24,82,60,36,52,30,1,7," ",0,"29.39","30.04",4.3,24,"4.7"
"2",2008-07-25,84,65,40,63,36,1,11," ",0,"29.33","29.98",6.8,22,"7.6"
"2",2008-07-26,85,67,41,58,35,1,12,"BR",0,"29.28","29.92",6.9,30,"7.7"
"2",2008-07-27,83,63,38,58,34,1,9," ",0,"29.22","29.87",5.9,24,"6.8"
"2",2008-07-28,84,70,42,63,37,1,13," ",0,"29.21","29.85",4.4,10,"6.4"
"2",2008-07-29,89,70,45,67,40,1,16,"TSRA RA BR",0.23,"29.21","29.83",5.9,20,"7.9"
"2",2008-07-30,90,72,46,67,40,1,17," ",0,"29.10","29.73",8.8,27,"9.7"
"2",2008-07-31,89,71,45,69,41,1,16,"RA",0.5,"29.11","29.74",5.6,27,"6.9"
"2",2008-08-01,89,72,46,69,42,1,17," ",0,"29.14","29.77",1.9,6,"3.6"
"2",2008-08-02,80,68,39,60,34,1,10," ",0,"29.28","29.90",8.6,3,"9.2"
"2",2008-08-03,85,63,39,61,36,1,10," ",0,"29.30","29.94",5.2,19,"6.5"
"2",2008-08-04,88,69,44,69,40,1,15,"TSRA RA BR HZ VCTS",0.59,"29.24","29.89",2.9,19,"9.1"
"2",2008-08-05,88,71,45,69,41,1,16,"BR HZ",0.08,"29.30","29.91",2.9,31,"6.3"
"2",2008-08-06,84,67,41,60,35,1,12," ",0.01,"29.35","29.98",5.4,29,"6.9"
"2",2008-08-07,81,63,37,57,32,1,8," ",0.01,"29.31","29.96",7.1,35,"9.1"
"2",2008-08-08,78,64,36,54,30,1,7," ",0,"29.34","29.99",3.5,1,"6.7"
"2",2008-08-09,78,61,35,58,32,1,6,"RA",0,"29.25","29.91",3.8,28,"9.6"
"2",2008-08-10,74,61,33,53,28,1,4," ",0,"29.36","30.00",10.2,2,"9.9"
"2",2008-08-11,76,60,33,57,31,1,4," ",0,"29.36","30.01",3.5,5,"6.1"
"2",2008-08-12,77,62,35,57,31,1,6," ",0,"29.23","29.89",3.3,10,"4.0"
"2",2008-08-13,77,66,37,59,32,1,8," ",0,"29.17","29.82",3.1,8,"5.2"
"2",2008-08-14,78,65,37,60,33,1,8,"BR",0,"29.28","29.91",7.7,3,"8.4"
"2",2008-08-15,78,61,35,55,30,1,6," ",0,"29.49","30.11",7.5,4,"9.1"
"2",2008-08-16,82,59,36,53,30,1,7," ",0,"29.46","30.11",5.5,29,"6.4"
"2",2008-08-17,85,63,39,59,34,1,10," ",0,"29.34","30.00",8.5,25,"8.8"
"2",2008-08-18,85,65,40,58,34,1,11," ",0,"29.33","29.97",6.6,26,"7.0"
"2",2008-08-19,84,65,40,64,37,1,11," ",0,"29.42","30.05",4.9,5,"6.0"
"2",2008-08-20,81,67,39,59,34,1,10," ",0,"29.46","30.10",7.3,10,"7.7"
"2",2008-08-21,82,69,41,60,35,1,12,"RA",0,"29.36","30.02",6.5,14,"7.7"
"2",2008-08-22,84,75,45,69,41,1,16,"RA HZ",0,"29.39","30.02",11.1,19,"11.5"
"2",2008-08-23,90,69,45,68,40,1,16,"BR VCTS",0,"29.36","30.00",8.3,24,"9.6"
"2",2008-08-24,78,65,37,57,32,1,8," ",0,"29.38","30.03",8.7,3,"10.0"
"2",2008-08-25,74,66,35,56,30,1,6," ",0,"29.41","30.06",12.7,5,"13.1"
"2",2008-08-26,75,61,33,55,30,1,4," ",0,"29.34","30.01",7.9,7,"9.5"
"2",2008-08-27,82,60,36,57,32,1,7," ",0,"29.25","29.91",4.2,9,"4.7"
"2",2008-08-28,81,67,39,65,37,1,10,"RA",0.02,"29.15","29.80",5.7,19,"6.5"
"2",2008-08-29,84,67,41,61,35,1,12,"BR HZ",0,"29.29","29.91",3.6,2,"6.1"
"2",2008-08-30,87,61,39,55,33,1,10," ",0,"29.44","30.07",2,23,"3.2"
"2",2008-08-31,89,65,42,57,34,1,13," ",0,"29.47","30.11",4.8,12,"5.2"
"2",2008-09-01,89,67,43,54,33,1,14," ",0,"29.42","30.07",7.7,12,"7.9"
"2",2008-09-02,95,68,47,61,37,1,18,"TS RA",0,"29.36","30.00",2.8,17,"4.5"
"2",2008-09-03,77,68,38,62,34,1,9," ",0,"29.34","29.99",11.2,1,"12.1"
"2",2008-09-04,68,63,31,63,33,1,2,"RA BR",2.68,"29.13","29.80",11.2,3,"12.2"
"2",2008-09-05,68,58,28,58,29,13,1,"RA BR",0.01,"29.28","29.92",4.3,32,"4.7"
"2",2008-09-06,74,56,30,54,28,1,1,"RA",0,"29.34","29.98",5.1,28,"5.5"
"2",2008-09-07,74,58,31,52,27,1,2," ",0.01,"29.41","30.05",7,26,"7.4"
"2",2008-09-08,70,53,27,54,25,24,1,"RA BR",1.01,"29.45","30.10",4.9,33,"6.9"
"2",2008-09-09,68,49,24,46,21,27,1," ",0.01,"29.51","30.17",3.1,36,"5.9"
"2",2008-09-10,72,50,26,47,23,25,1," ",0,"29.54","30.20",4,14,"4.9"
"2",2008-09-11,79,57,33,57,31,1,4,"BR",0,"29.40","30.07",8.6,18,"9.4"
"2",2008-09-12,73,69,36,68,38,1,7,"RA DZ BR",0.62,"29.28","29.95",6.6,23,"7.1"
"2",2008-09-13,77,69,38,71,41,1,9,"RA BR",3.07,"29.04","29.70",7.2,22,"9.7"
"2",2008-09-14,72,58,30,62,32,1,1,"RA BR",1.75,"29.01","29.66",7.2,32,"9.9"
"2",2008-09-15,65,55,25,53,25,26,1," ",0.01,"29.47","30.09",5.9,33,"6.3"
"2",2008-09-16,71,50,26,50,24,25,1," ",0,"29.52","30.18",5.3,24,"6.2"
"2",2008-09-17,83,58,36,56,30,1,7," ",0,"29.52","30.17",2.2,28,"8.1"
"2",2008-09-18,74,62,33,56,29,1,4," ",0,"29.62","30.27",7.2,9,"7.9"
"2",2008-09-19,79,58,34,53,29,1,5," ",0,"29.52","30.19",6.1,18,"6.8"
"2",2008-09-20,82,59,36,56,31,1,7,"HZ",0,"29.51","30.16",2.3,12,"3.1"
"2",2008-09-21,80,60,35,61,34,1,6,"BR HZ",0,"29.60","30.24",3,9,"3.6"
"2",2008-09-22,82,63,38,59,33,1,9,"BR HZ",0,"29.65","30.30",6.7,12,"7.3"
"2",2008-09-23,83,63,38,56,32,1,9," ",0,"29.62","30.28",6.6,15,"7.6"
"2",2008-09-24,82,62,37,57,32,1,8," ",0,"29.60","30.25",2.7,21,"4.9"
"2",2008-09-25,78,66,37,61,34,1,8,"BR HZ",0,"29.59","30.25",5.4,4,"6.0"
"2",2008-09-26,78,60,34,54,30,1,5,"BR",0,"29.47","30.14",3.5,6,"4.6"
"2",2008-09-27,80,55,33,54,29,1,4,"BR HZ",0,"29.39","30.04",1.6,7,"3.1"
"2",2008-09-28,69,60,30,57,29,1,1," ",0,"29.46","30.11",7.3,4,"7.4"
"2",2008-09-29,65,56,26,57,28,25,1,"RA BR HZ",0.11,"29.31","29.99",1.6,33,"4.4"
"2",2008-09-30,61,48,20,45,19,3,1," ",0.01,"29.27","29.94",9.3,31,"9.5"
"2",2008-10-01,62,46,NA,41,16,NA,NA," ",0,"29.30","29.96",10.9,33,"11.0"
"2",2008-10-02,62,43,18,40,16,5,1," ",0,"29.24","29.92",9.5,28,"10.1"
"2",2008-10-03,59,49,19,43,18,4,1,"RA",0.01,"29.40","30.04",6,6,"8.3"
"2",2008-10-04,60,42,16,39,15,7,1," ",0,"29.57","30.23",3.1,11,"4.3"
"2",2008-10-05,61,46,19,41,18,4,1,"RA",0.03,"29.57","30.24",6.5,11,"7.2"
"2",2008-10-06,70,56,28,46,23,13,1," ",0,"29.55","30.23",8.9,12,"9.1"
"2",2008-10-07,65,56,26,52,25,25,1,"RA DZ BR",0.86,"29.31","30.01",9.5,14,"10.9"
"2",2008-10-08,63,52,23,52,24,28,1,"RA BR",0.29,"29.20","29.86",7.4,26,"8.3"
"2",2008-10-09,69,48,24,39,18,27,1," ",0,"29.41","30.05",3.9,29,"4.8"
"2",2008-10-10,73,46,25,41,20,26,1," ",0,"29.52","30.17",5.3,11,"6.1"
"2",2008-10-11,80,55,33,50,26,1,4," ",0,"29.58","30.24",3.9,14,"5.0"
"2",2008-10-12,86,62,39,54,31,1,10," ",0,"29.61","30.26",5.8,16,"6.3"
"2",2008-10-13,79,64,37,57,32,1,8," ",0,"29.54","30.20",8.3,20,"8.7"
"2",2008-10-14,70,55,28,43,21,13,1," ",0,"29.54","30.21",1.5,34,"7.2"
"2",2008-10-15,64,50,22,51,23,29,1,"RA BR",0.24,"29.39","30.05",3.6,32,"6.8"
"2",2008-10-16,59,44,17,39,14,6,1," ",0,"29.57","30.24",6.7,35,"8.0"
"2",2008-10-17,56,44,15,40,15,8,1," ",0,"29.59","30.25",5.8,36,"7.2"
"2",2008-10-18,60,46,18,41,16,5,1,"RA BR",0.14,"29.65","30.32",2.4,7,"5.3"
"2",2008-10-19,62,44,18,37,15,5,1," ",0,"29.57","30.25",10.6,19,"10.9"
"2",2008-10-20,56,44,15,43,16,8,1,"RA BR",0.31,"29.54","30.21",3.2,31,"7.4"
"2",2008-10-21,55,39,12,37,12,11,1," ",0,"29.70","30.37",6.7,3,"9.2"
"2",2008-10-22,54,40,12,29,9,11,1," ",0,"29.71","30.40",12,12,"12.6"
"2",2008-10-23,60,40,15,34,12,8,1,"RA",0.09,"29.56","30.27",10.6,12,"10.8"
"2",2008-10-24,56,45,16,44,16,7,1,"RA BR",0.63,"29.25","29.97",5.6,20,"6.9"
"2",2008-10-25,53,43,13,41,14,10,1," ",0,"29.09","29.79",12.8,23,"13.2"
"2",2008-10-26,56,36,11,34,10,12,1,"RA SN",0.01,"29.17","29.81",17.5,27,"18.4"
"2",2008-10-27,47,34,6,28,4,18,1,"RA SN",0,"29.57","30.21",13.4,31,"13.9"
"2",2008-10-28,45,32,4,23,2,20,1," ",0,"29.60","30.31",9.9,30,"10.3"
"2",2008-10-29,51,33,7,25,4,17,1," ",0,"29.54","30.22",1.7,29,"6.1"
"2",2008-10-30,63,34,14,31,10,9,1," ",0,"29.65","30.33",9.3,19,"9.4"
"2",2008-10-31,71,49,25,46,20,26,1,"HZ",0,"29.64","30.30",6,22,"7.9"
"2",2009-05-01,62,48,20,42,17,3,1,"RA",0.04,"29.33","29.98",8.1,29,"8.6"
"2",2009-05-02,65,45,20,34,15,3,1," ",0,"29.28","29.95",9.2,27,"9.5"
"2",2009-05-03,70,45,23,35,17,28,1," ",0,"29.26","29.92",4.7,26,"4.8"
"2",2009-05-04,70,49,25,36,17,26,1," ",0,"29.37","30.02",7.1,9,"8.4"
"2",2009-05-05,70,54,27,41,20,24,1," ",0,"29.28","29.95",5.1,12,"5.9"
"2",2009-05-06,75,56,31,51,25,1,2,"RA BR",0.86,"29.13","29.80",6.2,19,"7.2"
"2",2009-05-07,77,56,32,53,27,1,3,"RA BR HZ",0.03,"29.08","29.74",8.2,24,"9.2"
"2",2009-05-08,74,57,31,55,28,1,2,"BR HZ",0.01,"29.00","29.67",4.4,20,"6.1"
"2",2009-05-09,64,45,20,44,18,3,1," ",0,"29.26","29.87",4.7,28,"11.3"
"2",2009-05-10,67,43,20,40,16,3,1,"RA",0.02,"29.47","30.11",5.1,30,"9.0"
"2",2009-05-11,61,40,16,34,13,7,1," ",0,"29.53","30.20",2.1,7,"4.5"
"2",2009-05-12,72,44,23,32,16,28,1," ",0,"29.44","30.13",8.9,16,"9.5"
"2",2009-05-13,71,54,28,58,29,13,1,"TSRA RA DZ BR",1.03,"29.08","29.77",12.9,18,"14.8"
"2",2009-05-14,69,55,27,44,22,24,1," ",0,"29.38","30.00",11.1,27,"11.3"
"2",2009-05-15,63,55,24,52,24,27,1,"TSRA RA BR",0.7,"29.34","29.99",4.4,15,"5.8"
"2",2009-05-16,62,47,20,41,19,3,1,"DZ BR",0.04,"29.41","30.05",11,30,"12.4"
"2",2009-05-17,59,41,15,28,11,8,1," ",0,"29.67","30.32",3.3,9,"6.5"
"2",2009-05-18,67,45,21,30,14,30,1," ",0,"29.62","30.30",9.3,19,"9.5"
"2",2009-05-19,80,54,32,43,23,1,3," ",0,"29.55","30.22",12.3,21,"12.4"
"2",2009-05-20,85,61,38,43,26,1,9," ",0,"29.47","30.13",11.9,20,"12.1"
"2",2009-05-21,85,60,38,48,28,1,9," ",0,"29.44","30.09",8.1,25,"10.9"
"2",2009-05-22,70,56,28,47,23,13,1," ",0,"29.50","30.16",10,3,"10.6"
"2",2009-05-23,79,55,32,51,27,1,3," ",0,"29.39","30.05",4.5,8,"5.5"
"2",2009-05-24,70,56,28,47,23,13,1," ",0,"29.39","30.05",10.7,3,"10.8"
"2",2009-05-25,64,56,25,46,22,26,1,"RA DZ",0.08,"29.33","30.00",8.7,6,"9.5"
"2",2009-05-26,76,56,31,54,27,1,2,"TSRA RA BR",1.38,"29.13","29.81",5.7,6,"6.8"
"2",2009-05-27,75,58,32,60,32,1,3,"DZ BR HZ",0,"29.02","29.67",6.8,24,"8.3"
"2",2009-05-28,64,55,25,51,23,26,1," ",0,"29.11","29.75",6.8,29,"8.3"
"2",2009-05-29,77,55,31,49,24,1,2," ",0,"29.23","29.87",2,31,"6.8"
"2",2009-05-30,79,53,31,46,24,1,2," ",0,"29.15","29.80",1.8,29,"6.6"
"2",2009-05-31,72,49,26,43,21,25,1," ",0,"29.26","29.93",2.9,9,"6.3"
"2",2009-06-01,80,52,31,54,27,1,2,"TSRA RA",0.83,"29.25","29.88",1,34,"10.0"
"2",2009-06-02,61,50,21,47,20,30,1,"RA BR",0.06,"29.42","30.07",8.3,3,"9.2"
"2",2009-06-03,61,47,19,40,17,4,1," ",0,"29.47","30.13",11,2,"11.4"
"2",2009-06-04,68,47,23,38,18,28,1," ",0,"29.36","30.05",5.2,5,"6.4"
"2",2009-06-05,80,47,29,43,23,2,1," ",0,"29.23","29.91",6.3,25,"7.2"
"2",2009-06-06,66,55,26,48,22,25,1,"RA",0,"29.26","29.92",4.7,3,"7.2"
"2",2009-06-07,74,56,30,54,28,1,1,"RA BR",0,"29.21","29.86",1.5,11,"7.7"
"2",2009-06-08,82,55,34,61,34,1,5,"TSRA RA BR HZ",0.3,"29.11","29.76",6.4,25,"10.0"
"2",2009-06-09,67,56,27,53,25,24,1,"DZ BR HZ",0,"29.29","29.94",6.4,8,"7.9"
"2",2009-06-10,67,55,26,50,24,25,1,"RA",0.04,"29.21","29.88",8.5,4,"9.2"
"2",2009-06-11,60,53,22,53,23,29,1,"RA BR HZ",1.14,"29.17","29.82",8.8,1,"9.0"
"2",2009-06-12,72,50,26,49,24,25,1," ",0,"29.30","29.95",5,6,"6.7"
"2",2009-06-13,66,56,26,52,24,25,1,"RA",0.31,"29.34","29.99",7.2,4,"7.6"
"2",2009-06-14,76,54,30,50,26,1,1," ",0,"29.34","30.00",5.1,5,"5.8"
"2",2009-06-15,81,57,34,49,27,1,5,"HZ",0,"29.34","29.99",7.4,9,"7.7"
"2",2009-06-16,71,64,33,57,30,1,4,"RA BR",1.07,"29.21","29.87",10.3,11,"10.7"
"2",2009-06-17,73,63,33,60,32,1,4,"BR HZ",0,"29.21","29.87",2.6,34,"6.7"
"2",2009-06-18,81,63,37,64,36,1,8,"TSRA BR HZ",0.11,"29.15","29.79",3.7,17,"5.8"
"2",2009-06-19,88,66,42,68,39,1,13,"TS TSRA RA BR",0.87,"29.03","29.68",6.3,18,"10.5"
"2",2009-06-20,88,69,44,65,39,1,15," ",0,"29.13","29.74",8.3,28,"8.6"
"2",2009-06-21,86,71,44,64,38,1,15,"RA",0,"29.17","29.80",3.3,9,"3.5"
"2",2009-06-22,89,70,45,67,40,1,16,"TSRA",0.06,"29.15","29.77",5.3,12,"7.2"
"2",2009-06-23,92,75,49,68,42,1,20," ",0,"29.22","29.85",2.8,13,"4.5"
"2",2009-06-24,93,73,48,68,42,1,19,"BR",0.78,"29.21","29.85",2.1,23,"4.3"
"2",2009-06-25,93,76,50,68,42,1,21," ",0,"29.15","29.77",1.8,26,"4.6"
"2",2009-06-26,86,72,44,61,36,1,15," ",0,"29.20","29.83",6.4,4,"8.0"
"2",2009-06-27,90,67,44,60,36,1,15,"RA",0.05,"29.18","29.80",6,22,"6.9"
"2",2009-06-28,83,68,41,53,31,1,12," ",0,"29.08","29.71",14.1,29,"14.6"
"2",2009-06-29,78,65,37,54,30,1,8," ",0,"28.95","29.59",13.4,30,"14.1"
"2",2009-06-30,68,61,30,53,27,1,1," ",0,"29.00","29.64",8.1,30,"8.3"
"2",2009-07-01,65,57,26,54,26,25,1,"RA DZ BR",0.02,"29.13","29.76",6.6,31,"7.4"
"2",2009-07-02,73,60,32,55,29,1,3," ",0,"29.31","29.94",5.7,31,"7.6"
"2",2009-07-03,79,62,36,56,31,1,7," ",0,"29.41","30.05",1.8,2,"6.5"
"2",2009-07-04,69,63,31,58,31,1,2,"RA BR",0.12,"29.31","29.98",3.4,14,"4.7"
"2",2009-07-05,82,61,37,59,33,1,8,"BR HZ",0.03,"29.25","29.90",0.3,36,"2.6"
"2",2009-07-06,85,63,39,54,32,1,10," ",0,"29.20","29.84",4.2,30,"5.5"
"2",2009-07-07,76,65,36,55,30,1,7," ",0,"29.24","29.88",5.9,7,"7.5"
"2",2009-07-08,68,62,30,55,28,1,1,"RA",0.17,"29.34","29.98",7,8,"7.4"
"2",2009-07-09,80,63,37,58,33,1,8," ",0,"29.41","30.05",6.5,10,"7.3"
"2",2009-07-10,84,67,41,65,37,1,12,"RA BR HZ",0.12,"29.41","30.04",3.6,21,"4.6"
"2",2009-07-11,85,68,42,60,36,1,13,"TSRA BR",1.12,"29.39","30.02",5.9,29,"7.6"
"2",2009-07-12,82,60,36,50,29,1,7," ",0,"29.41","30.05",1.9,33,"5.2"
"2",2009-07-13,78,66,37,48,28,1,8," ",0,"29.41","30.05",5.8,7,"7.4"
"2",2009-07-14,81,60,36,49,29,1,7," ",0,"29.41","30.06",7.5,16,"7.7"
"2",2009-07-15,86,67,42,62,36,1,13,"TSRA RA BR",0.32,"29.23","29.88",10,25,"13.8"
"2",2009-07-16,82,65,39,57,32,1,10," ",0.17,"29.23","29.88",9.6,28,"10.3"
"2",2009-07-17,70,58,29,52,26,2,1,"RA",0,"29.21","29.86",10.1,29,"10.4"
"2",2009-07-18,73,58,31,52,27,1,2," ",0,"29.36","30.00",6.6,32,"7.1"
"2",2009-07-19,73,60,32,53,28,1,3," ",0,"29.45","30.10",1.4,4,"4.6"
"2",2009-07-20,76,59,33,56,30,1,4," ",0,"29.42","30.08",6.2,10,"6.5"
"2",2009-07-21,82,64,38,56,32,1,9," ",0,"29.33","29.99",4.9,14,"6.3"
"2",2009-07-22,79,66,38,59,33,1,9,"BR HZ",0,"29.28","29.93",2.8,11,"5.9"
"2",2009-07-23,79,63,36,60,33,1,7,"BR HZ",0.1,"29.26","29.91",1.7,1,"6.0"
"2",2009-07-24,83,62,38,60,34,1,9,"TSRA RA",0.19,"29.14","29.82",8.7,23,"9.6"
"2",2009-07-25,81,66,39,59,34,1,10," ",0,"29.08","29.71",10.8,27,"11.5"
"2",2009-07-26,82,64,38,59,34,1,9," ",0,"29.18","29.80",9.1,29,"9.4"
"2",2009-07-27,84,66,40,61,36,1,11,"RA",0.03,"29.21","29.85",9.2,23,"9.6"
"2",2009-07-28,86,68,42,62,36,1,13," ",0.01,"29.13","29.77",6.5,28,"7.7"
"2",2009-07-29,79,66,38,52,30,1,9," ",0,"29.19","29.82",3.8,3,"7.1"
"2",2009-07-30,80,65,38,57,32,1,9," ",0,"29.20","29.84",4.9,24,"6.3"
"2",2009-07-31,82,62,37,55,31,1,8," ",0,"29.29","29.92",5.9,27,"6.7"
"2",2009-08-01,75,63,34,59,32,1,5," ",0.01,"29.24","29.90",10.6,23,"10.5"
"2",2009-08-02,79,58,34,52,28,1,5," ",0,"29.26","29.92",6.2,26,"8.4"
"2",2009-08-03,86,68,42,61,35,1,13,"RA",0.06,"29.17","29.81",11,21,"11.3"
"2",2009-08-04,86,69,43,63,37,1,14,"BR HZ",0,"29.21","29.85",1.8,5,"6.2"
"2",2009-08-05,79,66,38,56,32,1,9," ",0,"29.40","30.03",3.8,6,"5.6"
"2",2009-08-06,81,62,37,51,29,1,8," ",0,"29.44","30.08",3.4,9,"5.5"
"2",2009-08-07,74,67,36,59,32,1,7,"RA BR",0.23,"29.41","30.08",6.4,15,"7.2"
"2",2009-08-08,89,69,44,70,42,1,15,"TSRA RA BR",0.08,"29.26","29.92",12.2,21,"12.8"
"2",2009-08-09,92,77,50,72,44,1,21," ",0.02,"29.29","29.92",11.1,23,"12.3"
"2",2009-08-10,86,71,44,66,39,1,15," ",0,"29.31","29.94",8.3,26,"8.9"
"2",2009-08-11,81,65,38,62,35,1,9," ",0,"29.36","29.98",6.1,2,"8.7"
"2",2009-08-12,82,63,38,56,32,1,9," ",0,"29.44","30.07",5.5,5,"7.0"
"2",2009-08-13,86,63,40,55,32,1,11," ",0,"29.44","30.09",2,16,"4.0"
"2",2009-08-14,88,67,43,59,35,1,14," ",0,"29.44","30.08",6.3,21,"6.5"
"2",2009-08-15,89,70,45,61,37,1,16," ",0,"29.38","30.02",8.3,19,"8.7"
"2",2009-08-16,90,71,46,68,40,1,17,"TSRA RA",0.27,"29.34","29.97",9.3,21,"10.1"
"2",2009-08-17,83,71,42,68,40,1,13,"RA BR",0.59,"29.34","29.98",5.1,22,"7.5"
"2",2009-08-18,84,66,40,61,35,1,11," ",0,"29.33","29.97",8,27,"8.3"
"2",2009-08-19,81,64,38,62,35,1,9,"TSRA BR",0.61,"29.15","29.82",5.9,16,"8.2"
"2",2009-08-20,79,64,37,61,34,1,8,"RA BR",0.12,"29.00","29.65",12.2,23,"12.7"
"2",2009-08-21,74,59,32,58,30,1,3,"RA",0.05,"29.13","29.75",10.1,27,"13.2"
"2",2009-08-22,69,58,29,52,26,2,1," ",0,"29.36","29.99",9.4,36,"10.4"
"2",2009-08-23,73,58,31,55,28,1,2," ",0,"29.44","30.08",3.5,5,"7.6"
"2",2009-08-24,79,57,33,57,31,1,4," ",0,"29.47","30.12",5,21,"5.7"
"2",2009-08-25,82,61,37,61,34,1,8," ",0,"29.39","30.04",8.3,21,"8.6"
"2",2009-08-26,72,64,33,64,34,1,4,"RA BR",0.54,"29.42","30.07",3.9,2,"7.3"
"2",2009-08-27,67,62,30,61,32,1,1,"RA BR",1.19,"29.41","30.07",10.7,8,"11.0"
"2",2009-08-28,71,61,31,61,32,1,2,"RA BR",0.28,"29.24","29.92",2.6,2,"5.4"
"2",2009-08-29,69,56,28,52,26,13,1,"DZ",0.01,"29.24","29.88",10.4,31,"11.1"
"2",2009-08-30,66,51,24,47,22,27,1," ",0,"29.50","30.13",9.4,1,"10.5"
"2",2009-08-31,67,49,23,44,21,28,1," ",0,"29.60","30.26",5.3,4,"6.8"
"2",2009-09-01,71,50,26,49,24,25,1," ",0,"29.63","30.30",3.2,6,"3.5"
"2",2009-09-02,72,53,28,51,25,13,1," ",0,"29.56","30.23",3.2,8,"3.9"
"2",2009-09-03,75,57,31,55,29,1,2,"BR",0,"29.48","30.14",5.2,6,"5.9"
"2",2009-09-04,75,58,32,55,29,1,3,"BR HZ",0,"29.49","30.14",3.8,4,"4.4"
"2",2009-09-05,78,57,33,57,31,1,4,"BR HZ",0,"29.54","30.19",5.2,6,"5.8"
"2",2009-09-06,77,66,37,59,33,1,8," ",0,"29.52","30.17",6.3,8,"6.6"
"2",2009-09-07,77,63,35,59,32,1,6,"BR HZ",0,"29.44","30.09",6.3,4,"6.9"
"2",2009-09-08,78,62,35,62,34,1,6,"BR HZ",0,"29.41","30.05",6.9,4,"8.0"
"2",2009-09-09,77,68,38,63,35,1,9,"BR HZ",0,"29.47","30.12",6.8,7,"7.2"
"2",2009-09-10,80,65,38,62,35,1,9,"BR HZ",0,"29.54","30.17",6.6,7,"7.3"
"2",2009-09-11,78,64,36,59,33,1,7," ",0,"29.49","30.15",6.4,8,"6.7"
"2",2009-09-12,78,61,35,61,33,1,6,"FG+ FG BR",0,"29.47","30.12",3.2,6,"4.5"
"2",2009-09-13,79,57,33,55,30,1,4,"FG+ BR",0.01,"29.45","30.11",2.5,7,"4.2"
"2",2009-09-14,84,59,37,56,31,1,8," ",0,"29.40","30.05",1.1,13,"2.7"
"2",2009-09-15,83,63,38,58,33,1,9," ",0,"29.41","30.05",5.8,2,"6.7"
"2",2009-09-16,72,62,32,54,29,1,3," ",0,"29.54","30.18",12.5,6,"13.4"
"2",2009-09-17,71,54,28,51,26,13,1," ",0,"29.51","30.17",4.5,8,"5.4"
"2",2009-09-18,79,52,31,55,28,1,2," ",0,"29.52","30.17",5.3,3,"6.7"
"2",2009-09-19,75,58,32,55,29,1,3," ",0,"29.54","30.20",4.4,10,"5.8"
"2",2009-09-20,71,54,28,56,29,13,1,"RA DZ BR",0.44,"29.34","30.02",5.9,8,"7.3"
"2",2009-09-21,69,63,31,60,31,1,2,"DZ BR HZ",0,"29.31","29.97",3.6,23,"5.5"
"2",2009-09-22,76,63,35,65,36,1,6,"RA BR",0.04,"29.34","29.97",5.2,18,"7.3"
"2",2009-09-23,76,62,34,63,33,1,5,"BR",0,"29.47","30.11",0.8,31,"4.7"
"2",2009-09-24,71,64,33,62,33,1,4,"BR",0,"29.49","30.15",4.1,7,"4.4"
"2",2009-09-25,70,60,30,57,29,1,1,"RA DZ BR",0.02,"29.44","30.11",5.4,11,"6.3"
"2",2009-09-26,66,56,26,56,28,25,1,"BR",0,"29.21","29.90",3.9,26,"4.6"
"2",2009-09-27,74,53,29,53,27,2,1,"TSRA FG+ BR",0.48,"28.91","29.59",7.6,23,"10.2"
"2",2009-09-28,63,50,22,42,18,29,1,"RA",0,"28.98","29.61",19.8,28,"20.2"
"2",2009-09-29,58,48,18,42,17,5,1,"DZ",0,"29.34","29.96",8.4,33,"10.2"
"2",2009-09-30,61,49,20,42,17,3,1," ",0,"29.44","30.10",4.8,3,"7.0"
"2",2009-10-01,59,44,17,46,18,6,1,"TSRA RA BR",0.59,"29.18","29.90",8.8,13,"8.7"
"2",2009-10-02,56,48,17,46,17,6,1,"RA DZ BR",0.17,"28.87","29.56",10,22,"11.6"
"2",2009-10-03,58,47,18,47,18,5,1,"RA BR",0.03,"29.08","29.71",9.4,26,"9.8"
"2",2009-10-04,61,45,18,42,16,5,1," ",0,"29.34","29.99",8.9,27,"9.3"
"2",2009-10-05,61,42,17,42,16,6,1," ",0,"29.35","30.04",2.9,9,"4.5"
"2",2009-10-06,62,49,21,46,19,30,1,"RA BR",0.05,"28.97","29.66",9.5,24,"15.1"
"2",2009-10-07,60,45,18,39,15,5,1," ",0,"29.31","29.96",8.5,26,"10.1"
"2",2009-10-08,54,47,16,46,18,7,1,"RA DZ BR",0.14,"29.25","29.93",4.8,20,"5.6"
"2",2009-10-09,52,40,11,44,15,12,1,"RA DZ BR",0.43,"29.26","29.92",9.3,35,"10.2"
"2",2009-10-10,48,33,6,30,5,18,1," ",0,"29.55","30.21",7.8,29,"8.2"
"2",2009-10-11,45,29,2,23,2,22,1," ",0,"29.67","30.36",1.1,1,"4.8"
