Date,ID,Station2,Tmax2,Tmin2,Tavg2,DewPoint2,WetBulb2,Heat2,Cool2,PrecipTotal2,StnPressure2,SeaLevel2,ResultSpeed2,ResultDir2,AvgSpeed2,BCFG2,BR2,DZ2,FG2,FG.2,FU2,GR2,HZ2,RA2,SN2,SQ2,TS2,TSRA2,VCFG2,VCTS2,Tmax2.imp,Tavg2.imp,PrecipTotal2.imp,RA45.2,PT45_gt052,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,BCFG,BR,DZ,FG,FG.,FU,HZ,MIFG,RA,SN,SQ,TS,TSRA,VCTS,RA45,PT45_gt05,year,Month,MoDay,Month_Day
14/07/2008,259,2,84,62,38,54,31,1,9,0,29.28,29.9,1.9,29,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,38,0,19,1,1,84,62,38,18,54,31,1,9,428,1927,0,0,29.22,29.92,4.5,29,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,2008,7,14,7/1
15/07/2008,260,2,91,67,44,63,38,1,15,0,29.36,29.98,7.8,22,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,44,0,19,1,1,90,61,41,20,62,37,1,12,429,1926,0,0,29.3,30,6.8,23,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,2008,7,15,7/1
16/07/2008,261,2,91,73,47,67,40,1,18,0,29.44,30.07,5.2,21,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,47,0,19,1,1,90,71,46,25,66,39,1,17,430,1925,0,0,29.39,30.09,5,23,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,2008,7,16,7/1
17/07/2008,262,2,90,74,47,66,40,1,18,0,29.39,30.03,8.9,22,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,47,0,19,1,1,89,71,45,24,66,40,1,16,431,1925,0,0,29.33,30.05,8.6,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,2008,7,17,7/1
18/07/2008,263,2,91,73,47,67,40,1,18,0,29.3,29.94,6.8,23,8.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,91,47,0,19,1,1,86,74,45,24,68,41,1,16,432,1924,0,0.04,29.24,29.95,2.6,22,5.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1,2008,7,18,7/1
19/07/2008,264,2,80,70,40,70,40,1,11,1.22,29.24,29.89,1.1,23,5.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,80,40,1.22,20,1,1,78,67,38,1,68,38,1,9,433,1923,0,1.61,29.19,29.91,2,33,5.8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,18,1,2008,7,19,7/1
20/07/2008,265,2,86,68,42,68,40,1,13,0.43,29.25,29.89,6.1,27,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,86,42,0.43,21,1,1,86,68,42,21,68,40,1,13,433,1923,0,0.74,29.2,29.91,4.5,25,5.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,1,2008,7,20,7/1
21/07/2008,266,2,84,70,42,66,38,1,13,0.13,29.26,29.9,2.4,2,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,84,42,0.13,21,1,1,83,68,41,20,65,37,1,12,434,1922,0,0.13,29.21,29.92,3.3,3,7.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,1,2008,7,21,7/1
22/07/2008,267,2,75,66,36,61,33,1,7,0.06,29.36,29.98,8.6,3,9.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75,36,0.06,22,1,1,77,63,35,12,59,33,1,6,435,1921,0,0,29.31,30,8.2,3,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,2008,7,22,7/1
23/07/2008,268,2,81,60,36,52,30,1,7,0,29.44,30.08,8.3,36,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,36,0,21,1,1,81,60,36,11,52,29,1,7,436,1920,0,0,29.39,30.1,7.6,2,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,2008,7,23,7/1
24/07/2008,269,2,82,60,36,52,30,1,7,0,29.39,30.04,4.3,24,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,36,0,20,1,1,82,59,36,11,53,30,1,7,437,1919,0,0,29.33,30.05,3.9,24,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,2008,7,24,7/1
25/07/2008,270,2,84,65,40,63,36,1,11,0,29.33,29.98,6.8,22,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,40,0,19,1,1,82,61,37,10,63,36,1,8,438,1918,0,0,29.26,29.99,5.5,23,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2008,7,25,7/1
26/07/2008,271,2,85,67,41,58,35,1,12,0,29.28,29.92,6.9,30,7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,41,0,19,1,1,84,65,40,19,58,34,1,11,439,1918,0,0,29.22,29.94,8.5,31,9.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2008,7,26,7/1
27/07/2008,272,2,83,63,38,58,34,1,9,0,29.22,29.87,5.9,24,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,38,0,19,1,1,83,62,38,1,58,33,1,9,440,1917,0,0,29.16,29.89,5.9,24,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2008,7,27,7/1
28/07/2008,273,2,84,70,42,63,37,1,13,0,29.21,29.85,4.4,10,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,42,0,18,1,1,85,66,41,20,63,36,1,12,441,1916,0,0,29.16,29.87,4,7,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2008,7,28,7/1
29/07/2008,274,2,89,70,45,67,40,1,16,0.23,29.21,29.83,5.9,20,7.9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,89,45,0.23,19,1,1,88,65,42,21,67,39,1,13,442,1915,0,0.05,29.14,29.85,6.4,20,7.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,1,2008,7,29,7/1
30/07/2008,275,2,90,72,46,67,40,1,17,0,29.1,29.73,8.8,27,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,46,0,18,1,1,89,72,46,25,65,39,1,17,443,1914,0,0,29.04,29.75,7.8,27,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2008,7,30,7/1
31/07/2008,276,2,89,71,45,69,41,1,16,0.5,29.11,29.74,5.6,27,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,89,45,0.5,19,1,1,89,72,46,25,67,39,1,17,444,1913,0,0.14,29.06,29.76,4.9,27,5.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,1,2008,7,31,7/1
01/08/2008,277,2,89,72,46,69,42,1,17,0,29.14,29.77,1.9,6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,46,0,19,1,1,89,68,44,24,68,41,1,15,445,1911,0,1.05,29.09,29.79,3.1,31,5.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1,2008,8,1,1/8
02/08/2008,278,2,80,68,39,60,34,1,10,0,29.28,29.9,8.6,3,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,39,0,19,1,1,81,65,38,18,59,34,1,9,446,1910,0,0,29.24,29.93,8.4,3,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,2008,8,2,2/8
03/08/2008,279,2,85,63,39,61,36,1,10,0,29.3,29.94,5.2,19,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,39,0,19,1,1,84,61,38,18,61,35,1,9,447,1909,0,0,29.24,29.96,5.3,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,2008,8,3,3/8
04/08/2008,280,2,88,69,44,69,40,1,15,0.59,29.24,29.89,2.9,19,9.1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,88,44,0.59,19,1,1,87,70,44,24,68,39,1,15,448,1908,0,2.43,29.18,29.9,3.1,18,9,0,1,0,0,0,0,0,0,1,0,0,1,1,0,15,1,2008,8,4,4/8
05/08/2008,281,2,88,71,45,69,41,1,16,0.08,29.3,29.91,2.9,31,6.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,88,45,0.08,18,1,1,87,69,43,23,67,40,1,14,449,1907,0,0,29.24,29.93,6.2,31,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,1,2008,8,5,5/8
06/08/2008,282,2,84,67,41,60,35,1,12,0.01,29.35,29.98,5.4,29,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,41,0.01,17,1,1,84,67,41,21,60,35,1,12,450,1906,0,0,29.29,30,6.8,30,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,2008,8,6,6/8
07/08/2008,283,2,81,63,37,57,32,1,8,0.01,29.31,29.96,7.1,35,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,37,0.01,17,1,1,82,64,38,18,56,32,1,9,451,1904,0,0,29.26,29.98,7.8,34,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,2008,8,7,7/8
08/08/2008,284,2,78,64,36,54,30,1,7,0,29.34,29.99,3.5,1,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,36,0,17,1,1,79,63,36,10,54,30,1,7,452,1903,0,0,29.29,30.01,4.5,2,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,2008,8,8,8/8
09/08/2008,285,2,78,61,35,58,32,1,6,0,29.25,29.91,3.8,28,9.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78,35,0,17,1,1,80,62,36,10,58,31,1,7,453,1902,0,0,29.2,29.92,2.6,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2008,8,9,9/8
10/08/2008,286,2,74,61,33,53,28,1,4,0,29.36,30,10.2,2,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,33,0,17,1,1,74,58,31,15,52,27,1,2,454,1900,0,0,29.31,30.02,8.4,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2008,8,10,10/8
11/08/2008,287,2,76,60,33,57,31,1,4,0,29.36,30.01,3.5,5,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,33,0,16,1,1,77,59,33,13,57,30,1,4,455,1859,0,0,29.3,30.02,3.9,5,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2008,8,11,11/8
12/08/2008,288,2,77,62,35,57,31,1,6,0,29.23,29.89,3.3,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,35,0,15,1,1,77,61,34,12,57,31,1,5,456,1858,0,0,29.17,29.9,3.3,10,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2008,8,12,12/8
13/08/2008,289,2,77,66,37,59,32,1,8,0,29.17,29.82,3.1,8,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,37,0,14,1,1,79,66,38,18,59,32,1,9,457,1856,0,0.06,29.11,29.84,3,7,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,2008,8,13,8/1
14/08/2008,290,2,78,65,37,60,33,1,8,0,29.28,29.91,7.7,3,8.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78,37,0,14,1,1,79,63,36,1,60,33,1,7,458,1855,0,0,29.23,29.93,7.3,3,7.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13,1,2008,8,14,8/1
15/08/2008,291,2,78,61,35,55,30,1,6,0,29.49,30.11,7.5,4,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,35,0,14,1,1,78,61,35,10,54,30,1,6,459,1854,0,0,29.44,30.13,6.9,3,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2008,8,15,8/1
16/08/2008,292,2,82,59,36,53,30,1,7,0,29.46,30.11,5.5,29,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,36,0,13,1,1,83,58,36,1,53,30,1,7,500,1852,0,0,29.4,30.13,5.7,29,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2008,8,16,8/1
17/08/2008,293,2,85,63,39,59,34,1,10,0,29.34,30,8.5,25,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,39,0,13,1,1,84,63,39,20,60,34,1,10,501,1851,0,0,29.28,30.01,7.9,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2008,8,17,8/1
18/08/2008,294,2,85,65,40,58,34,1,11,0,29.33,29.97,6.6,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,40,0,13,1,1,85,65,40,21,57,33,1,11,502,1849,0,0,29.26,29.98,7.2,27,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2008,8,18,8/1
19/08/2008,295,2,84,65,40,64,37,1,11,0,29.42,30.05,4.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,40,0,13,1,1,82,63,38,20,64,36,1,9,503,1848,0,0,29.38,30.08,5.9,4,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2008,8,19,8/1
20/08/2008,296,2,81,67,39,59,34,1,10,0,29.46,30.1,7.3,10,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,39,0,13,1,1,81,65,38,20,60,34,1,9,504,1846,0,0,29.4,30.12,6,9,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2008,8,20,8/1
21/08/2008,297,2,82,69,41,60,35,1,12,0,29.36,30.02,6.5,14,7.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82,41,0,14,1,1,82,68,40,22,61,35,1,11,505,1845,0,0,29.31,30.03,6.5,15,8.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,2008,8,21,8/1
22/08/2008,298,2,84,75,45,69,41,1,16,0,29.39,30.02,11.1,19,11.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,84,45,0,14,1,1,83,72,43,25,68,40,1,14,506,1843,0,0.09,29.32,30.03,12.7,19,12.8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,12,1,2008,8,22,8/1
23/08/2008,299,2,90,69,45,68,40,1,16,0,29.36,30,8.3,24,9.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,45,0,14,1,1,87,68,43,25,66,39,1,14,508,1842,0,0,29.31,30.02,7.6,25,9.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2008,8,23,8/1
24/08/2008,300,2,78,65,37,57,32,1,8,0,29.38,30.03,8.7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,37,0,13,1,1,77,63,35,1,57,31,1,6,509,1840,0,0,29.34,30.05,7.7,3,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2008,8,24,8/1
25/08/2008,301,2,74,66,35,56,30,1,6,0,29.41,30.06,12.7,5,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,35,0,12,1,1,74,64,34,1,54,29,1,5,510,1839,0,0,29.36,30.08,11.1,5,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2008,8,25,8/1
26/08/2008,302,2,75,61,33,55,30,1,4,0,29.34,30.01,7.9,7,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,33,0,11,1,1,76,61,34,1,54,29,1,5,511,1837,0,0,29.29,30.03,7.7,7,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2008,8,26,8/1
27/08/2008,303,2,82,60,36,57,32,1,7,0,29.25,29.91,4.2,9,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,36,0,11,1,1,83,61,37,20,56,32,1,8,512,1835,0,0,29.2,29.93,4.6,7,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2008,8,27,8/1
28/08/2008,304,2,81,67,39,65,37,1,10,0.02,29.15,29.8,5.7,19,6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81,39,0.02,12,1,1,80,63,37,20,64,36,1,8,513,1834,0,0.06,29.1,29.82,5.7,19,6.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,1,2008,8,28,8/1
29/08/2008,305,2,84,67,41,61,35,1,12,0,29.29,29.91,3.6,2,6.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,84,41,0,12,1,1,85,64,40,23,58,34,1,11,514,1832,0,0.04,29.24,29.93,3.5,35,6.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11,1,2008,8,29,8/1
30/08/2008,306,2,87,61,39,55,33,1,10,0,29.44,30.07,2,23,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,39,0,12,1,1,87,56,37,20,55,31,1,8,515,1831,0,0,29.39,30.09,2.6,24,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2008,8,30,8/1
31/08/2008,307,2,89,65,42,57,34,1,13,0,29.47,30.11,4.8,12,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,42,0,12,1,1,90,60,40,24,56,33,1,11,516,1829,0,0,29.41,30.13,4.8,13,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2008,8,31,8/1
01/09/2008,308,2,89,67,43,54,33,1,14,0,29.42,30.07,7.7,12,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,43,0,11,1,1,90,62,41,26,54,32,1,12,517,1827,0,0,29.37,30.09,7,14,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2008,9,1,1/9
02/09/2008,309,2,95,68,47,61,37,1,18,0,29.36,30,2.8,17,4.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,95,47,0,11,1,1,94,65,45,30,61,37,1,16,518,1826,0,0,29.31,30.02,3.2,21,4.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,2008,9,2,2/9
03/09/2008,310,2,77,68,38,62,34,1,9,0,29.34,29.99,11.2,1,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,38,0,10,1,1,77,66,37,22,60,33,1,8,519,1824,0,0.02,29.31,30.02,9.8,1,10.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2008,9,3,3/9
04/09/2008,311,2,68,63,31,63,33,1,2,2.68,29.13,29.8,11.2,3,12.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,68,31,2.68,10,1,1,67,61,29,12,61,31,2,1,520,1822,0,2.9,29.08,29.82,11.6,3,12.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,1,2008,9,4,4/9
05/09/2008,312,2,68,58,28,58,29,13,1,0.01,29.28,29.92,4.3,32,4.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,68,28,0.01,10,1,1,70,57,29,11,56,28,2,1,521,1821,0,0,29.22,29.93,5.9,34,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2008,9,5,5/9
06/09/2008,313,2,74,56,30,54,28,1,1,0,29.34,29.98,5.1,28,5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74,30,0,11,1,1,74,53,29,11,54,27,2,1,522,1819,0,0.01,29.28,29.98,4.9,27,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2008,9,6,6/9
07/09/2008,314,2,74,58,31,52,27,1,2,0.01,29.41,30.05,7,26,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,31,0.01,11,1,1,74,55,30,10,51,26,1,1,523,1817,0,0,29.35,30.06,6.4,26,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2008,9,7,7/9
08/09/2008,315,2,70,53,27,54,25,24,1,1.01,29.45,30.1,4.9,33,6.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,70,27,1.01,12,1,1,67,52,25,14,52,24,26,1,524,1815,0,1.23,29.41,30.11,4.6,34,6.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,1,2008,9,8,8/9
09/09/2008,316,2,68,49,24,46,21,27,1,0.01,29.51,30.17,3.1,36,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,24,0.01,12,1,1,69,49,24,15,45,21,27,1,525,1814,0,0,29.45,30.17,3.9,36,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2008,9,9,9/9
10/09/2008,317,2,72,50,26,47,23,25,1,0,29.54,30.2,4,14,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,26,0,12,1,1,72,48,25,14,48,23,26,1,526,1812,0,0,29.47,30.21,4.3,14,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2008,9,10,10/9
11/09/2008,318,2,79,57,33,57,31,1,4,0,29.4,30.07,8.6,18,9.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79,33,0,12,1,1,79,55,32,20,57,30,1,3,527,1810,0,0,29.33,30.08,8.9,18,9.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11,1,2008,9,11,11/9
12/09/2008,319,2,73,69,36,68,38,1,7,0.62,29.28,29.95,6.6,23,7.1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,73,36,0.62,12,1,1,73,69,36,24,67,37,1,7,528,1809,0,0.37,29.22,29.96,6,22,6.8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,11,1,2008,9,12,12/9
13/09/2008,320,2,77,69,38,71,41,1,9,3.07,29.04,29.7,7.2,22,9.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,77,38,3.07,13,1,1,75,68,37,25,69,39,1,8,529,1807,0,6.64,28.97,29.71,6.4,21,9.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,1,2008,9,13,9/1
14/09/2008,321,2,72,58,30,62,32,1,1,1.75,29.01,29.66,7.2,32,9.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,72,30,1.75,13,1,1,72,58,30,19,61,31,1,1,530,1805,0,1.44,28.97,29.67,7.7,31,10.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,1,2008,9,14,9/1
15/09/2008,322,2,65,55,25,53,25,26,1,0.01,29.47,30.09,5.9,33,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,25,0.01,13,1,1,63,53,23,14,51,24,28,1,531,1803,0,0,29.41,30.1,5.7,34,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2008,9,15,9/1
16/09/2008,323,2,71,50,26,50,24,25,1,0,29.52,30.18,5.3,24,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,26,0,13,1,1,71,49,25,12,50,24,26,1,532,1760,0,0,29.47,30.19,5.3,23,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2008,9,16,9/1
17/09/2008,324,2,83,58,36,56,30,1,7,0,29.52,30.17,2.2,28,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,36,0,13,1,1,82,57,35,24,56,29,1,6,533,1758,0,0,29.46,30.18,2.1,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2008,9,17,9/1
18/09/2008,325,2,74,62,33,56,29,1,4,0,29.62,30.27,7.2,9,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,33,0,12,1,1,74,56,30,19,55,29,1,1,535,1756,0,0,29.56,30.28,6.1,9,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2008,9,18,9/1
19/09/2008,326,2,79,58,34,53,29,1,5,0,29.52,30.19,6.1,18,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,34,0,12,1,1,77,54,31,21,54,28,1,2,536,1755,0,0,29.47,30.2,5.8,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2008,9,19,9/1
20/09/2008,327,2,82,59,36,56,31,1,7,0,29.51,30.16,2.3,12,3.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82,36,0,12,1,1,82,56,34,25,57,30,1,5,537,1753,0,0,29.46,30.17,1.7,16,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2008,9,20,9/1
21/09/2008,328,2,80,60,35,61,34,1,6,0,29.6,30.24,3,9,3.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,80,35,0,12,1,1,80,58,34,25,61,33,1,5,538,1751,0,0,29.55,30.26,3.8,5,4.2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,10,1,2008,9,21,9/1
22/09/2008,329,2,82,63,38,59,33,1,9,0,29.65,30.3,6.7,12,7.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,82,38,0,12,1,1,81,61,36,27,59,33,1,7,539,1749,0,0,29.59,30.31,6.9,11,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,1,2008,9,22,9/1
23/09/2008,330,2,83,63,38,56,32,1,9,0,29.62,30.28,6.6,15,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,38,0,11,1,1,82,59,36,28,57,31,1,7,540,1748,0,0,29.56,30.29,7,15,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2008,9,23,9/1
24/09/2008,331,2,82,62,37,57,32,1,8,0,29.6,30.25,2.7,21,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,37,0,11,1,1,82,57,35,27,59,32,1,6,541,1746,0,0.2,29.54,30.27,2.6,23,4.6,0,1,0,0,0,0,1,0,0,0,0,1,1,0,10,1,2008,9,24,9/1
25/09/2008,332,2,78,66,37,61,34,1,8,0,29.59,30.25,5.4,4,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,78,37,0,11,1,1,77,63,35,27,61,33,1,6,542,1744,0,0,29.54,30.27,6.9,4,7.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,1,2008,9,25,9/1
26/09/2008,333,2,78,60,34,54,30,1,5,0,29.47,30.14,3.5,6,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78,34,0,11,1,1,79,59,34,27,55,29,1,5,543,1742,0,0,29.42,30.16,3,6,4.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2008,9,26,9/1
27/09/2008,334,2,80,55,33,54,29,1,4,0,29.39,30.04,1.6,7,3.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,80,33,0,11,1,1,81,53,32,25,54,29,1,3,544,1741,0,0,29.33,30.06,1,3,2.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2008,9,27,9/1
28/09/2008,335,2,69,60,30,57,29,1,1,0,29.46,30.11,7.3,4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,30,0,11,1,1,68,57,28,22,57,29,13,1,545,1739,0,0,29.41,30.13,7.2,4,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2008,9,28,9/1
29/09/2008,336,2,65,56,26,57,28,25,1,0.11,29.31,29.99,1.6,33,4.4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,65,26,0.11,12,1,1,64,54,24,18,55,26,27,1,546,1737,0,0.82,29.26,30,3.5,33,4.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,1,2008,9,29,9/1
