"Station","Date","Tmax","Tmin","Tavg","Depart","DewPoint","WetBulb","Heat","Cool","Sunrise","Sunset","SnowFall","PrecipTotal","StnPressure","SeaLevel","ResultSpeed","ResultDir","AvgSpeed","BCFG","BR","DZ","FG","FG.","FU","HZ","MIFG","RA","SN","SQ","TS","TSRA","VCTS","RA45","PT45_gt05"
1,2007-10-09,76,49,28,26,44,22,13,1,557,1720,0,0,29.21,29.94,11.5,28,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
1,2007-10-10,54,47,16,12,38,13,7,1,558,1719,0,0,29.21,29.93,15.1,31,15.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0
1,2007-10-11,54,46,15,12,39,14,8,1,559,1717,0,0,29.28,30.01,11.9,36,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
1,2007-10-12,56,41,14,13,35,12,9,1,600,1715,0,0,29.28,30.02,3.4,35,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
1,2007-10-13,59,40,15,11,41,16,8,1,602,1714,0,0,29.31,30.04,2.7,20,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
1,2007-10-14,61,53,22,22,49,22,29,1,603,1712,0,0.15,29.34,30.06,5.6,11,6.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0
1,2007-10-15,74,51,28,28,52,26,13,1,604,1711,0,0.07,29.21,29.95,4.1,14,5.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11,0
1,2007-10-16,67,52,25,26,54,26,26,1,605,1709,0,0.24,29.16,29.88,6.4,21,7.5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,12,0
1,2007-10-17,72,47,25,26,53,26,26,1,606,1707,0,0.04,29.07,29.83,9.3,14,9.8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,13,0
1,2007-10-18,78,59,34,36,56,30,1,5,607,1706,0,0.3,28.59,29.34,17.2,19,18.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,0
1,2007-10-19,60,52,21,23,48,21,30,1,608,1704,0,0.01,28.75,29.44,16.2,24,16.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15,0
1,2007-10-20,73,47,25,28,43,21,26,1,610,1703,0,0,29.02,29.71,10.9,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
1,2007-10-21,80,60,35,38,47,26,1,6,611,1701,0,0,29.08,29.78,18,20,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
1,2007-10-22,67,46,22,25,47,19,29,1,612,1660,0,0.16,29.26,29.97,5.2,36,9.2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,13,0
1,2007-10-23,58,43,16,20,36,13,7,1,613,1658,0,0,29.2,29.93,5.2,31,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
1,2007-10-24,55,43,14,18,35,11,9,1,614,1657,0,0,29.46,30.16,13.3,2,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
1,2007-10-25,55,45,15,20,39,15,8,1,616,1656,0,0,29.47,30.2,13.9,6,14.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0
1,2007-10-26,65,53,24,29,48,21,27,1,617,1654,0,0.33,29.31,30.07,6.2,5,6.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,0
1,2007-10-27,55,37,11,10,38,14,12,1,618,1653,0,0.01,29.56,30.25,9.4,32,9.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15,0
1,2007-10-28,56,34,10,10,30,8,14,1,619,1651,0,0,29.79,30.52,3.4,23,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
1,2007-10-29,61,39,15,21,32,11,8,1,620,1650,0,0,29.63,30.4,10.2,22,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
1,2007-10-30,66,41,19,26,38,15,4,1,622,1649,0,0,29.43,30.2,12.2,20,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
1,2007-10-31,62,41,17,24,37,15,6,1,623,1647,0,0,29.3,30.02,12.2,25,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
1,2008-05-01,74,48,26,26,51,25,25,1,448,1849,0,0,28.95,29.67,10.6,16,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
1,2008-05-02,74,51,28,27,55,27,13,1,447,1850,0,1.28,28.79,29.53,13.8,20,15.1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,16,1
1,2008-05-03,56,43,15,12,41,15,8,1,446,1851,0,0,29.01,29.69,10.4,25,12.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1
1,2008-05-04,65,38,17,10,34,14,6,1,444,1852,0,0,29.31,30.02,5.6,24,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-05-05,75,50,28,26,38,19,13,1,443,1853,0,0,29.27,29.99,4.4,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-05-06,81,46,29,27,44,24,2,1,442,1855,0,0,29.16,29.88,6.3,22,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-05-07,70,49,25,23,52,25,26,1,441,1856,0,0.76,28.97,29.69,3.5,23,12.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18,1
1,2008-05-08,59,45,17,12,35,13,6,1,439,1857,0,0,29.08,29.82,12.2,5,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2008-05-09,58,41,15,14,34,12,8,1,438,1858,0,0,29.15,29.85,6.3,3,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-05-10,61,38,15,14,37,14,8,1,437,1859,0,0,29.08,29.85,5.9,7,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1,2008-05-11,58,46,17,13,43,16,6,1,436,1860,0,0.95,28.85,29.55,14.5,2,17.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17,1
1,2008-05-12,56,40,13,17,38,12,10,1,435,1901,0,0,29.26,29.96,5.1,7,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-05-13,73,40,22,1,45,20,29,1,434,1902,0,0.08,29.2,29.93,15.5,18,15.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,1
1,2008-05-14,64,45,20,11,48,21,3,1,433,1903,0,0.02,29.19,29.89,2,25,9.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2008-05-15,57,43,15,16,37,14,8,1,432,1904,0,0,29.33,30.05,6.8,5,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-05-16,73,40,22,10,41,19,29,1,431,1905,0,0,29.1,29.86,8.9,25,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1,2008-05-17,73,52,28,22,41,21,13,1,430,1906,0,0.12,28.87,29.61,12.9,30,14.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1
1,2008-05-18,55,44,15,2,39,14,8,1,429,1907,0,0,28.93,29.64,3.5,34,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-05-19,60,40,15,2,33,12,8,1,428,1908,0,0,28.96,29.69,3.9,7,5.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,1
1,2008-05-20,66,47,22,12,37,16,29,1,427,1909,0,0,28.94,29.66,7.3,31,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2008-05-21,66,41,19,15,36,15,4,1,426,1910,0,0,29,29.7,7.2,32,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2008-05-22,59,45,17,17,38,14,6,1,425,1911,0,0,29.24,29.94,8.8,5,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2008-05-23,57,46,17,17,39,14,6,1,425,1912,0,0,29.41,30.12,10.7,3,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2008-05-24,67,40,19,16,40,17,4,1,424,1913,0,0,29.44,30.18,7.4,7,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-05-25,78,44,26,1,50,26,25,1,423,1914,0,0,29.18,29.93,10.3,18,11.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1
1,2008-05-26,81,47,29,20,60,33,2,1,422,1915,0,0.48,29.11,29.81,6.2,25,11.8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,18,1
1,2008-05-27,50,42,11,8,35,11,12,1,422,1916,0,0,29.5,30.19,19.2,3,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2008-05-28,62,43,18,2,32,12,5,1,421,1916,0,0,29.6,30.34,8.2,6,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-05-29,67,42,20,17,37,16,3,1,421,1917,0,0.01,29.39,30.16,3.5,11,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1
1,2008-05-30,77,55,31,20,59,31,1,2,420,1918,0,0.4,29.03,29.79,8.4,21,10.4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,17,1
1,2008-05-31,79,59,34,23,56,31,1,5,420,1919,0,0,29.1,29.8,10.8,28,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1,2008-06-01,74,53,29,18,47,24,2,1,419,1920,0,0,29.23,29.95,4.6,10,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2008-06-02,86,56,36,25,52,29,1,7,419,1920,0,0,29.16,29.89,1.9,8,4.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1
1,2008-06-03,69,55,27,10,55,26,24,1,418,1921,0,0.52,28.97,29.69,7.3,4,9.2,0,1,0,1,1,0,0,0,1,0,0,0,1,0,16,1
1,2008-06-04,78,54,31,20,59,30,1,2,418,1922,0,0,28.9,29.62,4.5,4,5.2,0,1,1,1,1,0,1,0,0,0,0,0,1,0,16,1
1,2008-06-05,87,60,39,27,68,40,1,10,417,1923,0,0.64,29,29.7,11.5,20,14,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15,1
1,2008-06-06,87,73,45,32,68,41,1,16,417,1923,0,0,29.07,29.76,21.1,20,21.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,1
1,2008-06-07,85,69,42,29,71,42,1,13,417,1924,0,0.11,29.16,29.86,12.5,19,13.2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,17,1
1,2008-06-08,85,64,40,27,68,39,1,11,417,1925,0,1.24,29.11,29.81,6.5,18,12.2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,17,1
1,2008-06-09,74,65,35,22,64,35,1,6,416,1925,0,0.14,29.1,29.82,6.3,22,7.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17,1
1,2008-06-10,79,59,34,20,56,30,1,5,416,1926,0,0,29.18,29.89,8.8,25,9.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1
1,2008-06-11,86,61,39,25,56,33,1,10,416,1926,0,0,29.28,29.99,8.9,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-06-12,91,73,47,32,63,38,1,18,416,1927,0,0,29.2,29.9,16.1,18,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-06-13,82,65,39,24,62,35,1,10,416,1927,0,0.39,29.21,29.92,8.9,22,9.9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,18,1
1,2008-06-14,84,59,37,22,53,30,1,8,416,1928,0,0,29.23,29.94,8.3,24,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2008-06-15,81,61,36,21,60,33,1,7,416,1928,0,0.18,29.15,29.84,8.1,24,9.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,1
1,2008-06-16,72,59,31,11,49,26,1,2,416,1929,0,0,29.2,29.91,10.7,31,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2008-06-17,76,55,31,11,46,24,1,2,416,1929,0,0,29.26,29.97,10.7,30,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-06-18,77,56,32,11,48,25,1,3,416,1929,0,0,29.21,29.92,4.8,3,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-06-19,81,52,32,11,46,25,1,3,416,1930,0,0,29.21,29.93,1.8,25,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-06-20,82,58,35,18,53,29,1,6,416,1930,0,0.09,29.25,29.96,6.7,22,7.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,1
1,2008-06-21,82,61,37,20,52,30,1,8,416,1930,0,0.01,29.24,29.95,7.1,29,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-06-22,82,57,35,18,52,28,1,6,417,1931,0,0.16,29.18,29.89,2.9,31,5.1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17,1
1,2008-06-23,77,56,32,11,54,28,1,3,417,1931,0,0,29.33,30.04,3.9,4,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-06-24,82,55,34,10,53,29,1,5,417,1931,0,0,29.44,30.15,5.1,18,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-06-25,79,66,38,20,64,36,1,9,417,1931,0,0.08,29.28,29.99,8,22,9.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1
1,2008-06-26,86,70,43,25,66,39,1,14,418,1931,0,0,29.15,29.86,6.3,26,7.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-06-27,84,66,40,22,67,39,1,11,418,1931,0,0,29.05,29.76,6.7,22,7.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1
1,2008-06-28,83,64,39,21,55,32,1,10,419,1931,0,0.04,28.98,29.69,12.1,25,13.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,17,1
1,2008-06-29,75,60,33,11,58,30,1,4,419,1931,0,0.58,29.08,29.77,7.3,31,9.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18,1
1,2008-06-30,80,59,35,10,50,27,1,6,419,1931,0,0,29.28,29.98,6,34,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2008-07-01,83,58,36,1,51,29,1,7,420,1931,0,0,29.24,29.97,8.1,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-07-02,87,63,40,21,62,35,1,11,420,1931,0,0.2,29.09,29.79,8.7,23,13.2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,18,1
1,2008-07-03,71,55,28,17,51,26,13,1,421,1931,0,0,29.34,30.04,11.6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-07-04,76,52,29,16,50,26,2,1,422,1930,0,0,29.35,30.06,6,5,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-07-05,80,54,32,13,52,28,1,3,422,1930,0,0,29.31,30.03,4.6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-07-06,87,59,38,19,57,34,1,9,423,1930,0,0,29.21,29.94,9.3,19,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-07-07,87,71,44,25,67,40,1,15,423,1930,0,0.03,29.16,29.87,10.9,22,11.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,1
1,2008-07-08,85,70,43,23,67,40,1,14,424,1929,0,0.03,29.1,29.81,7.8,26,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2008-07-09,85,67,41,21,55,32,1,12,425,1929,0,0,29.26,29.95,9.5,31,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2008-07-10,82,64,38,18,63,35,1,9,425,1929,0,0.72,29.26,29.99,8.5,23,9.2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,18,1
1,2008-07-11,88,64,41,21,65,38,1,12,426,1928,0,0.34,29.23,29.97,5.2,20,8.4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,19,1
1,2008-07-12,81,65,38,18,63,35,1,9,427,1928,0,0.73,29.19,29.89,7.7,26,10.3,0,1,0,0,0,0,0,0,1,0,0,1,1,0,20,1
1,2008-07-13,79,62,36,10,54,30,1,7,428,1927,0,0,29.12,29.84,12.1,27,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
1,2008-07-14,84,62,38,18,54,31,1,9,428,1927,0,0,29.22,29.92,4.5,29,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2008-07-15,90,61,41,20,62,37,1,12,429,1926,0,0,29.3,30,6.8,23,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2008-07-16,90,71,46,25,66,39,1,17,430,1925,0,0,29.39,30.09,5,23,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1,2008-07-17,89,71,45,24,66,40,1,16,431,1925,0,0,29.33,30.05,8.6,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-07-18,86,74,45,24,68,41,1,16,432,1924,0,0.04,29.24,29.95,2.6,22,5.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1
1,2008-07-19,78,67,38,1,68,38,1,9,433,1923,0,1.61,29.19,29.91,2,33,5.8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,18,1
1,2008-07-20,86,68,42,21,68,40,1,13,433,1923,0,0.74,29.2,29.91,4.5,25,5.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,1
1,2008-07-21,83,68,41,20,65,37,1,12,434,1922,0,0.13,29.21,29.92,3.3,3,7.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,1
1,2008-07-22,77,63,35,12,59,33,1,6,435,1921,0,0,29.31,30,8.2,3,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
1,2008-07-23,81,60,36,11,52,29,1,7,436,1920,0,0,29.39,30.1,7.6,2,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1,2008-07-24,82,59,36,11,53,30,1,7,437,1919,0,0,29.33,30.05,3.9,24,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2008-07-25,82,61,37,10,63,36,1,8,438,1918,0,0,29.26,29.99,5.5,23,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2008-07-26,84,65,40,19,58,34,1,11,439,1918,0,0,29.22,29.94,8.5,31,9.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2008-07-27,83,62,38,1,58,33,1,9,440,1917,0,0,29.16,29.89,5.9,24,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2008-07-28,85,66,41,20,63,36,1,12,441,1916,0,0,29.16,29.87,4,7,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2008-07-29,88,65,42,21,67,39,1,13,442,1915,0,0.05,29.14,29.85,6.4,20,7.9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,1
1,2008-07-30,89,72,46,25,65,39,1,17,443,1914,0,0,29.04,29.75,7.8,27,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2008-07-31,89,72,46,25,67,39,1,17,444,1913,0,0.14,29.06,29.76,4.9,27,5.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,1
1,2008-08-01,89,68,44,24,68,41,1,15,445,1911,0,1.05,29.09,29.79,3.1,31,5.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1
1,2008-08-02,81,65,38,18,59,34,1,9,446,1910,0,0,29.24,29.93,8.4,3,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2008-08-03,84,61,38,18,61,35,1,9,447,1909,0,0,29.24,29.96,5.3,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2008-08-04,87,70,44,24,68,39,1,15,448,1908,0,2.43,29.18,29.9,3.1,18,9,0,1,0,0,0,0,0,0,1,0,0,1,1,0,15,1
1,2008-08-05,87,69,43,23,67,40,1,14,449,1907,0,0,29.24,29.93,6.2,31,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,1
1,2008-08-06,84,67,41,21,60,35,1,12,450,1906,0,0,29.29,30,6.8,30,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2008-08-07,82,64,38,18,56,32,1,9,451,1904,0,0,29.26,29.98,7.8,34,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2008-08-08,79,63,36,10,54,30,1,7,452,1903,0,0,29.29,30.01,4.5,2,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1,2008-08-09,80,62,36,10,58,31,1,7,453,1902,0,0,29.2,29.92,2.6,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2008-08-10,74,58,31,15,52,27,1,2,454,1900,0,0,29.31,30.02,8.4,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1,2008-08-11,77,59,33,13,57,30,1,4,455,1859,0,0,29.3,30.02,3.9,5,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2008-08-12,77,61,34,12,57,31,1,5,456,1858,0,0,29.17,29.9,3.3,10,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2008-08-13,79,66,38,18,59,32,1,9,457,1856,0,0.06,29.11,29.84,3,7,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1
1,2008-08-14,79,63,36,1,60,33,1,7,458,1855,0,0,29.23,29.93,7.3,3,7.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13,1
1,2008-08-15,78,61,35,10,54,30,1,6,459,1854,0,0,29.44,30.13,6.9,3,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1,2008-08-16,83,58,36,1,53,30,1,7,500,1852,0,0,29.4,30.13,5.7,29,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2008-08-17,84,63,39,20,60,34,1,10,501,1851,0,0,29.28,30.01,7.9,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2008-08-18,85,65,40,21,57,33,1,11,502,1849,0,0,29.26,29.98,7.2,27,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2008-08-19,82,63,38,20,64,36,1,9,503,1848,0,0,29.38,30.08,5.9,4,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2008-08-20,81,65,38,20,60,34,1,9,504,1846,0,0,29.4,30.12,6,9,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2008-08-21,82,68,40,22,61,35,1,11,505,1845,0,0,29.31,30.03,6.5,15,8.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1
1,2008-08-22,83,72,43,25,68,40,1,14,506,1843,0,0.09,29.32,30.03,12.7,19,12.8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,12,1
1,2008-08-23,87,68,43,25,66,39,1,14,508,1842,0,0,29.31,30.02,7.6,25,9.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1,2008-08-24,77,63,35,1,57,31,1,6,509,1840,0,0,29.34,30.05,7.7,3,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2008-08-25,74,64,34,1,54,29,1,5,510,1839,0,0,29.36,30.08,11.1,5,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
1,2008-08-26,76,61,34,1,54,29,1,5,511,1837,0,0,29.29,30.03,7.7,7,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
1,2008-08-27,83,61,37,20,56,32,1,8,512,1835,0,0,29.2,29.93,4.6,7,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
1,2008-08-28,80,63,37,20,64,36,1,8,513,1834,0,0.06,29.1,29.82,5.7,19,6.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,1
1,2008-08-29,85,64,40,23,58,34,1,11,514,1832,0,0.04,29.24,29.93,3.5,35,6.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11,1
1,2008-08-30,87,56,37,20,55,31,1,8,515,1831,0,0,29.39,30.09,2.6,24,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2008-08-31,90,60,40,24,56,33,1,11,516,1829,0,0,29.41,30.13,4.8,13,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2008-09-01,90,62,41,26,54,32,1,12,517,1827,0,0,29.37,30.09,7,14,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
1,2008-09-02,94,65,45,30,61,37,1,16,518,1826,0,0,29.31,30.02,3.2,21,4.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1
1,2008-09-03,77,66,37,22,60,33,1,8,519,1824,0,0.02,29.31,30.02,9.8,1,10.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1
1,2008-09-04,67,61,29,12,61,31,2,1,520,1822,0,2.9,29.08,29.82,11.6,3,12.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9,1
1,2008-09-05,70,57,29,11,56,28,2,1,521,1821,0,0,29.22,29.93,5.9,34,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
1,2008-09-06,74,53,29,11,54,27,2,1,522,1819,0,0.01,29.28,29.98,4.9,27,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1
1,2008-09-07,74,55,30,10,51,26,1,1,523,1817,0,0,29.35,30.06,6.4,26,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
1,2008-09-08,67,52,25,14,52,24,26,1,524,1815,0,1.23,29.41,30.11,4.6,34,6.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,1
1,2008-09-09,69,49,24,15,45,21,27,1,525,1814,0,0,29.45,30.17,3.9,36,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
1,2008-09-10,72,48,25,14,48,23,26,1,526,1812,0,0,29.47,30.21,4.3,14,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
1,2008-09-11,79,55,32,20,57,30,1,3,527,1810,0,0,29.33,30.08,8.9,18,9.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11,1
1,2008-09-12,73,69,36,24,67,37,1,7,528,1809,0,0.37,29.22,29.96,6,22,6.8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,11,1
1,2008-09-13,75,68,37,25,69,39,1,8,529,1807,0,6.64,28.97,29.71,6.4,21,9.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,1
1,2008-09-14,72,58,30,19,61,31,1,1,530,1805,0,1.44,28.97,29.67,7.7,31,10.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,1
1,2008-09-15,63,53,23,14,51,24,28,1,531,1803,0,0,29.41,30.1,5.7,34,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2008-09-16,71,49,25,12,50,24,26,1,532,1760,0,0,29.47,30.19,5.3,23,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2008-09-17,82,57,35,24,56,29,1,6,533,1758,0,0,29.46,30.18,2.1,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,2008-09-18,74,56,30,19,55,29,1,1,535,1756,0,0,29.56,30.28,6.1,9,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
