"X","Longitude","Latitude","Season_code_1","Season_code_2","Season_code_3","CULEX_ERRATICUS","CULEX_PIPIENS","CULEX_PIPIENS_RESTUANS","CULEX_RESTUANS","CULEX_SALINARIUS","CULEX_TARSALIS","CULEX_TERRITANS","Sunrise","Sunset","Tmin2","Tavg","Depart","Heat","DewPoint","TrapClusterNum_7","TrapClusterNum_9","TrapClusterNum_1","TrapClusterNum_5","TrapClusterNum_8","TrapClusterNum_6","TrapClusterNum_2","TrapClusterNum_10","TrapClusterNum_4","TrapClusterNum_3","Month_6","Month_8","Month_9","Month_10","Month_7","Month_5","ParasiticIn","Influenza","Tmax2","Tavg2","Heat2","Tmax","Tmin","Cool","StnPressure2","WetBulb2","FG2","BR2","TS","TSRA","TS2","TSRA2","HZ","RA","AvgSpeed2","AvgSpeed","ResultSpeed","RA45","RA45_2","pre45_1_2","pre45_1","PrecipTotal"
333,-87.667736,41.994469,0,1,0,0,0,0,1,0,0,0,433,1923,63,38,1,1,63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29,0.67,82,38,1,83,63,9,29.26,35,0,1,0,0,0,0,0,0,14.4,11.9,7,13,14,0,1,0.16
3244,-87.728492,41.984809,0,0,1,0,0,18,24,0,0,0,528,1809,64,40,28,1,59,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.25,0.57,86,40,1,86,64,11,29.24,34,0,0,0,0,0,0,0,0,9.3,10.9,10.5,12,12,0,1,0
3005,-87.716277,41.846075,0,1,0,0,2,0,1,0,0,0,456,1858,65,36,10,1,59,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,82,39,1,81,60,7,29.28,33,0,0,0,0,0,0,0,0,8.4,8.5,8.3,10,9,0,1,0
1161,-87.797127,41.990284,0,0,1,0,2,0,0,0,0,0,535,1756,66,41,30,1,58,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.29,0.67,89,43,1,88,63,12,29.41,34,0,0,0,0,0,0,0,0,12.8,13.1,12.9,18,12,1,1,0
1101,-87.707973,41.682587,0,0,1,0,2,2,0,0,0,0,528,1809,46,22,16,29,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.29,0.67,66,21,30,67,46,1,29.46,19,0,0,0,0,0,0,0,0,6,5.6,1.8,19,13,1,1,0
3893,-87.654224,41.867108,0,1,0,0,0,37,48,0,0,0,433,1923,75,49,28,1,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,97,51,1,96,71,20,29.17,44,0,0,1,0,1,0,0,0,13.9,14,13.3,12,16,0,1,0.58
358,-87.785288,41.923738,0,1,0,0,0,2,0,0,0,0,440,1917,70,42,21,1,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.29,0.67,83,42,1,83,70,13,29.16,39,0,1,0,0,0,0,1,1,8.1,7.9,3,13,13,0,1,0.17
4363,-87.736812,41.798697,0,0,1,0,64,25,0,0,0,0,522,1819,62,37,23,1,58,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,85,39,1,86,57,8,29.44,32,0,0,0,0,0,0,0,0,6,6,4.7,11,11,0,0,0
3027,-87.629798,41.878114,0,1,0,0,0,4,0,0,0,0,456,1858,65,36,10,1,59,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,82,39,1,81,60,7,29.28,33,0,0,0,0,0,0,0,0,8.4,8.5,8.3,10,9,0,1,0
3164,-87.590773,41.754292,0,1,0,0,0,1,0,0,0,1,511,1837,61,36,19,1,58,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,83,37,1,83,59,7,29.32,33,0,0,0,0,0,0,0,0,3.4,3.3,1.9,12,10,0,1,0
406,-87.795585,41.999129,0,1,0,0,17,14,1,0,0,0,445,1911,69,46,26,1,62,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
1016,-87.675919,42.006858,0,0,1,0,0,0,0,0,0,1,520,1822,67,41,26,1,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,90,44,1,89,63,12,29.34,36,0,0,0,0,0,0,0,0,5,4.3,2.8,17,12,1,1,0
2733,-87.777189,41.960616,0,1,0,0,0,2,1,0,0,0,429,1926,71,44,23,1,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.25,0.57,86,44,1,87,70,15,29.33,36,0,0,0,0,0,0,0,0,6.8,6.7,5.4,13,13,1,0,0
4024,-87.689778,41.986921,0,1,0,0,19,45,3,0,0,0,445,1911,61,36,10,1,57,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,82,37,1,81,61,7,29.29,31,0,0,0,0,0,0,0,0,7.1,7.8,7.6,11,14,0,1,0
789,-87.726549,41.82561,0,1,0,0,11,18,0,0,0,0,505,1845,69,43,25,1,70,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,85,42,1,87,69,14,29.26,41,0,1,0,0,0,0,1,0,6,6,3.8,17,13,1,1,0
4555,-87.832763,41.944869,0,0,1,0,2,7,0,0,0,0,543,1742,55,28,21,13,52,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.26,0.58,75,30,1,75,50,1,29.4,27,0,0,0,0,0,0,0,0,4.6,4.2,3.8,5,6,0,0,0
1345,-87.531657,41.717753,0,0,1,0,6,1,0,0,0,0,541,1746,71,44,36,1,63,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,91,46,1,90,68,15,29.34,38,0,0,0,0,0,0,0,0,10.5,11.9,11.4,13,10,1,1,0
1310,-87.679447,41.801179,0,0,1,0,9,15,0,0,0,1,541,1746,71,44,36,1,63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,91,46,1,90,68,15,29.34,38,0,0,0,0,0,0,0,0,10.5,11.9,11.4,13,10,1,1,0
4513,-87.701431,41.906638,0,0,1,0,14,1,1,0,0,0,536,1755,70,42,32,1,68,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,84,42,1,84,69,13,29.21,38,0,1,1,1,0,0,1,1,10,10.6,8.3,7,7,0,0,0.84
3815,-87.666343,41.822536,0,1,0,0,0,50,72,0,0,0,427,1928,60,36,10,1,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,82,36,1,83,58,7,29.44,31,0,0,0,0,0,0,0,0,5.4,4.8,4,16,19,0,1,0
80,-87.698457,41.94983,0,1,0,0,0,0,1,0,0,0,418,1931,73,46,28,1,69,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.26,0.8,91,47,1,92,70,17,29.45,41,0,1,0,1,0,0,1,0,8.1,7.1,6.1,19,18,0,1,0.16
4288,-87.747113,41.991429,0,1,0,0,15,3,0,0,0,0,514,1832,69,43,26,1,64,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
2133,-87.605294,41.750498,0,1,0,0,3,10,0,0,0,0,457,1856,63,38,18,1,55,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.6,86,40,1,86,60,9,29.44,32,0,0,0,0,0,0,0,0,4,3.8,1.5,14,11,1,0,0
3148,-87.66214,42.010412,0,1,0,0,0,1,2,0,0,0,511,1837,61,36,19,1,58,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,83,37,1,83,59,7,29.32,33,0,0,0,0,0,0,0,0,3.4,3.3,1.9,12,10,0,1,0
4209,-87.777921,42.008314,0,1,0,0,64,60,0,0,0,0,506,1843,67,38,20,1,67,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.26,0.58,78,38,1,78,68,9,29.42,37,0,0,0,0,0,0,0,1,7,7,1.5,12,11,0,0,0.23
3790,-87.736812,41.798697,0,1,0,0,0,17,30,0,0,0,427,1928,60,36,10,1,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,82,36,1,83,58,7,29.44,31,0,0,0,0,0,0,0,0,5.4,4.8,4,16,19,0,1,0
2652,-87.599862,41.673408,0,1,0,0,0,93,46,1,0,0,419,1931,66,39,20,1,62,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0.76,89,43,1,88,60,10,29.34,36,0,0,0,0,1,1,0,0,10.6,9.4,8.2,18,17,1,1,0
3458,-87.800991,41.95469,0,1,0,0,0,0,19,0,0,0,417,1924,54,25,14,26,45,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.24,0.72,68,26,25,68,52,1,29.26,21,0,0,0,0,0,0,0,0,9.2,9.9,9.5,13.4272499331465,14.0534669233637,1,1,0
393,-87.654224,41.867108,0,1,0,0,0,2,1,0,0,0,440,1917,70,42,21,1,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29,0.67,83,42,1,83,70,13,29.16,39,0,1,0,0,0,0,1,1,8.1,7.9,3,13,13,0,1,0.17
948,-87.615989,41.794781,0,1,0,0,0,3,0,0,0,1,509,1840,69,40,22,1,67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,40,1,80,69,11,29.16,38,0,1,0,1,1,1,0,1,7.3,7.1,5.8,19,14,1,1,0.24
2582,-87.679447,41.801179,0,1,0,0,0,1,0,0,0,0,417,1931,60,29,15,2,56,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0.76,68,29,2,68,60,1,29.13,28,0,0,0,0,0,0,0,0,8.7,9.6,9.4,20,16,1,1,0
3579,-87.777921,42.008314,0,1,0,0,0,5,3,0,0,0,416,1930,70,40,23,1,65,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.24,0.72,85,43,1,82,68,11,29.39,36,0,0,0,0,0,1,0,1,9.6,9.5,7.4,19,18,1,1,0.79
1217,-87.703736,41.704336,0,0,1,0,1,0,0,0,0,0,536,1755,68,40,30,1,59,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.29,0.67,84,41,1,84,65,11,29.47,34,0,0,0,0,0,0,0,0,9,9.7,5,17,11,1,1,0
2070,-87.694991,41.857402,0,1,0,0,2,3,0,0,0,0,451,1904,67,34,12,1,59,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.6,74,36,1,74,64,5,29.41,32,0,1,0,0,0,0,0,1,7.2,7.8,7.3,14,11,1,0,0.33
3553,-87.64997,41.723195,0,1,0,0,0,0,7,0,0,0,416,1928,57,32,1,1,51,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.24,0.72,76,32,1,78,56,3,29.4,26,0,0,0,0,0,0,0,0,7.8,7.9,6.6,20,17,1,1,0
960,-87.605294,41.750498,0,1,0,0,8,12,0,0,0,0,513,1834,69,44,27,1,66,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,90,45,1,91,67,15,29.34,39,0,0,0,0,0,0,0,0,8.3,9.5,9,20,15,1,1,0
3213,-87.688267,41.903002,0,0,1,0,0,47,70,0,0,0,518,1826,79,49,34,1,69,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0.57,94,52,1,92,76,20,29.24,43,0,0,0,0,0,0,1,0,6.6,7.4,4.9,12,11,0,1,0
2037,-87.546587,41.740641,0,1,0,0,1,11,1,0,0,0,444,1913,62,35,12,1,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,82,37,1,81,58,6,29.29,31,0,0,0,0,0,0,0,0,6.7,7.3,6.2,14,11,1,1,0
938,-87.654491,41.891118,0,1,0,0,8,2,1,0,0,0,509,1840,69,40,22,1,67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,40,1,80,69,11,29.16,38,0,1,0,1,1,1,0,1,7.3,7.1,5.8,19,14,1,1,0.24
2761,-87.679447,41.801179,0,1,0,0,3,5,9,0,0,0,429,1926,71,44,23,1,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,86,44,1,87,70,15,29.33,36,0,0,0,0,0,0,0,0,6.8,6.7,5.4,13,13,1,0,0
2088,-87.600963,41.728495,0,1,0,0,0,0,2,0,0,0,451,1904,67,34,12,1,59,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.6,74,36,1,74,64,5,29.41,32,0,1,0,0,0,0,0,1,7.2,7.8,7.3,14,11,1,0,0.33
106,-87.800515,41.916265,0,1,0,0,0,1,5,0,0,0,419,1931,56,28,16,13,55,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.26,0.8,71,29,2,70,56,1,29.47,29,0,0,0,0,0,0,0,0,8.2,8.3,7.6,18,18,0,1,0
1017,-87.674677,41.966987,0,0,1,0,1,1,0,0,0,0,520,1822,67,41,26,1,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,90,44,1,89,63,12,29.34,36,0,0,0,0,0,0,0,0,5,4.3,2.8,17,12,1,1,0
3498,-87.60088,41.773215,0,1,0,0,0,2,1,0,0,0,417,1924,54,25,14,26,45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,68,26,25,68,52,1,29.26,21,0,0,0,0,0,0,0,0,9.2,9.9,9.5,13.4272499331465,14.0534669233637,1,1,0
3654,-87.716788,41.89923,0,1,0,0,0,0,3,0,0,0,418,1931,66,42,24,1,67,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.24,0.72,91,44,1,90,64,13,29.08,38,0,1,0,0,0,0,0,0,6.8,7.2,7.2,20,19,1,1,0.92
1095,-87.728492,41.984809,0,0,1,0,1,0,0,0,0,0,528,1809,46,22,16,29,42,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.29,0.67,66,21,30,67,46,1,29.46,19,0,0,0,0,0,0,0,0,6,5.6,1.8,19,13,1,1,0
1320,-87.656913,41.846283,0,0,1,0,3,9,0,0,0,0,541,1746,71,44,36,1,63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,91,46,1,90,68,15,29.34,38,0,0,0,0,0,0,0,0,10.5,11.9,11.4,13,10,1,1,0
4544,-87.590773,41.754292,0,0,1,0,0,2,0,0,0,0,536,1755,70,42,32,1,68,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,84,42,1,84,69,13,29.21,38,0,1,1,1,0,0,1,1,10,10.6,8.3,7,7,0,0,0.84
4379,-87.69181,41.963976,0,0,1,0,0,82,0,0,0,0,522,1819,62,37,23,1,58,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,85,39,1,86,57,8,29.44,32,0,0,0,0,0,0,0,0,6,6,4.7,11,11,0,0,0
3364,-87.778927,41.776156,0,0,1,0,0,4,0,0,0,0,540,1748,48,20,14,3,44,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.25,0.57,62,20,3,62,48,1,29.38,20,0,0,0,0,0,0,0,0,6.4,7,5.9,13,13,0,1,0
2724,-87.862995,41.992478,0,1,0,0,0,1,1,0,0,0,429,1926,71,44,23,1,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.25,0.57,86,44,1,87,70,15,29.33,36,0,0,0,0,0,0,0,0,6.8,6.7,5.4,13,13,1,0,0
3363,-87.785288,41.923738,0,0,1,0,5,54,6,0,0,0,540,1748,48,20,14,3,44,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.25,0.57,62,20,3,62,48,1,29.38,20,0,0,0,0,0,0,0,0,6.4,7,5.9,13,13,0,1,0
379,-87.702575,41.958271,0,1,0,0,0,6,0,0,0,0,440,1917,70,42,21,1,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29,0.67,83,42,1,83,70,13,29.16,39,0,1,0,0,0,0,1,1,8.1,7.9,3,13,13,0,1,0.17
541,-87.800991,41.95469,0,1,0,0,11,13,2,0,0,0,451,1904,73,47,27,1,73,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.29,0.67,92,48,1,91,72,18,29.11,45,0,0,0,0,0,0,0,1,8.8,9,6.2,11,10,0,1,1.31
2957,-87.671457,41.947227,0,1,0,0,0,0,3,0,0,0,449,1907,70,41,21,1,68,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,84,42,1,83,69,12,29.26,40,0,0,0,0,0,0,0,1,6,5.5,4,11,9,0,1,0
1785,-87.687769,42.01743,0,1,0,0,1,6,3,0,0,0,423,1930,63,38,19,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,85,39,1,86,60,9,29.2,32,0,0,0,0,0,0,0,0,5.5,7.8,7.5,17,16,1,1,0
428,-87.736812,41.798697,0,1,0,0,5,51,3,0,0,3,445,1911,69,46,26,1,62,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
3663,-87.689778,41.986921,0,1,0,0,0,3,1,0,0,0,418,1931,66,42,24,1,67,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,91,44,1,90,64,13,29.08,38,0,1,0,0,0,0,0,0,6.8,7.2,7.2,20,19,1,1,0.92
3428,-87.730698,41.948167,0,0,1,0,0,3,4,0,0,0,547,1735,47,16,16,7,41,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.25,0.57,58,18,5,57,45,1,29.37,16,0,0,0,0,0,0,0,1,16.3,15,14.6,18,18,0,1,0.09
33,-87.716277,41.846075,0,1,0,0,0,0,1,0,0,0,417,1923,51,21,17,30,48,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.26,0.8,63,22,29,64,47,1,29.16,21,0,1,0,0,0,0,0,1,8.1,7.6,5.2,16.3162312117209,19.6483478067053,1,1,0.42
2386,-87.730698,41.948167,0,0,1,0,3,10,0,0,0,0,542,1744,60,30,22,1,57,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.26,0.6,70,30,1,70,60,1,29.44,29,0,1,0,0,0,0,0,1,6.3,7.3,5.4,11,10,1,0,0.16
2094,-87.538693,41.659112,0,1,0,0,0,3,1,0,0,0,451,1904,67,34,12,1,59,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.6,74,36,1,74,64,5,29.41,32,0,1,0,0,0,0,0,1,7.2,7.8,7.3,14,11,1,0,0.33
2809,-87.746381,41.925198,0,1,0,0,0,3,5,0,0,0,438,1918,73,46,25,1,66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0.57,90,47,1,88,73,17,29.25,40,0,0,0,0,0,0,0,0,6.1,6.5,3.4,14,12,1,1,0
4503,-87.728492,41.984809,0,0,1,0,15,3,0,0,0,0,536,1755,70,42,32,1,68,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.26,0.58,84,42,1,84,69,13,29.21,38,0,1,1,1,0,0,1,1,10,10.6,8.3,7,7,0,0,0.84
71,-87.750938,41.979243,0,1,0,0,0,1,0,0,0,0,418,1931,73,46,28,1,69,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.26,0.8,91,47,1,92,70,17,29.45,41,0,1,0,1,0,0,1,0,8.1,7.1,6.1,19,18,0,1,0.16
4171,-87.666343,41.822536,0,1,0,0,24,11,0,0,0,0,459,1854,57,30,15,1,53,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,74,31,1,75,55,1,29.47,27,0,0,0,0,0,0,0,0,5,4.9,4.2,11,12,0,0,0
343,-87.599862,41.673408,0,1,0,0,2356,644,0,1,0,1,438,1918,70,43,22,1,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.29,0.67,83,42,1,85,71,14,29.35,35,0,0,0,0,0,0,0,0,7,6.6,5.8,11,12,0,1,0
1053,-87.590773,41.754292,0,0,1,0,1,0,0,0,0,0,521,1821,72,43,29,1,63,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,91,47,1,90,66,14,29.31,38,0,0,0,0,0,0,0,1,6.7,6.5,6.4,18,12,1,1,0
3470,-87.725057,41.951866,0,1,0,0,0,1,4,0,0,0,417,1924,54,25,14,26,45,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.24,0.72,68,26,25,68,52,1,29.26,21,0,0,0,0,0,0,0,0,9.2,9.9,9.5,13.4272499331465,14.0534669233637,1,1,0
851,-87.605294,41.750498,0,1,0,0,3,9,1,0,0,0,506,1843,70,45,27,1,71,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,90,45,1,90,69,16,29.29,42,0,1,1,1,0,1,0,1,8.4,9.5,5.3,18,14,1,1,0.37
1420,-87.666901,41.868077,0,0,1,0,10,30,0,0,0,0,552,1729,56,32,28,1,56,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.27,0.77,83,35,1,82,51,3,29.39,31,0,0,0,0,0,0,1,0,5.9,4.6,3.9,12,9,1,1,0
2043,-87.832763,41.944869,0,1,0,0,3,0,2,0,0,0,451,1904,67,34,12,1,59,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.26,0.6,74,36,1,74,64,5,29.41,32,0,1,0,0,0,0,0,1,7.2,7.8,7.3,14,11,1,0,0.33
3459,-87.800515,41.916265,0,1,0,0,0,0,7,0,0,0,417,1924,54,25,14,26,45,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.24,0.72,68,26,25,68,52,1,29.26,21,0,0,0,0,0,0,0,0,9.2,9.9,9.5,13.4272499331465,14.0534669233637,1,1,0
495,-87.582699,41.729669,0,1,0,0,1,2,0,0,0,0,445,1911,69,46,26,1,62,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
3938,-87.726549,41.82561,0,1,0,0,0,2,0,0,0,0,438,1918,58,34,13,1,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,81,35,1,81,57,5,29.39,29,0,0,0,0,0,0,0,0,3.9,5.1,4.1,9,13,0,1,0
2259,-87.756155,41.904194,0,0,1,0,0,8,0,0,0,0,530,1805,59,36,25,1,55,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.26,0.6,84,37,1,84,58,7,29.4,31,0,0,0,0,0,0,0,0,2.7,2.1,0.1,12,10,1,0,0
1894,-87.707973,41.682587,0,1,0,0,3,47,4,0,0,0,431,1925,58,29,2,2,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.26,0.6,70,29,2,70,57,1,29.21,26,0,0,0,0,0,0,0,0,10.4,10.8,10.6,15,16,1,1,0
3976,-87.599862,41.673408,0,1,0,0,0,16,77,0,0,0,438,1918,58,34,13,1,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,81,35,1,81,57,5,29.39,29,0,0,0,0,0,0,0,0,3.9,5.1,4.1,9,13,0,1,0
10,-87.666014,41.720848,1,0,0,0,0,0,3,0,0,0,421,1917,65,39,28,1,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.26,0.8,88,42,1,88,60,10,29.44,35,0,1,0,0,0,0,1,0,7.4,6.5,5.8,15.7722569219176,13.2689506455127,1,1,0
1665,-87.716788,41.89923,0,1,0,0,0,0,21,0,0,0,416,1930,66,41,24,1,67,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.28,0.85,88,42,1,86,65,12,29.03,39,0,1,1,1,1,1,0,0,10.5,11.6,7.2,17,17,1,1,3.97
4039,-87.642984,41.803423,0,1,0,0,0,10,4,0,0,0,445,1911,61,36,10,1,57,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,82,37,1,81,61,7,29.29,31,0,0,0,0,0,0,0,0,7.1,7.8,7.6,11,14,0,1,0
4340,-87.546587,41.740641,0,1,0,0,24,0,7,0,0,0,514,1832,69,43,26,1,64,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
3700,-87.535198,41.680946,0,1,0,0,0,8,1,0,0,0,419,1931,68,40,22,1,61,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,83,41,1,83,67,11,28.97,34,0,0,0,0,0,0,0,1,9.8,10.9,10.5,21,20,1,1,0
4,-87.760886,41.907645,1,0,0,0,0,0,1,0,0,0,421,1917,65,39,28,1,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.26,0.8,88,42,1,88,60,10,29.44,35,0,1,0,0,0,0,1,0,7.4,6.5,5.8,15.7722569219176,13.2689506455127,1,1,0
3923,-87.778927,41.776156,0,1,0,0,0,3,1,0,0,0,438,1918,58,34,13,1,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,81,35,1,81,57,5,29.39,29,0,0,0,0,0,0,0,0,3.9,5.1,4.1,9,13,0,1,0
1229,-87.666014,41.720848,0,0,1,0,0,2,1,0,0,0,536,1755,68,40,30,1,59,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.29,0.67,84,41,1,84,65,11,29.47,34,0,0,0,0,0,0,0,0,9,9.7,5,17,11,1,1,0
1255,-87.538693,41.659112,0,0,1,0,3,0,0,0,0,0,536,1755,68,40,30,1,59,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,84,41,1,84,65,11,29.47,34,0,0,0,0,0,0,0,0,9,9.7,5,17,11,1,1,0
596,-87.666901,41.868077,0,1,0,0,11,6,5,0,0,0,451,1904,73,47,27,1,73,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,92,48,1,91,72,18,29.11,45,0,0,0,0,0,0,0,1,8.8,9,6.2,11,10,0,1,1.31
4432,-87.736812,41.798697,0,0,1,0,0,23,0,0,0,0,528,1809,63,37,25,1,59,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,83,38,1,82,62,8,29.34,33,0,0,0,0,0,0,0,1,9.8,9.4,7,10,9,0,0,0
67,-87.776792,41.953067,0,1,0,0,0,0,4,0,0,0,418,1931,73,46,28,1,69,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.26,0.8,91,47,1,92,70,17,29.45,41,0,1,0,1,0,0,1,0,8.1,7.1,6.1,19,18,0,1,0.16
2784,-87.585413,41.726465,0,1,0,0,0,38,32,0,0,1,429,1926,71,44,23,1,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,86,44,1,87,70,15,29.33,36,0,0,0,0,0,0,0,0,6.8,6.7,5.4,13,13,1,0,0
1518,-87.71188,41.800737,0,1,0,0,0,3,5,0,0,0,419,1920,50,19,2,4,46,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.28,0.85,61,21,30,60,48,1,29.42,20,0,1,0,0,0,0,0,1,9.2,8,7.4,12.0883152079486,11.048196270827,1,1,0.12
4610,-87.565666,41.704572,0,0,1,0,6,5,0,0,0,0,543,1742,55,28,21,13,52,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,75,30,1,75,50,1,29.4,27,0,0,0,0,0,0,0,0,4.6,4.2,3.8,5,6,0,0,0
