"X","Longitude","Latitude","Season_code_1","Season_code_2","Season_code_3","CULEX_ERRATICUS","CULEX_PIPIENS","CULEX_PIPIENS_RESTUANS","CULEX_RESTUANS","CULEX_SALINARIUS","CULEX_TARSALIS","CULEX_TERRITANS","Sunrise","Sunset","Tmin2","Tavg","Depart","Heat","DewPoint","TrapClusterNum_7","TrapClusterNum_9","TrapClusterNum_1","TrapClusterNum_5","TrapClusterNum_8","TrapClusterNum_6","TrapClusterNum_2","TrapClusterNum_10","TrapClusterNum_4","TrapClusterNum_3","Month_6","Month_8","Month_9","Month_10","Month_7","Month_5","ParasiticIn","Influenza","Tmax2","Tavg2","Heat2","Tmax","Tmin","Cool","StnPressure2","WetBulb2","FG2","BR2","TS","TSRA","TS2","TSRA2","HZ","RA","AvgSpeed2","AvgSpeed","ResultSpeed","RA45","RA45_2","pre45_1_2","pre45_1","PrecipTotal"
1712,-87.757639,41.964242,0,1,0,0,0,8,10,0,0,0,418,1931,72,43,25,1,60,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.28,0.85,86,44,1,86,69,14,29.2,36,0,0,0,0,0,0,0,0,8,8.2,6.4,15,15,1,1,0
444,-87.700117,41.932094,0,1,0,0,0,2,0,0,0,0,445,1911,69,46,26,1,62,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
693,-87.688267,41.903002,0,1,0,0,7,9,0,0,0,0,459,1854,72,41,22,1,67,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
548,-87.787992,41.970248,0,1,0,0,44,29,0,0,0,0,451,1904,73,47,27,1,73,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.29,0.67,92,48,1,91,72,18,29.11,45,0,0,0,0,0,0,0,1,8.8,9,6.2,11,10,0,1,1.31
3791,-87.731435,41.743402,0,1,0,0,0,74,49,0,0,0,427,1928,60,36,10,1,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,82,36,1,83,58,7,29.44,31,0,0,0,0,0,0,0,0,5.4,4.8,4,16,19,0,1,0
3702,-87.890615,41.974689,0,1,0,0,0,76,220,0,0,0,424,1929,71,43,23,1,71,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.26,0.58,87,44,1,86,70,14,29.31,41,0,1,0,1,0,0,0,1,10.5,8.4,7.8,18,21,1,1,0.5
1129,-87.64997,41.723195,0,0,1,0,0,1,0,0,0,0,528,1809,46,22,16,29,42,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.29,0.67,66,21,30,67,46,1,29.46,19,0,0,0,0,0,0,0,0,6,5.6,1.8,19,13,1,1,0
2492,-87.599862,41.673408,0,1,0,0,0,2,0,0,0,0,416,1926,51,25,15,26,56,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0.76,71,26,25,69,51,1,29.26,27,0,1,0,0,1,1,1,1,7.5,8,6.4,14.3362535630461,14.4391074161794,1,1,0.52
2210,-87.649642,41.732984,0,1,0,0,0,1,0,0,0,0,512,1835,62,29,14,2,60,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.26,0.6,67,30,1,67,61,1,29.41,32,0,1,0,0,0,0,0,1,11,9.7,9.1,14,13,1,0,0.95
1647,-87.862995,41.992478,0,1,0,0,0,2,0,0,0,0,416,1930,66,41,24,1,67,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.28,0.85,88,42,1,86,65,12,29.03,39,0,1,1,1,1,1,0,0,10.5,11.6,7.2,17,17,1,1,3.97
3966,-87.64997,41.723195,0,1,0,0,0,8,2,0,0,0,438,1918,58,34,13,1,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.26,0.58,81,35,1,81,57,5,29.39,29,0,0,0,0,0,0,0,0,3.9,5.1,4.1,9,13,0,1,0
2483,-87.688267,41.903002,0,1,0,0,0,1,0,0,0,0,416,1926,51,25,15,26,56,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.23,0.76,71,26,25,69,51,1,29.26,27,0,1,0,0,1,1,1,1,7.5,8,6.4,14.3362535630461,14.4391074161794,1,1,0.52
2162,-87.694991,41.857402,0,1,0,0,0,2,1,0,0,0,510,1839,61,36,19,1,61,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.6,82,37,1,83,59,7,29.39,34,0,0,0,0,0,0,0,0,8.6,9.2,9.1,12,11,0,0,0
3176,-87.800991,41.95469,0,0,1,0,7,15,0,0,0,0,517,1827,74,47,32,1,71,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.25,0.57,94,49,1,93,71,18,29.26,44,0,0,0,0,0,0,0,0,6.3,5.9,5.2,12,11,0,1,0
626,-87.585413,41.726465,0,1,0,0,1658,234,0,0,0,0,452,1903,74,45,25,1,71,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,87,46,1,87,73,16,29.18,43,0,1,0,1,0,1,0,1,6.4,6.9,3,12,11,0,1,0.06
63,-87.797127,41.990284,0,1,0,0,0,1,1,0,0,0,418,1931,73,46,28,1,69,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.26,0.8,91,47,1,92,70,17,29.45,41,0,1,0,1,0,0,1,0,8.1,7.1,6.1,19,18,0,1,0.16
1257,-87.535198,41.680946,0,0,1,0,2,2,0,0,0,0,536,1755,68,40,30,1,59,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,84,41,1,84,65,11,29.47,34,0,0,0,0,0,0,0,0,9,9.7,5,17,11,1,1,0
3453,-87.930995,41.957799,0,1,0,0,0,10,22,0,0,0,417,1924,54,25,14,26,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.24,0.72,68,26,25,68,52,1,29.26,21,0,0,0,0,0,0,0,0,9.2,9.9,9.5,13.4272499331465,14.0534669233637,1,1,0
4093,-87.69181,41.963976,0,1,0,0,7,2,0,0,0,0,452,1903,69,37,1,1,56,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,79,39,1,78,65,8,29.33,31,0,0,0,0,0,0,0,0,10.8,9.3,8.6,11,15,0,1,0
3361,-87.800991,41.95469,0,0,1,0,0,13,5,0,0,0,540,1748,48,20,14,3,44,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.25,0.57,62,20,3,62,48,1,29.38,20,0,0,0,0,0,0,0,0,6.4,7,5.9,13,13,0,1,0
1659,-87.747113,41.991429,0,1,0,0,0,11,5,0,0,0,416,1930,66,41,24,1,67,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.28,0.85,88,42,1,86,65,12,29.03,39,0,1,1,1,1,1,0,0,10.5,11.6,7.2,17,17,1,1,3.97
3961,-87.66214,42.010412,0,1,0,0,0,4,1,0,0,0,438,1918,58,34,13,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,81,35,1,81,57,5,29.39,29,0,0,0,0,0,0,0,0,3.9,5.1,4.1,9,13,0,1,0
147,-87.785288,41.923738,0,1,0,0,0,6,1,0,0,0,420,1931,58,31,14,1,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.29,0.67,77,33,1,79,53,2,29.55,28,0,0,0,0,0,0,0,0,8.5,8.1,5.9,17,17,0,1,0
677,-87.716277,41.846075,0,1,0,0,2,7,0,0,0,0,459,1854,72,41,22,1,67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
3141,-87.679447,41.801179,0,1,0,0,2,1,0,0,0,0,511,1837,61,36,19,1,58,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,83,37,1,83,59,7,29.32,33,0,0,0,0,0,0,0,0,3.4,3.3,1.9,12,10,0,1,0
3607,-87.668055,41.912563,0,1,0,0,0,3,2,0,0,0,416,1930,70,40,23,1,65,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,85,43,1,82,68,11,29.39,36,0,0,0,0,0,1,0,1,9.6,9.5,7.4,19,18,1,1,0.79
4382,-87.671457,41.947227,0,0,1,0,4,9,0,0,0,0,522,1819,62,37,23,1,58,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,85,39,1,86,57,8,29.44,32,0,0,0,0,0,0,0,0,6,6,4.7,11,11,0,0,0
982,-87.785288,41.923738,0,0,1,0,2,12,0,0,0,0,520,1822,67,41,26,1,60,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.29,0.67,90,44,1,89,63,12,29.34,36,0,0,0,0,0,0,0,0,5,4.3,2.8,17,12,1,1,0
2413,-87.649642,41.732984,0,0,1,0,0,7,2,0,0,0,542,1744,60,30,22,1,57,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.26,0.6,70,30,1,70,60,1,29.44,29,0,1,0,0,0,0,0,1,6.3,7.3,5.4,11,10,1,0,0.16
2713,-87.599862,41.673408,0,1,0,0,0,94,29,0,0,0,426,1928,70,45,25,1,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,90,45,1,88,71,16,29.18,43,0,1,0,0,0,1,1,0,8,8.5,5.5,14,15,1,1,0.39
2229,-87.687769,42.01743,0,0,1,0,0,1,0,0,0,0,519,1824,57,31,10,1,54,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,75,31,1,75,56,2,29.48,29,0,1,0,0,0,0,0,0,5.9,6,4.7,16,12,1,0,0
1022,-87.655232,41.896282,0,0,1,0,1,0,0,0,0,0,520,1822,67,41,26,1,60,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.29,0.67,90,44,1,89,63,12,29.34,36,0,0,0,0,0,0,0,0,5,4.3,2.8,17,12,1,1,0
671,-87.729384,41.837085,0,1,0,0,4,5,1,0,0,0,459,1854,72,41,22,1,67,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,42,1,80,71,12,29.23,40,0,1,0,1,1,1,0,1,7.1,5.8,3.4,15,12,0,1,0.23
3795,-87.725057,41.951866,0,1,0,0,0,17,75,0,0,0,427,1928,60,36,10,1,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.26,0.58,82,36,1,83,58,7,29.44,31,0,0,0,0,0,0,0,0,5.4,4.8,4,16,19,0,1,0
3930,-87.752411,41.778297,0,1,0,0,0,0,3,0,0,0,438,1918,58,34,13,1,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.26,0.58,81,35,1,81,57,5,29.39,29,0,0,0,0,0,0,0,0,3.9,5.1,4.1,9,13,0,1,0
1916,-87.629798,41.878114,0,1,0,0,0,1,0,0,0,0,431,1925,58,29,2,2,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.26,0.6,70,29,2,70,57,1,29.21,26,0,0,0,0,0,0,0,0,10.4,10.8,10.6,15,16,1,1,0
1661,-87.730698,41.948167,0,1,0,0,0,15,1,0,0,0,416,1930,66,41,24,1,67,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.28,0.85,88,42,1,86,65,12,29.03,39,0,1,1,1,1,1,0,0,10.5,11.6,7.2,17,17,1,1,3.97
1743,-87.612922,41.754676,0,1,0,0,0,1,0,0,0,0,418,1931,72,43,25,1,60,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.28,0.85,86,44,1,86,69,14,29.2,36,0,0,0,0,0,0,0,0,8,8.2,6.4,15,15,1,1,0
2817,-87.725057,41.951866,0,1,0,0,0,17,9,0,0,0,438,1918,73,46,25,1,66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.25,0.57,90,47,1,88,73,17,29.25,40,0,0,0,0,0,0,0,0,6.1,6.5,3.4,14,12,1,1,0
783,-87.736812,41.798697,0,1,0,0,3,8,1,0,0,0,505,1845,69,43,25,1,70,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,85,42,1,87,69,14,29.26,41,0,1,0,0,0,0,1,0,6,6,3.8,17,13,1,1,0
4316,-87.666014,41.720848,0,1,0,0,0,1,0,0,0,0,514,1832,69,43,26,1,64,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
3068,-87.716277,41.846075,0,1,0,0,0,6,1,0,0,0,503,1848,67,41,23,1,63,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,86,42,1,87,64,12,29.23,37,0,0,0,0,0,0,0,0,5.8,5.2,3.3,12,9,0,1,0
96,-87.656913,41.846283,0,1,0,0,0,1,0,0,0,0,418,1931,73,46,28,1,69,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.26,0.8,91,47,1,92,70,17,29.45,41,0,1,0,1,0,0,1,0,8.1,7.1,6.1,19,18,0,1,0.16
3460,-87.785288,41.923738,0,1,0,0,0,0,1,0,0,0,417,1924,54,25,14,26,45,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.24,0.72,68,26,25,68,52,1,29.26,21,0,0,0,0,0,0,0,0,9.2,9.9,9.5,13.4272499331465,14.0534669233637,1,1,0
3108,-87.800991,41.95469,0,1,0,0,0,28,11,0,0,0,511,1837,61,36,19,1,58,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.25,0.57,83,37,1,83,59,7,29.32,33,0,0,0,0,0,0,0,0,3.4,3.3,1.9,12,10,0,1,0
3123,-87.730698,41.948167,0,1,0,0,0,1,0,0,0,0,511,1837,61,36,19,1,58,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.25,0.57,83,37,1,83,59,7,29.32,33,0,0,0,0,0,0,0,0,3.4,3.3,1.9,12,10,0,1,0
593,-87.675088,41.719059,0,1,0,0,9,12,0,0,0,0,451,1904,73,47,27,1,73,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.29,0.67,92,48,1,91,72,18,29.11,45,0,0,0,0,0,0,0,1,8.8,9,6.2,11,10,0,1,1.31
4461,-87.654224,41.867108,0,0,1,0,39,0,0,0,0,0,528,1809,63,37,25,1,59,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,83,38,1,82,62,8,29.34,33,0,0,0,0,0,0,0,1,9.8,9.4,7,10,9,0,0,0
2759,-87.688267,41.903002,0,1,0,0,0,3,2,0,0,0,429,1926,71,44,23,1,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,86,44,1,87,70,15,29.33,36,0,0,0,0,0,0,0,0,6.8,6.7,5.4,13,13,1,0,0
3554,-87.649642,41.732984,0,1,0,0,0,1,3,0,0,0,416,1928,57,32,1,1,51,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.24,0.72,76,32,1,78,56,3,29.4,26,0,0,0,0,0,0,0,0,7.8,7.9,6.6,20,17,1,1,0
3613,-87.655232,41.896282,0,1,0,0,0,3,0,0,0,0,416,1930,70,40,23,1,65,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,85,43,1,82,68,11,29.39,36,0,0,0,0,0,1,0,1,9.6,9.5,7.4,19,18,1,1,0.79
1888,-87.726737,41.911824,0,1,0,0,0,3,0,0,0,0,431,1925,58,29,2,2,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.26,0.6,70,29,2,70,57,1,29.21,26,0,0,0,0,0,0,0,0,10.4,10.8,10.6,15,16,1,1,0
1369,-87.776532,41.781416,0,0,1,0,3,4,0,0,0,0,552,1729,56,32,28,1,56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.27,0.77,83,35,1,82,51,3,29.39,31,0,0,0,0,0,0,1,0,5.9,4.6,3.9,12,9,1,1,0
2097,-87.890615,41.974689,0,1,0,0,4,168,49,1,0,0,457,1856,63,38,18,1,55,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.26,0.6,86,40,1,86,60,9,29.44,32,0,0,0,0,0,0,0,0,4,3.8,1.5,14,11,1,0,0
1394,-87.705085,41.883284,0,0,1,0,1,0,0,0,0,0,552,1729,56,32,28,1,56,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.27,0.77,83,35,1,82,51,3,29.39,31,0,0,0,0,0,0,1,0,5.9,4.6,3.9,12,9,1,1,0
1824,-87.730698,41.948167,0,1,0,0,0,16,10,0,0,0,425,1929,67,38,18,1,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.26,0.6,84,41,1,82,63,9,29.41,37,0,1,0,0,0,0,0,1,4.6,4.9,4.4,18,16,1,1,0.08
2414,-87.642984,41.803423,0,0,1,0,0,4,0,0,1,0,542,1744,60,30,22,1,57,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,70,30,1,70,60,1,29.44,29,0,1,0,0,0,0,0,1,6.3,7.3,5.4,11,10,1,0,0.16
978,-87.797127,41.990284,0,0,1,0,0,0,1,0,0,0,520,1822,67,41,26,1,60,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.29,0.67,90,44,1,89,63,12,29.34,36,0,0,0,0,0,0,0,0,5,4.3,2.8,17,12,1,1,0
2427,-87.535198,41.680946,0,0,1,0,0,2,0,0,0,0,542,1744,60,30,22,1,57,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,70,30,1,70,60,1,29.44,29,0,1,0,0,0,0,0,1,6.3,7.3,5.4,11,10,1,0,0.16
3493,-87.629798,41.878114,0,1,0,0,0,0,1,0,0,0,417,1924,54,25,14,26,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0.72,68,26,25,68,52,1,29.26,21,0,0,0,0,0,0,0,0,9.2,9.9,9.5,13.4272499331465,14.0534669233637,1,1,0
4259,-87.600963,41.728495,0,1,0,0,5,22,16,0,0,0,506,1843,67,38,20,1,67,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,0.58,78,38,1,78,68,9,29.42,37,0,0,0,0,0,0,0,1,7,7,1.5,12,11,0,0,0.23
931,-87.666455,41.9216,0,1,0,0,0,2,2,0,0,0,509,1840,69,40,22,1,67,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,40,1,80,69,11,29.16,38,0,1,0,1,1,1,0,1,7.3,7.1,5.8,19,14,1,1,0.24
3049,-87.800515,41.916265,0,1,0,0,0,13,5,0,0,0,503,1848,67,41,23,1,63,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.25,0.57,86,42,1,87,64,12,29.23,37,0,0,0,0,0,0,0,0,5.8,5.2,3.3,12,9,0,1,0
4465,-87.63359,41.925652,0,0,1,0,2,0,0,0,0,0,528,1809,63,37,25,1,59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,83,38,1,82,62,8,29.34,33,0,0,0,0,0,0,0,1,9.8,9.4,7,10,9,0,0,0
2159,-87.725057,41.951866,0,1,0,0,0,2,3,0,0,0,510,1839,61,36,19,1,61,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.26,0.6,82,37,1,83,59,7,29.39,34,0,0,0,0,0,0,0,0,8.6,9.2,9.1,12,11,0,0,0
3209,-87.890615,41.974689,0,0,1,0,37,128,58,0,0,0,518,1826,79,49,34,1,69,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.25,0.57,94,52,1,92,76,20,29.24,43,0,0,0,0,0,0,1,0,6.6,7.4,4.9,12,11,0,1,0
2781,-87.60088,41.773215,0,1,0,0,2,14,18,0,0,0,429,1926,71,44,23,1,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,86,44,1,87,70,15,29.33,36,0,0,0,0,0,0,0,0,6.8,6.7,5.4,13,13,1,0,0
2243,-87.546587,41.740641,0,0,1,0,3,3,2,0,0,0,519,1824,57,31,10,1,54,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,75,31,1,75,56,2,29.48,29,0,1,0,0,0,0,0,0,5.9,6,4.7,16,12,1,0,0
4275,-87.807277,42.009876,0,1,0,0,50,150,0,0,0,0,514,1832,69,43,26,1,64,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
1560,-87.747113,41.991429,0,1,0,0,0,1,1,0,0,0,417,1923,47,27,11,24,44,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.28,0.85,80,29,2,79,44,1,29.23,23,0,0,0,0,0,0,0,0,7.2,6.7,5.8,13.1155290375629,12.0216409366304,1,1,0
551,-87.776792,41.953067,0,1,0,0,5,5,0,0,0,0,451,1904,73,47,27,1,73,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.29,0.67,92,48,1,91,72,18,29.11,45,0,0,0,0,0,0,0,1,8.8,9,6.2,11,10,0,1,1.31
4530,-87.654234,41.793818,0,0,1,0,0,2,2,0,0,0,536,1755,70,42,32,1,68,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,84,42,1,84,69,13,29.21,38,0,1,1,1,0,0,1,1,10,10.6,8.3,7,7,0,0,0.84
3041,-87.546587,41.740641,0,1,0,0,0,4,1,0,0,0,456,1858,65,36,10,1,59,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,82,39,1,81,60,7,29.28,33,0,0,0,0,0,0,0,0,8.4,8.5,8.3,10,9,0,1,0
4129,-87.890615,41.974689,0,1,0,0,24,83,44,0,0,0,459,1854,57,30,15,1,53,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.26,0.58,74,31,1,75,55,1,29.47,27,0,0,0,0,0,0,0,0,5,4.9,4.2,11,12,0,0,0
1748,-87.930995,41.957799,0,1,0,0,0,7,0,0,0,0,419,1931,65,35,1,1,54,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.28,0.85,78,37,1,77,63,6,28.95,30,0,0,0,0,0,0,0,0,14.1,12.7,12.2,14,14,1,1,0
111,-87.785288,41.923738,0,1,0,0,0,1,0,0,0,0,419,1931,56,28,16,13,55,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.26,0.8,71,29,2,70,56,1,29.47,29,0,0,0,0,0,0,0,0,8.2,8.3,7.6,18,18,0,1,0
2674,-87.731435,41.743402,0,1,0,0,0,1,9,1,0,0,426,1928,70,45,25,1,71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.25,0.57,90,45,1,88,71,16,29.18,43,0,1,0,0,0,1,1,0,8,8.5,5.5,14,15,1,1,0.39
510,-87.666901,41.868077,0,1,0,0,0,10,3,0,0,0,446,1910,73,46,26,1,66,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,91,47,1,91,70,17,29.31,41,0,0,0,0,0,0,1,0,7.2,5.9,5.5,11,12,0,1,0
4276,-87.805059,41.973845,0,1,0,0,0,50,0,0,0,0,514,1832,69,43,26,1,64,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.26,0.58,87,43,1,89,66,14,29.36,38,1,1,0,0,0,0,1,0,4.6,4.7,3.9,12,10,0,0,0
2404,-87.687769,42.01743,0,0,1,0,0,4,0,0,0,0,542,1744,60,30,22,1,57,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0.6,70,30,1,70,60,1,29.44,29,0,1,0,0,0,0,0,1,6.3,7.3,5.4,11,10,1,0,0.16
2873,-87.747113,41.991429,0,1,0,0,0,5,5,0,0,0,442,1915,74,44,23,1,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.25,0.57,86,45,1,86,71,15,29.34,41,0,1,0,0,0,1,0,0,5.6,5.9,4.3,14,12,1,1,0.7
4154,-87.716788,41.89923,0,1,0,0,90,54,22,0,0,0,459,1854,57,30,15,1,53,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.26,0.58,74,31,1,75,55,1,29.47,27,0,0,0,0,0,0,0,0,5,4.9,4.2,11,12,0,0,0
1734,-87.666014,41.720848,0,1,0,0,0,23,15,0,0,0,418,1931,72,43,25,1,60,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.28,0.85,86,44,1,86,69,14,29.2,36,0,0,0,0,0,0,0,0,8,8.2,6.4,15,15,1,1,0
922,-87.679447,41.801179,0,1,0,0,10,3,0,0,0,0,509,1840,69,40,22,1,67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.29,0.67,81,40,1,80,69,11,29.16,38,0,1,0,1,1,1,0,1,7.3,7.1,5.8,19,14,1,1,0.24
4364,-87.731435,41.743402,0,0,1,0,13,5,0,0,0,0,522,1819,62,37,23,1,58,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.26,0.58,85,39,1,86,57,8,29.44,32,0,0,0,0,0,0,0,0,6,6,4.7,11,11,0,0,0
261,-87.832763,41.944869,0,1,0,0,0,3,1,0,0,0,432,1924,69,42,21,1,68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.29,0.67,85,42,1,85,69,13,29.18,40,0,1,0,1,1,1,0,1,10.6,10.1,9.1,14,15,0,1,1.55
3637,-87.807277,42.009876,0,1,0,0,0,2,2,0,0,0,418,1931,66,42,24,1,67,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.24,0.72,91,44,1,90,64,13,29.08,38,0,1,0,0,0,0,0,0,6.8,7.2,7.2,20,19,1,1,0.92
400,-87.812827,41.981964,0,1,0,0,34,8,2,0,0,0,445,1911,69,46,26,1,62,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.29,0.67,91,45,1,92,69,17,29.34,39,0,0,0,0,0,0,1,0,3.7,4.1,3.5,12,13,0,1,0
3088,-87.629798,41.878114,0,1,0,0,0,2,0,0,0,0,503,1848,67,41,23,1,63,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.57,86,42,1,87,64,12,29.23,37,0,0,0,0,0,0,0,0,5.8,5.2,3.3,12,9,0,1,0
2017,-87.678649,41.768388,0,1,0,0,0,2,0,0,0,0,444,1913,62,35,12,1,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.26,0.6,82,37,1,81,58,6,29.29,31,0,0,0,0,0,0,0,0,6.7,7.3,6.2,14,11,1,1,0
1895,-87.703736,41.704336,0,1,0,0,0,47,2,0,0,0,431,1925,58,29,2,2,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.26,0.6,70,29,2,70,57,1,29.21,26,0,0,0,0,0,0,0,0,10.4,10.8,10.6,15,16,1,1,0
1682,-87.66214,42.010412,0,1,0,0,0,0,1,0,0,0,416,1930,66,41,24,1,67,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.28,0.85,88,42,1,86,65,12,29.03,39,0,1,1,1,1,1,0,0,10.5,11.6,7.2,17,17,1,1,3.97
3997,-87.777189,41.960616,0,1,0,0,0,9,3,0,0,0,445,1911,61,36,10,1,57,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.26,0.58,82,37,1,81,61,7,29.29,31,0,0,0,0,0,0,0,0,7.1,7.8,7.6,11,14,0,1,0
