"ID","Station2","Date2","Tmax2","Tmin2","Tavg2","DewPoint2","WetBulb2","Heat2","Cool2","PrecipTotal2","StnPressure2","SeaLevel2","ResultSpeed2","ResultDir2","AvgSpeed2","BCFG2","BR2","DZ2","FG2","FG.2","FU2","GR2","HZ2","RA2","SN2","SQ2","TS2","TSRA2","VCFG2","VCTS2","Tmax2.imp","Tavg2.imp","PrecipTotal2.imp","RA45.2","PT45_gt052.imp","Tmax2.i","RA45.2i","PT45_gt052.i"
139,2,"2007-09-16",72,49,26,38,19,25,1,0,29.52,30.2,7.7,18,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,26,0,13,1,72,13,1
140,2,"2007-09-17",80,55,33,48,26,1,4,0,29.46,30.12,10.6,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,33,0,13,1,80,13,1
141,2,"2007-09-18",89,66,43,57,34,1,14,0,29.41,30.05,12.5,19,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,43,0,12,1,89,12,1
142,2,"2007-09-19",84,68,41,59,34,1,12,0,29.47,30.09,3.5,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,41,0,11,1,84,11,1
143,2,"2007-09-20",76,63,35,59,33,1,6,0,29.44,30.1,5.6,8,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,35,0,11,1,76,11,1
144,2,"2007-09-21",90,68,44,59,35,1,15,0,29.23,29.89,9.8,22,11.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,44,0,11,1,90,11,1
145,2,"2007-09-22",72,58,30,45,24,1,1,0,29.48,30.1,4.3,1,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,30,0,10,1,72,10,1
146,2,"2007-09-23",83,55,34,50,28,1,5,0,29.49,30.15,5.9,12,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,34,0,10,1,83,10,1
147,2,"2007-09-24",91,71,46,62,38,1,17,0,29.34,29.98,10,19,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,46,0,10,1,91,10,1
148,2,"2007-09-25",83,67,40,66,38,1,11,0.01,29.29,29.93,7.3,23,9.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83,40,0.01,10,1,83,10,1
149,2,"2007-09-26",68,55,27,51,25,24,1,0.14,29.37,30.02,4.8,2,7.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,68,27,0.14,11,1,68,11,1
150,2,"2007-09-27",74,52,28,49,24,13,1,0,29.31,29.97,4.5,25,5.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,74,28,0,12,1,74,12,1
151,2,"2007-09-28",73,53,28,46,23,13,1,0,29.52,30.16,3.1,7,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,28,0,11,1,73,11,1
152,2,"2007-09-29",82,52,32,45,24,1,3,0,29.57,30.23,8.4,17,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,32,0,10,1,82,10,1
153,2,"2007-09-30",84,61,38,48,28,1,9,0.14,29.44,30.1,12.9,19,13.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,84,38,0.14,10,1,84,10,1
154,2,"2007-10-01",68,59,29,59,30,2,1,0.17,29.35,30,7.9,21,8.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,68,29,0.17,11,1,68,11,1
155,2,"2007-10-02",80,59,35,59,32,1,6,0.11,29.25,29.92,10,19,10.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,80,35,0.11,11,1,80,11,1
156,2,"2007-10-03",74,56,30,47,25,1,1,0,29.34,29.97,4.8,25,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,30,0,10,1,74,10,1
157,2,"2007-10-04",83,56,35,56,31,1,6,0,29.39,30.03,4.6,17,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,35,0,9,1,83,9,1
158,2,"2007-10-05",85,68,42,65,38,1,13,0.06,29.42,30.06,6.8,18,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,85,42,0.06,10,1,85,10,1
159,2,"2007-10-06",88,71,45,66,40,1,16,0,29.39,30.03,6.4,21,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,45,0,9,1,88,9,1
160,2,"2007-10-07",88,70,44,65,39,1,15,0,29.38,30.01,5.3,19,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,44,0,9,1,88,9,1
161,2,"2007-10-08",88,62,40,60,35,1,11,0,29.28,29.92,7.3,24,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,40,0,8,1,88,8,1
162,2,"2007-10-09",77,50,29,44,22,2,1,0,29.27,29.93,12.1,28,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,29,0,7,1,77,7,1
163,2,"2007-10-10",53,47,15,37,13,8,1,0,29.26,29.93,14.4,31,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,15,0,7,1,53,7,1
164,2,"2007-10-11",56,48,17,39,14,6,1,0,29.34,30,14.6,36,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,17,0,7,1,56,7,1
165,2,"2007-10-12",57,45,16,35,12,7,1,0,29.34,30.02,2.8,36,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,16,0,7,1,57,7,1
166,2,"2007-10-13",59,44,17,40,16,6,1,0,29.38,30.04,3.6,21,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,17,0,7,1,59,7,1
167,2,"2007-10-14",63,55,24,47,21,27,1,0.01,29.4,30.06,5.7,12,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63,24,0.01,8,1,63,8,1
168,2,"2007-10-15",77,55,31,50,26,1,2,0.04,29.26,29.94,6.6,16,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77,31,0.04,9,1,77,9,1
169,2,"2007-10-16",68,56,27,55,27,24,1,0.19,29.23,29.88,6.5,21,7.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,68,27,0.19,10,1,68,10,1
170,2,"2007-10-17",74,50,27,53,26,24,1,0.11,29.13,29.83,8.6,14,9.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,74,27,0.11,11,1,74,11,1
171,2,"2007-10-18",79,60,35,57,31,1,6,0.34,28.67,29.34,15.5,19,17.2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,79,35,0.34,12,1,79,12,1
172,2,"2007-10-19",61,53,22,48,21,29,1,0,28.82,29.45,17.7,24,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,61,22,0,13,1,61,13,1
173,2,"2007-10-20",74,47,26,43,21,25,1,0,29.1,29.72,11.1,21,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,26,0,13,1,74,13,1
174,2,"2007-10-21",79,61,35,46,25,1,6,0,29.15,29.78,16.7,20,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,35,0,13,1,79,13,1
175,2,"2007-10-22",66,47,22,47,20,29,1,0.15,29.32,29.96,5.8,1,10.3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,66,22,0.15,13,0,66,13,0
176,2,"2007-10-23",53,46,15,39,14,8,1,0.03,29.26,29.93,4,31,7.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,15,0.03,14,0,53,14,0
177,2,"2007-10-24",53,45,14,35,12,9,1,0,29.51,30.16,16,2,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,14,0,14,0,53,14,0
178,2,"2007-10-25",57,45,16,40,15,7,1,0,29.52,30.2,14.5,6,14.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57,16,0,14,0,57,14,0
179,2,"2007-10-26",66,53,25,49,21,26,1,0.41,29.38,30.06,4.2,6,7.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,66,25,0.41,15,0,66,15,0
180,2,"2007-10-27",57,39,13,41,15,10,1,0.08,29.62,30.25,7.9,31,9.1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,57,13,0.08,16,0,57,16,0
181,2,"2007-10-28",56,34,10,30,8,14,1,0,29.86,30.53,3.5,23,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,10,0,16,0,56,16,0
182,2,"2007-10-29",60,39,15,32,11,8,1,0,29.7,30.41,9.1,22,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,15,0,16,0,60,16,0
183,2,"2007-10-30",66,42,19,37,15,4,1,0,29.51,30.22,10.8,20,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,19,0,16,0,66,16,0
184,2,"2007-10-31",63,43,18,38,15,5,1,0,29.36,30.03,12.2,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,18,0,16,0,63,16,0
185,2,"2008-05-01",73,48,26,51,26,25,1,0,29.01,29.67,9.8,17,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,26,0,16,0,73,16,0
186,2,"2008-05-02",74,55,30,56,29,1,1,0.74,28.85,29.52,11.9,19,13,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,74,30,0.74,17,1,74,17,1
187,2,"2008-05-03",56,44,15,42,15,8,1,0.01,29.08,29.69,11.2,25,12.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,56,15,0.01,18,1,56,18,1
188,2,"2008-05-04",66,39,18,33,14,5,1,0,29.38,30.02,5.1,23,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,18,0,18,1,66,18,1
189,2,"2008-05-05",74,50,27,38,19,24,1,0,29.34,29.99,3.7,23,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,27,0,18,1,74,18,1
190,2,"2008-05-06",82,52,32,43,24,1,3,0,29.23,29.88,6.9,22,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,32,0,18,1,82,18,1
191,2,"2008-05-07",71,50,26,53,25,25,1,0.71,29.03,29.69,1.9,22,11.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,71,26,0.71,19,1,71,19,1
192,2,"2008-05-08",59,47,18,36,14,5,1,0,29.14,29.81,14.3,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,18,0,19,1,59,19,1
193,2,"2008-05-09",58,42,15,35,13,8,1,0,29.2,29.85,6.5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,15,0,19,1,58,19,1
194,2,"2008-05-10",61,41,16,39,15,7,1,0,29.15,29.84,6,8,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,16,0,18,1,61,18,1
195,2,"2008-05-11",60,47,19,44,17,4,1,1.46,28.89,29.53,14.3,2,17.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,60,19,1.46,18,1,60,18,1
196,2,"2008-05-12",53,41,12,39,12,11,1,0,29.32,29.96,4.9,6,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,12,0,18,1,53,18,1
197,2,"2008-05-13",73,45,24,45,21,27,1,0.32,29.28,29.95,13.7,18,14.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,73,24,0.32,19,1,73,19,1
198,2,"2008-05-14",61,46,19,49,21,4,1,0.02,29.25,29.89,2.5,21,8.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,61,19,0.02,20,1,61,20,1
199,2,"2008-05-15",57,43,15,37,14,8,1,0,29.38,30.05,7.5,5,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,15,0,19,1,57,19,1
200,2,"2008-05-16",72,41,22,41,19,29,1,0,29.16,29.86,8.3,25,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,22,0,18,1,72,18,1
201,2,"2008-05-17",73,50,27,41,21,24,1,0.26,28.94,29.61,11.2,29,14.1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,73,27,0.26,19,1,73,19,1
202,2,"2008-05-18",55,45,15,40,15,8,1,0,28.98,29.63,1.6,35,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,15,0,19,1,55,19,1
203,2,"2008-05-19",59,42,16,34,13,7,1,0,29.02,29.69,4.4,7,6.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59,16,0,19,1,59,19,1
204,2,"2008-05-20",64,49,22,37,16,29,1,0,29,29.66,6.9,30,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,22,0,19,1,64,19,1
205,2,"2008-05-21",65,45,20,36,15,3,1,0,29.05,29.7,6.8,33,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,20,0,19,1,65,19,1
206,2,"2008-05-22",56,47,17,38,14,6,1,0,29.29,29.93,10.5,5,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,17,0,19,1,56,19,1
207,2,"2008-05-23",59,48,19,40,15,4,1,0,29.47,30.11,10.4,3,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,19,0,19,1,59,19,1
208,2,"2008-05-24",68,44,21,38,17,30,1,0,29.51,30.17,6.9,7,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,21,0,19,1,68,19,1
209,2,"2008-05-25",78,51,30,48,26,1,1,0,29.26,29.93,11.1,17,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,30,0,19,1,78,19,1
210,2,"2008-05-26",84,53,34,60,34,1,5,0,29.17,29.8,7.3,24,12,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,84,34,0,20,1,84,20,1
211,2,"2008-05-27",53,45,14,36,12,9,1,0,29.54,30.18,18,2,17.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,14,0,21,1,53,21,1
212,2,"2008-05-28",61,45,18,35,13,5,1,0,29.66,30.33,7.8,7,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,18,0,20,1,61,20,1
213,2,"2008-05-29",68,45,22,38,17,29,1,0.08,29.46,30.17,2.2,10,3.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68,22,0.08,20,1,68,20,1
214,2,"2008-05-30",77,58,33,60,32,1,4,0.3,29.09,29.79,9.4,20,10.7,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,77,33,0.3,20,1,77,20,1
215,2,"2008-05-31",79,60,35,56,31,1,6,0,29.15,29.79,11.1,28,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,35,0,19,1,79,19,1
216,2,"2008-06-01",71,56,29,46,24,2,1,0,29.29,29.94,5.6,8,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,29,0,18,1,71,18,1
217,2,"2008-06-02",85,61,38,53,30,1,9,0,29.21,29.87,1.7,13,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,38,0,17,1,85,17,1
218,2,"2008-06-03",74,57,31,58,29,1,2,0.92,29.02,29.67,5.2,3,6.7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,74,31,0.92,18,1,74,18,1
219,2,"2008-06-04",78,59,34,61,33,1,5,0.02,28.95,29.6,3.1,5,4.3,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,78,34,0.02,18,1,78,18,1
220,2,"2008-06-05",88,68,43,69,41,1,14,0.22,29.06,29.69,13.2,20,13.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88,43,0.22,17,1,88,17,1
221,2,"2008-06-06",86,73,45,69,41,1,16,0.03,29.14,29.75,19.2,20,19.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86,45,0.03,17,1,86,17,1
222,2,"2008-06-07",84,72,43,71,42,1,14,0.07,29.23,29.85,11.8,19,12.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,84,43,0.07,17,1,84,17,1
223,2,"2008-06-08",87,65,41,69,40,1,12,1.31,29.18,29.8,4.2,19,11.5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,87,41,1.31,17,1,87,17,1
224,2,"2008-06-09",74,65,35,64,35,1,6,0.21,29.17,29.8,6.5,23,8.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,74,35,0.21,17,1,74,17,1
225,2,"2008-06-10",80,60,35,56,32,1,6,0.01,29.25,29.88,9.3,25,10.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80,35,0.01,17,1,80,17,1
226,2,"2008-06-11",86,66,41,55,33,1,12,0,29.34,29.97,9.4,18,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,41,0,17,1,86,17,1
227,2,"2008-06-12",91,73,47,63,39,1,18,0,29.26,29.89,14.8,18,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,47,0,17,1,91,17,1
228,2,"2008-06-13",82,66,39,63,35,1,10,0.19,29.28,29.91,9.6,23,10.8,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,82,39,0.19,18,1,82,18,1
229,2,"2008-06-14",84,61,38,52,31,1,9,0,29.29,29.92,8.7,24,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,38,0,18,1,84,18,1
230,2,"2008-06-15",82,60,36,60,33,1,7,0.29,29.23,29.83,8.4,24,9.7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,82,36,0.29,19,1,82,19,1
231,2,"2008-06-16",74,60,32,49,26,1,3,0,29.25,29.89,10.8,31,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,32,0,18,1,74,18,1
232,2,"2008-06-17",76,56,31,46,24,1,2,0,29.32,29.96,10.2,30,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,31,0,17,1,76,17,1
233,2,"2008-06-18",75,58,32,49,25,1,3,0,29.26,29.91,5,5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,32,0,17,1,75,17,1
234,2,"2008-06-19",80,55,33,47,26,1,4,0,29.27,29.92,1.5,14,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,33,0,17,1,80,17,1
235,2,"2008-06-20",83,60,37,52,28,1,8,0.04,29.3,29.95,6.5,23,7.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83,37,0.04,18,1,83,18,1
236,2,"2008-06-21",83,62,38,53,30,1,9,0.01,29.29,29.93,5.6,29,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83,38,0.01,18,1,83,18,1
237,2,"2008-06-22",81,61,36,53,29,1,7,0.02,29.23,29.87,1.5,34,4.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81,36,0.02,19,1,81,19,1
238,2,"2008-06-23",76,57,32,54,28,1,3,0,29.38,30.03,3.8,3,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,32,0,19,1,76,19,1
239,2,"2008-06-24",82,57,35,52,29,1,6,0,29.49,30.13,4.3,18,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,35,0,19,1,82,19,1
240,2,"2008-06-25",79,67,38,65,37,1,9,0.11,29.34,29.98,7.5,21,8.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,79,38,0.11,19,1,79,19,1
241,2,"2008-06-26",87,71,44,67,40,1,15,0,29.21,29.84,6.8,25,7.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87,44,0,19,1,87,19,1
242,2,"2008-06-27",85,69,42,67,39,1,13,0,29.11,29.74,8.3,21,9.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85,42,0,19,1,85,19,1
243,2,"2008-06-28",84,66,40,55,32,1,11,0,29.05,29.68,13.3,26,14.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,40,0,19,1,84,19,1
244,2,"2008-06-29",77,61,34,58,30,1,5,0.22,29.13,29.75,7.9,30,10.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,77,34,0.22,20,1,77,20,1
245,2,"2008-06-30",81,59,35,49,27,1,6,0,29.34,29.96,5.5,35,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,35,0,20,1,81,20,1
246,2,"2008-07-01",84,57,36,50,29,1,7,0,29.3,29.95,8.2,23,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,36,0,19,1,84,19,1
247,2,"2008-07-02",89,63,41,62,36,1,12,0.12,29.14,29.78,7.4,24,11.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,89,41,0.12,20,1,89,20,1
248,2,"2008-07-03",71,59,30,51,26,1,1,0,29.39,30.01,13.3,3,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,30,0,19,1,71,19,1
249,2,"2008-07-04",75,58,32,50,27,1,3,0,29.4,30.05,6.5,6,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,32,0,19,1,75,19,1
250,2,"2008-07-05",79,57,33,52,29,1,4,0,29.36,30.01,4.7,10,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,33,0,19,1,79,19,1
251,2,"2008-07-06",88,63,41,58,34,1,12,0,29.28,29.92,8.3,19,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,41,0,19,1,88,19,1
252,2,"2008-07-07",87,74,46,68,40,1,17,0.11,29.21,29.86,10.8,21,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,46,0.11,19,1,87,19,1
253,2,"2008-07-08",86,46,NA,68,40,NA,NA,0.28,29.16,29.8,7.4,24,8.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,86,39.6656235850086,0.28,20,1,86,20,1
254,2,"2008-07-09",85,67,41,55,33,1,12,0,29.31,29.94,8.1,32,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,41,0,20,1,85,20,1
255,2,"2008-07-10",84,64,39,62,36,1,10,0.43,29.33,29.97,8.1,23,8.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,84,39,0.43,20,1,84,20,1
256,2,"2008-07-11",89,64,42,65,38,1,13,0.03,29.3,29.95,3.7,19,7.5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,89,42,0.03,20,1,89,20,1
257,2,"2008-07-12",83,66,40,64,36,1,11,0.65,29.25,29.87,8.4,26,11,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,83,40,0.65,21,1,83,21,1
258,2,"2008-07-13",79,61,35,53,30,1,6,0,29.18,29.83,13.6,27,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,35,0,20,1,79,20,1
259,2,"2008-07-14",84,62,38,54,31,1,9,0,29.28,29.9,1.9,29,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,38,0,19,1,84,19,1
260,2,"2008-07-15",91,67,44,63,38,1,15,0,29.36,29.98,7.8,22,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,44,0,19,1,91,19,1
261,2,"2008-07-16",91,73,47,67,40,1,18,0,29.44,30.07,5.2,21,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,47,0,19,1,91,19,1
262,2,"2008-07-17",90,74,47,66,40,1,18,0,29.39,30.03,8.9,22,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,47,0,19,1,90,19,1
263,2,"2008-07-18",91,73,47,67,40,1,18,0,29.3,29.94,6.8,23,8.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,91,47,0,19,1,91,19,1
264,2,"2008-07-19",80,70,40,70,40,1,11,1.22,29.24,29.89,1.1,23,5.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,80,40,1.22,20,1,80,20,1
265,2,"2008-07-20",86,68,42,68,40,1,13,0.43,29.25,29.89,6.1,27,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,86,42,0.43,21,1,86,21,1
266,2,"2008-07-21",84,70,42,66,38,1,13,0.13,29.26,29.9,2.4,2,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,84,42,0.13,21,1,84,21,1
267,2,"2008-07-22",75,66,36,61,33,1,7,0.06,29.36,29.98,8.6,3,9.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75,36,0.06,22,1,75,22,1
268,2,"2008-07-23",81,60,36,52,30,1,7,0,29.44,30.08,8.3,36,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,36,0,21,1,81,21,1
269,2,"2008-07-24",82,60,36,52,30,1,7,0,29.39,30.04,4.3,24,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,36,0,20,1,82,20,1
270,2,"2008-07-25",84,65,40,63,36,1,11,0,29.33,29.98,6.8,22,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,40,0,19,1,84,19,1
271,2,"2008-07-26",85,67,41,58,35,1,12,0,29.28,29.92,6.9,30,7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,41,0,19,1,85,19,1
272,2,"2008-07-27",83,63,38,58,34,1,9,0,29.22,29.87,5.9,24,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,38,0,19,1,83,19,1
273,2,"2008-07-28",84,70,42,63,37,1,13,0,29.21,29.85,4.4,10,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,42,0,18,1,84,18,1
274,2,"2008-07-29",89,70,45,67,40,1,16,0.23,29.21,29.83,5.9,20,7.9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,89,45,0.23,19,1,89,19,1
275,2,"2008-07-30",90,72,46,67,40,1,17,0,29.1,29.73,8.8,27,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,46,0,18,1,90,18,1
276,2,"2008-07-31",89,71,45,69,41,1,16,0.5,29.11,29.74,5.6,27,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,89,45,0.5,19,1,89,19,1
277,2,"2008-08-01",89,72,46,69,42,1,17,0,29.14,29.77,1.9,6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,46,0,19,1,89,19,1
278,2,"2008-08-02",80,68,39,60,34,1,10,0,29.28,29.9,8.6,3,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,39,0,19,1,80,19,1
279,2,"2008-08-03",85,63,39,61,36,1,10,0,29.3,29.94,5.2,19,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,39,0,19,1,85,19,1
280,2,"2008-08-04",88,69,44,69,40,1,15,0.59,29.24,29.89,2.9,19,9.1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,88,44,0.59,19,1,88,19,1
281,2,"2008-08-05",88,71,45,69,41,1,16,0.08,29.3,29.91,2.9,31,6.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,88,45,0.08,18,1,88,18,1
282,2,"2008-08-06",84,67,41,60,35,1,12,0.01,29.35,29.98,5.4,29,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,41,0.01,17,1,84,17,1
283,2,"2008-08-07",81,63,37,57,32,1,8,0.01,29.31,29.96,7.1,35,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,37,0.01,17,1,81,17,1
284,2,"2008-08-08",78,64,36,54,30,1,7,0,29.34,29.99,3.5,1,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,36,0,17,1,78,17,1
285,2,"2008-08-09",78,61,35,58,32,1,6,0,29.25,29.91,3.8,28,9.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78,35,0,17,1,78,17,1
