,Date,Longitude,Latitude,Month,Season_code_1,Season_code_2,Season_code_3,CULEX_ERRATICUS,CULEX_PIPIENS,CULEX_PIPIENS_RESTUANS,CULEX_RESTUANS,CULEX_SALINARIUS,CULEX_TARSALIS,CULEX_TERRITANS,ParasiticIn,Influenza,WnvPresentB,Tmax2,Tmin2,Tavg2,WetBulb2,Heat2,PrecipTotal2,StnPressure2,ResultDir2,AvgSpeed2,DZ2,FG2,HZ2,RA2,RA45_2,BR2,TS2,TSRA2,VCTS2,Tmax,Tmin,Tavg,Depart,DewPoint,Heat,Cool,Sunrise,Sunset,PrecipTotal,ResultSpeed,ResultDir,AvgSpeed,BR,DZ,FG,HZ,RA,RA45,TS,TSRA,VCTS,pre45_1_2,pre45_1,pre45_05,TrapClusterNum,dataset
503,2007-08-02,-87.70373599999999,41.704336,8,0,1,0,0,0,2,0,0,0,0,0.29,0.67,0,91,73,47,41,1,0.0,29.31,23,7.2,0,0,0,0,12.0,0,0,0,0,91,70,46,26,66,1,17,446,1910,0.0,5.5,26,5.9,0,0,0,1,0,11.0,0,0,0,0,1,1,4,train
3330,2011-09-16,-87.678649,41.768388,9,0,0,1,0,0,1,0,0,0,0,0.25,0.57,0,59,48,19,16,4,0.0,29.65,13,3.7,0,0,0,0,13.0,0,0,0,0,58,46,17,4,40,6,1,532,1760,0.0,1.4,8,3.3,0,0,0,0,0,13.0,0,0,0,0,1,1,4,train
3520,2013-06-14,-87.757639,41.964242,6,0,1,0,0,0,0,3,0,0,0,0.24,0.72,0,76,57,32,26,1,0.0,29.4,5,7.8,0,0,0,0,17.0,0,0,0,0,78,56,32,1,51,1,3,416,1928,0.0,6.6,6,7.9,0,0,0,0,0,20.0,0,0,0,1,1,1,10,train
3187,2011-09-01,-87.728492,41.984809000000006,9,0,0,1,0,0,5,6,0,0,1,0.25,0.57,1,94,74,49,44,1,0.0,29.26,21,6.3,0,0,0,0,11.0,0,0,0,0,93,71,47,32,71,1,18,517,1827,0.0,5.2,21,5.9,0,0,0,0,0,12.0,0,0,0,0,1,1,10,train
2359,2009-09-17,-87.562889,41.766202,9,0,0,1,0,0,0,1,0,0,0,0.26,0.6,0,71,54,28,26,13,0.0,29.51,8,5.4,0,0,0,0,9.0,0,0,0,0,72,50,26,11,52,25,1,533,1758,0.0,3.4,5,4.2,0,0,0,0,0,11.0,0,0,0,1,0,1,7,train
2276,2009-09-14,-87.69181,41.963976,9,0,0,1,0,0,10,1,0,0,0,0.26,0.6,0,84,59,37,31,1,0.0,29.4,13,2.7,0,0,0,0,10.0,0,0,0,0,84,58,36,25,55,1,7,530,1805,0.0,0.1,33,2.1,0,0,0,0,0,12.0,0,0,0,1,0,1,9,train
3355,2011-09-23,-87.930995,41.957799,9,0,0,1,0,1,2,6,0,0,0,0.25,0.57,0,62,48,20,20,3,0.02,29.38,36,6.4,0,0,0,1,13.0,0,0,0,0,62,48,20,14,44,3,1,540,1748,0.0,5.9,36,7.0,0,0,0,0,0,13.0,0,0,0,0,1,1,3,train
4605,2013-09-26,-87.60096300000001,41.728495,9,0,0,1,0,1,7,0,0,0,0,0.26,0.58,0,75,55,30,27,1,0.0,29.4,9,4.6,0,0,0,0,6.0,0,0,0,0,75,50,28,21,52,13,1,543,1742,0.0,3.8,8,4.2,1,0,0,0,0,5.0,0,0,0,0,0,1,7,train
1547,2009-06-02,-87.535198,41.680946,6,0,1,0,0,0,2,0,0,0,0,0.28,0.85,0,61,50,21,20,30,0.06,29.42,3,9.2,0,0,0,1,11.048196270827,1,0,0,0,60,48,19,2,46,4,1,419,1920,0.12,7.4,3,8.0,1,0,0,0,1,12.088315207948598,0,0,0,1,1,1,5,train
2034,2009-07-31,-87.585413,41.726465000000005,7,0,1,0,0,0,1,3,0,0,0,0.26,0.6,0,82,62,37,31,1,0.0,29.29,27,6.7,0,0,0,0,11.0,0,0,0,0,81,58,35,12,54,1,6,444,1913,0.0,6.2,26,7.3,0,0,0,0,0,14.0,0,0,0,1,1,1,7,train
3353,2011-09-16,-87.546587,41.740641,9,0,0,1,0,0,0,0,0,1,0,0.25,0.57,0,59,48,19,16,4,0.0,29.65,13,3.7,0,0,0,0,13.0,0,0,0,0,58,46,17,4,40,6,1,532,1760,0.0,1.4,8,3.3,0,0,0,0,0,13.0,0,0,0,0,1,1,7,train
1832,2009-07-10,-87.701431,41.906638,7,0,1,0,0,0,4,1,0,0,0,0.26,0.6,0,84,67,41,37,1,0.12,29.41,21,4.6,0,0,1,1,16.0,1,0,0,0,82,63,38,18,64,1,9,425,1929,0.08,4.4,21,4.9,1,0,0,0,1,18.0,0,0,0,1,1,1,9,train
402,2007-08-01,-87.800991,41.95469,8,0,1,0,0,67,104,8,0,0,0,0.29,0.67,1,91,69,45,39,1,0.0,29.34,13,3.7,0,0,0,0,13.0,0,0,0,0,92,69,46,26,62,1,17,445,1911,0.0,3.5,9,4.1,0,0,0,1,0,12.0,0,0,0,0,1,1,2,train
3599,2013-06-21,-87.703047,41.77166,6,0,1,0,0,0,8,16,0,0,0,0.24,0.72,0,85,70,43,36,1,0.11,29.39,19,9.6,0,0,0,0,18.0,0,0,1,0,82,68,40,23,65,1,11,416,1930,0.79,7.4,19,9.5,1,0,0,0,1,19.0,0,0,0,1,1,1,8,train
3117,2011-08-26,-87.756155,41.904194,8,0,1,0,0,0,5,0,0,0,0,0.25,0.57,0,83,61,37,33,1,0.0,29.32,20,3.4,0,0,0,0,10.0,0,0,0,0,83,59,36,19,58,1,7,511,1837,0.0,1.9,26,3.3,0,0,0,0,0,12.0,0,0,0,0,1,1,6,train
2476,2011-06-10,-87.728492,41.984809000000006,6,0,1,0,0,0,0,1,1,0,1,0.23,0.76,0,71,51,26,27,25,0.44,29.26,1,7.5,0,0,1,0,14.4391074161794,1,1,1,0,69,51,25,15,56,26,1,416,1926,0.52,6.4,3,8.0,1,0,0,1,1,14.3362535630461,0,0,0,1,1,1,10,train
1075,2007-09-12,-87.800515,41.916265,9,0,0,1,0,0,3,0,0,0,0,0.29,0.67,0,66,46,21,19,30,0.0,29.46,5,6.0,0,0,0,0,13.0,0,0,0,0,67,46,22,16,42,29,1,528,1809,0.0,1.8,3,5.6,0,0,0,0,0,19.0,0,0,0,1,1,1,6,train
1858,2009-07-13,-87.666014,41.720848,7,0,1,0,0,1,34,1,0,0,0,0.26,0.6,0,78,66,37,28,1,0.0,29.41,7,7.4,0,0,0,0,16.0,0,0,0,0,79,61,35,11,46,1,6,428,1927,0.0,4.8,7,5.8,0,0,0,0,0,18.0,0,0,0,1,1,1,4,train
3138,2011-08-26,-87.69181,41.963976,8,0,1,0,0,0,2,0,0,0,0,0.25,0.57,0,83,61,37,33,1,0.0,29.32,20,3.4,0,0,0,0,10.0,0,0,0,0,83,59,36,19,58,1,7,511,1837,0.0,1.9,26,3.3,0,0,0,0,0,12.0,0,0,0,0,1,1,9,train
1669,2009-06-19,-87.703047,41.77166,6,0,1,0,0,0,2,6,0,0,0,0.28,0.85,0,88,66,42,39,1,0.87,29.03,18,10.5,0,0,0,1,17.0,1,1,1,0,86,65,41,24,67,1,12,416,1930,3.97,7.2,18,11.6,1,0,0,0,0,17.0,1,1,0,1,1,1,8,train
2563,2011-06-24,-87.756155,41.904194,6,0,1,0,0,0,3,0,0,0,0,0.23,0.76,0,68,60,29,28,2,0.0,29.13,29,8.7,0,0,0,0,16.0,0,0,0,0,68,60,29,15,56,2,1,417,1931,0.0,9.4,29,9.6,0,0,0,0,0,20.0,0,0,0,1,1,1,6,train
354,2007-07-27,-87.797127,41.990284,7,0,1,0,0,0,1,1,0,0,0,0.29,0.67,0,83,70,42,39,1,0.04,29.16,36,8.1,0,0,1,1,13.0,1,0,0,0,83,70,42,21,68,1,13,440,1917,0.17,3.0,3,7.9,1,0,0,1,1,13.0,0,0,0,0,1,1,2,train
413,2007-08-01,-87.777189,41.960615999999995,8,0,1,0,0,0,2,1,0,0,0,0.29,0.67,0,91,69,45,39,1,0.0,29.34,13,3.7,0,0,0,0,13.0,0,0,0,0,92,69,46,26,62,1,17,445,1911,0.0,3.5,9,4.1,0,0,0,1,0,12.0,0,0,0,0,1,1,10,train
4109,2013-08-08,-87.649642,41.732984,8,0,1,0,0,1,43,9,0,0,0,0.26,0.58,0,79,69,39,31,1,0.0,29.33,5,10.8,0,0,0,0,15.0,0,0,0,0,78,65,37,1,56,1,8,452,1903,0.0,8.6,5,9.3,0,0,0,0,0,11.0,0,0,0,0,1,1,4,train
3935,2013-07-25,-87.731435,41.743402,7,0,1,0,0,3,20,30,0,0,0,0.26,0.58,0,81,58,35,29,1,0.0,29.39,23,3.9,0,0,0,0,13.0,0,0,0,0,81,57,34,13,54,1,5,438,1918,0.0,4.1,23,5.1,0,0,0,0,0,9.0,0,0,0,0,1,1,8,train
3936,2013-07-25,-87.728492,41.984809000000006,7,0,1,0,0,0,27,14,0,0,0,0.26,0.58,0,81,58,35,29,1,0.0,29.39,23,3.9,0,0,0,0,13.0,0,0,0,0,81,57,34,13,54,1,5,438,1918,0.0,4.1,23,5.1,0,0,0,0,0,9.0,0,0,0,0,1,1,10,train
3562,2013-06-14,-87.590773,41.754292,6,0,1,0,0,0,0,6,0,0,0,0.24,0.72,0,76,57,32,26,1,0.0,29.4,5,7.8,0,0,0,0,17.0,0,0,0,0,78,56,32,1,51,1,3,416,1928,0.0,6.6,6,7.9,0,0,0,0,0,20.0,0,0,0,1,1,1,7,train
1773,2009-07-06,-87.72460799999999,41.662014,7,0,1,0,0,2,2,8,0,0,0,0.26,0.6,0,85,63,39,32,1,0.0,29.2,30,5.5,0,0,0,0,16.0,0,0,0,0,86,60,38,19,54,1,9,423,1930,0.0,7.5,31,7.8,0,0,0,0,0,17.0,0,0,0,1,1,1,4,train
3360,2011-09-23,-87.805059,41.973845000000004,9,0,0,1,0,0,24,2,0,0,0,0.25,0.57,1,62,48,20,20,3,0.02,29.38,36,6.4,0,0,0,1,13.0,0,0,0,0,62,48,20,14,44,3,1,540,1748,0.0,5.9,36,7.0,0,0,0,0,0,13.0,0,0,0,0,1,1,2,train
3022,2011-08-12,-87.654234,41.793818,8,0,1,0,0,2,12,3,0,0,0,0.25,0.57,0,82,65,39,33,1,0.0,29.28,19,8.4,0,0,0,0,9.0,0,0,0,0,81,60,36,10,59,1,7,456,1858,0.0,8.3,19,8.5,0,0,0,0,0,10.0,0,0,0,0,1,1,1,train
2668,2011-07-11,-87.763416,41.801497999999995,7,0,1,0,0,0,5,4,0,0,1,0.25,0.57,0,90,70,45,43,1,0.13,29.18,24,8.0,0,0,0,0,15.0,1,0,1,0,88,71,45,25,71,1,16,426,1928,0.39,5.5,25,8.5,0,0,0,1,0,14.0,0,0,0,1,1,1,8,train
135,2007-06-29,-87.632085,41.921965,6,0,1,0,0,0,3,0,0,0,0,0.26,0.8,0,71,56,29,29,2,0.064049753,29.47,2,8.2,0,0,0,0,18.0,0,0,0,0,70,56,28,16,55,13,1,419,1931,0.0,7.6,2,8.3,0,0,0,0,0,18.0,0,0,0,0,1,1,9,train
3861,2013-07-19,-87.736812,41.798697,7,0,1,0,0,0,20,2,0,0,0,0.26,0.58,0,97,75,51,44,1,0.0,29.17,24,13.9,0,0,0,0,16.0,0,1,0,0,96,71,49,28,70,1,20,433,1923,0.58,13.3,25,14.0,1,0,0,0,0,12.0,1,0,0,0,1,1,8,train
203,2007-07-11,-87.763416,41.801497999999995,7,0,1,0,0,0,0,1,0,0,0,0.29,0.67,0,77,63,35,28,1,0.0,29.28,30,11.2,0,0,0,0,15.0,0,0,0,0,77,62,35,11,51,1,6,426,1928,0.0,8.8,30,10.9,0,0,0,0,0,15.0,0,0,0,0,0,1,8,train
1921,2009-07-17,-87.60088,41.773215,7,0,1,0,0,1,11,4,0,0,0,0.26,0.6,0,70,58,29,26,2,0.0,29.21,29,10.4,0,0,0,1,16.0,0,0,0,0,70,57,29,2,51,2,1,431,1925,0.0,10.6,30,10.8,0,0,0,0,0,15.0,0,0,0,1,1,1,7,train
3222,2011-09-02,-87.56566600000001,41.704572,9,0,0,1,0,3,6,5,0,0,0,0.25,0.57,0,94,79,52,43,1,0.0,29.24,20,6.6,0,0,0,0,11.0,0,0,0,0,92,76,49,34,69,1,20,518,1826,0.0,4.9,22,7.4,0,0,0,1,0,12.0,0,0,0,0,1,1,5,train
1065,2007-09-06,-87.559308,41.678618,9,0,0,1,0,8,8,0,1,0,0,0.29,0.67,0,84,74,44,39,1,0.08,29.27,20,13.0,0,0,1,0,12.0,0,0,1,0,82,73,43,29,67,1,14,522,1819,0.18,11.9,20,12.1,0,0,0,1,1,19.0,0,0,0,1,1,1,5,train
950,2007-08-24,-87.612922,41.754676,8,0,1,0,0,17,20,0,0,0,0,0.29,0.67,1,81,69,40,38,1,0.2,29.16,25,7.3,0,0,0,1,14.0,1,1,1,0,80,69,40,22,67,1,11,509,1840,0.24,5.8,25,7.1,0,0,0,0,1,19.0,0,1,0,1,1,1,7,train
2024,2009-07-31,-87.64997,41.723195000000004,7,0,1,0,0,0,1,0,0,0,0,0.26,0.6,0,82,62,37,31,1,0.0,29.29,27,6.7,0,0,0,0,11.0,0,0,0,0,81,58,35,12,54,1,6,444,1913,0.0,6.2,26,7.3,0,0,0,0,0,14.0,0,0,0,1,1,1,4,train
623,2007-08-07,-87.55551,41.733643,8,0,1,0,0,4,1,0,0,0,0,0.29,0.67,0,92,73,48,45,1,0.06,29.11,24,8.8,0,0,0,0,10.0,0,0,0,1,91,72,47,27,73,1,18,451,1904,1.31,6.2,25,9.0,1,0,0,0,1,11.0,0,0,0,0,1,1,7,train
1135,2007-09-12,-87.61425799999999,41.725516999999996,9,0,0,1,0,4,3,0,0,0,0,0.29,0.67,0,66,46,21,19,30,0.0,29.46,5,6.0,0,0,0,0,13.0,0,0,0,0,67,46,22,16,42,29,1,528,1809,0.0,1.8,3,5.6,0,0,0,0,0,19.0,0,0,0,1,1,1,7,train
2568,2011-06-24,-87.728492,41.984809000000006,6,0,1,0,0,0,0,1,0,0,0,0.23,0.76,0,68,60,29,28,2,0.0,29.13,29,8.7,0,0,0,0,16.0,0,0,0,0,68,60,29,15,56,2,1,417,1931,0.0,9.4,29,9.6,0,0,0,0,0,20.0,0,0,0,1,1,1,10,train
267,2007-07-18,-87.795585,41.999128999999996,7,0,1,0,0,0,1,1,0,0,0,0.29,0.67,0,85,69,42,40,1,0.92,29.18,24,10.6,0,0,1,1,15.0,1,1,1,1,85,69,42,21,68,1,13,432,1924,1.55,9.1,24,10.1,1,0,0,0,1,14.0,0,1,1,0,1,1,2,train
191,2007-07-11,-87.800515,41.916265,7,0,1,0,0,0,4,8,0,0,0,0.29,0.67,0,77,63,35,28,1,0.0,29.28,30,11.2,0,0,0,0,15.0,0,0,0,0,77,62,35,11,51,1,6,426,1928,0.0,8.8,30,10.9,0,0,0,0,0,15.0,0,0,0,0,0,1,6,train
462,2007-08-01,-87.675088,41.719059,8,0,1,0,0,4,13,3,0,0,0,0.29,0.67,0,91,69,45,39,1,0.0,29.34,13,3.7,0,0,0,0,13.0,0,0,0,0,92,69,46,26,62,1,17,445,1911,0.0,3.5,9,4.1,0,0,0,1,0,12.0,0,0,0,0,1,1,4,train
718,2007-08-15,-87.64886,41.862292,8,0,1,0,0,9,3,0,0,0,0,0.29,0.67,0,81,72,42,40,1,0.83,29.23,6,7.1,0,0,0,1,12.0,1,1,1,0,80,71,41,22,67,1,12,459,1854,0.23,3.4,7,5.8,1,0,0,0,1,15.0,0,1,0,0,1,1,1,train
1681,2009-06-19,-87.666014,41.720848,6,0,1,0,0,0,7,1,0,0,0,0.28,0.85,0,88,66,42,39,1,0.87,29.03,18,10.5,0,0,0,1,17.0,1,1,1,0,86,65,41,24,67,1,12,416,1930,3.97,7.2,18,11.6,1,0,0,0,0,17.0,1,1,0,1,1,1,4,train
4437,2013-09-12,-87.72460799999999,41.662014,9,0,0,1,0,18,0,0,0,0,0,0.26,0.58,1,83,63,38,33,1,0.06,29.34,34,9.8,0,0,0,0,9.0,0,0,0,0,82,62,37,25,59,1,8,528,1809,0.0,7.0,35,9.4,0,0,0,0,1,10.0,0,0,0,0,0,1,4,train
173,2007-07-02,-87.667736,41.994469,7,0,1,0,0,0,1,1,0,0,0,0.29,0.67,0,77,58,33,28,1,0.0,29.55,12,8.5,0,0,0,0,17.0,0,0,0,0,79,53,31,14,50,1,2,420,1931,0.0,5.9,14,8.1,0,0,0,0,0,17.0,0,0,0,0,1,1,9,train
2332,2009-09-17,-87.701431,41.906638,9,0,0,1,0,1,4,0,0,0,0,0.26,0.6,0,71,54,28,26,13,0.0,29.51,8,5.4,0,0,0,0,9.0,0,0,0,0,72,50,26,11,52,25,1,533,1758,0.0,3.4,5,4.2,0,0,0,0,0,11.0,0,0,0,1,0,1,9,train
3844,2013-07-19,-87.862995,41.992478000000006,7,0,1,0,0,0,0,2,0,0,0,0.26,0.58,0,97,75,51,44,1,0.0,29.17,24,13.9,0,0,0,0,16.0,0,1,0,0,96,71,49,28,70,1,20,433,1923,0.58,13.3,25,14.0,1,0,0,0,0,12.0,1,0,0,0,1,1,3,train
4015,2013-08-01,-87.71188000000001,41.800737,8,0,1,0,0,0,3,0,0,0,0,0.26,0.58,0,82,61,37,31,1,0.0,29.29,29,7.1,0,0,0,0,14.0,0,0,0,0,81,61,36,10,57,1,7,445,1911,0.0,7.6,30,7.8,0,0,0,0,0,11.0,0,0,0,0,1,1,8,train
681,2007-08-15,-87.70373599999999,41.704336,8,0,1,0,0,2,4,2,0,0,0,0.29,0.67,0,81,72,42,40,1,0.83,29.23,6,7.1,0,0,0,1,12.0,1,1,1,0,80,71,41,22,67,1,12,459,1854,0.23,3.4,7,5.8,1,0,0,0,1,15.0,0,1,0,0,1,1,4,train
1930,2009-07-17,-87.535198,41.680946,7,0,1,0,0,5,64,27,0,0,0,0.26,0.6,0,70,58,29,26,2,0.0,29.21,29,10.4,0,0,0,1,16.0,0,0,0,0,70,57,29,2,51,2,1,431,1925,0.0,10.6,30,10.8,0,0,0,0,0,15.0,0,0,0,1,1,1,5,train
2968,2011-08-05,-87.632085,41.921965,8,0,1,0,0,1,1,0,0,0,0,0.25,0.57,0,84,70,42,40,1,0.0,29.26,7,6.0,0,0,0,0,9.0,0,0,0,0,83,69,41,21,68,1,12,449,1907,0.0,4.0,5,5.5,0,0,0,0,1,11.0,0,0,0,0,1,1,9,train
3162,2011-08-26,-87.60088,41.773215,8,0,1,0,0,0,1,4,0,0,0,0.25,0.57,0,83,61,37,33,1,0.0,29.32,20,3.4,0,0,0,0,10.0,0,0,0,0,83,59,36,19,58,1,7,511,1837,0.0,1.9,26,3.3,0,0,0,0,0,12.0,0,0,0,0,1,1,7,train
4590,2013-09-26,-87.666901,41.868077,9,0,0,1,0,0,2,0,0,0,0,0.26,0.58,0,75,55,30,27,1,0.0,29.4,9,4.6,0,0,0,0,6.0,0,0,0,0,75,50,28,21,52,13,1,543,1742,0.0,3.8,8,4.2,1,0,0,0,0,5.0,0,0,0,0,0,1,1,train
1854,2009-07-13,-87.72460799999999,41.662014,7,0,1,0,0,9,374,0,0,0,0,0.26,0.6,0,78,66,37,28,1,0.0,29.41,7,7.4,0,0,0,0,16.0,0,0,0,0,79,61,35,11,46,1,6,428,1927,0.0,4.8,7,5.8,0,0,0,0,0,18.0,0,0,0,1,1,1,4,train
356,2007-07-27,-87.79518,41.921177,7,0,1,0,0,0,7,1,0,0,0,0.29,0.67,0,83,70,42,39,1,0.04,29.16,36,8.1,0,0,1,1,13.0,1,0,0,0,83,70,42,21,68,1,13,440,1917,0.17,3.0,3,7.9,1,0,0,1,1,13.0,0,0,0,0,1,1,6,train
781,2007-08-21,-87.745602,41.759346,8,0,1,0,0,9,6,0,0,0,0,0.29,0.67,0,85,69,42,41,1,0.01,29.26,17,6.0,0,0,0,0,13.0,1,0,0,0,87,69,43,25,70,1,14,505,1845,0.0,3.8,18,6.0,1,0,0,1,0,17.0,0,0,0,1,1,1,8,train
498,2007-08-01,-87.55551,41.733643,8,0,1,0,0,1,4,1,0,0,0,0.29,0.67,0,91,69,45,39,1,0.0,29.34,13,3.7,0,0,0,0,13.0,0,0,0,0,92,69,46,26,62,1,17,445,1911,0.0,3.5,9,4.1,0,0,0,1,0,12.0,0,0,0,0,1,1,7,train
3817,2013-07-12,-87.666014,41.720848,7,0,1,0,0,0,2,12,0,0,0,0.26,0.58,0,82,60,36,31,1,0.0,29.44,8,5.4,0,0,0,0,19.0,0,0,0,0,83,58,36,10,53,1,7,427,1928,0.0,4.0,8,4.8,0,0,0,0,0,16.0,0,0,0,0,1,1,4,train
2022,2009-07-31,-87.65449100000001,41.891118,7,0,1,0,0,0,4,2,0,0,0,0.26,0.6,0,82,62,37,31,1,0.0,29.29,27,6.7,0,0,0,0,11.0,0,0,0,0,81,58,35,12,54,1,6,444,1913,0.0,6.2,26,7.3,0,0,0,0,0,14.0,0,0,0,1,1,1,1,train
2226,2009-09-03,-87.72460799999999,41.662014,9,0,0,1,0,0,1,1,1,0,0,0.26,0.6,0,75,57,31,29,1,0.0,29.48,6,5.9,0,0,0,0,12.0,1,0,0,0,75,56,31,10,54,1,2,519,1824,0.0,4.7,5,6.0,0,0,0,0,0,16.0,0,0,0,1,0,1,4,train
228,2007-07-11,-87.68776899999999,42.01743,7,0,1,0,0,0,1,2,1,0,0,0.29,0.67,0,77,63,35,28,1,0.0,29.28,30,11.2,0,0,0,0,15.0,0,0,0,0,77,62,35,11,51,1,6,426,1928,0.0,8.8,30,10.9,0,0,0,0,0,15.0,0,0,0,0,0,1,9,train
3025,2011-08-12,-87.649642,41.732984,8,0,1,0,0,0,0,1,0,0,0,0.25,0.57,0,82,65,39,33,1,0.0,29.28,19,8.4,0,0,0,0,9.0,0,0,0,0,81,60,36,10,59,1,7,456,1858,0.0,8.3,19,8.5,0,0,0,0,0,10.0,0,0,0,0,1,1,4,train
153,2007-07-02,-87.757639,41.964242,7,0,1,0,0,0,0,1,0,0,0,0.29,0.67,0,77,58,33,28,1,0.0,29.55,12,8.5,0,0,0,0,17.0,0,0,0,0,79,53,31,14,50,1,2,420,1931,0.0,5.9,14,8.1,0,0,0,0,0,17.0,0,0,0,0,1,1,10,train
1909,2009-07-17,-87.655232,41.896282,7,0,1,0,0,0,1,2,0,0,0,0.26,0.6,0,70,58,29,26,2,0.0,29.21,29,10.4,0,0,0,1,16.0,0,0,0,0,70,57,29,2,51,2,1,431,1925,0.0,10.6,30,10.8,0,0,0,0,0,15.0,0,0,0,1,1,1,1,train
3679,2013-06-28,-87.70373599999999,41.704336,6,0,1,0,0,0,8,0,0,0,0,0.24,0.72,0,83,68,41,34,1,0.16,28.97,29,9.8,0,0,0,1,20.0,0,0,0,0,83,67,40,22,61,1,11,419,1931,0.0,10.5,31,10.9,0,0,0,0,1,21.0,0,0,0,1,1,1,4,train
3952,2013-07-25,-87.689778,41.986921,7,0,1,0,0,0,5,3,0,0,0,0.26,0.58,0,81,58,35,29,1,0.0,29.39,23,3.9,0,0,0,0,13.0,0,0,0,0,81,57,34,13,54,1,5,438,1918,0.0,4.1,23,5.1,0,0,0,0,0,9.0,0,0,0,0,1,1,9,train
3564,2013-06-14,-87.56566600000001,41.704572,6,0,1,0,0,0,1,4,0,0,0,0.24,0.72,0,76,57,32,26,1,0.0,29.4,5,7.8,0,0,0,0,17.0,0,0,0,0,78,56,32,1,51,1,3,416,1928,0.0,6.6,6,7.9,0,0,0,0,0,20.0,0,0,0,1,1,1,5,train
4559,2013-09-26,-87.800515,41.916265,9,0,0,1,0,0,8,0,0,0,0,0.26,0.58,0,75,55,30,27,1,0.0,29.4,9,4.6,0,0,0,0,6.0,0,0,0,0,75,50,28,21,52,13,1,543,1742,0.0,3.8,8,4.2,1,0,0,0,0,5.0,0,0,0,0,0,1,6,train
640,2007-08-15,-87.81150600000001,42.011601,8,0,1,0,0,118,98,0,0,0,0,0.29,0.67,1,81,72,42,40,1,0.83,29.23,6,7.1,0,0,0,1,12.0,1,1,1,0,80,71,41,22,67,1,12,459,1854,0.23,3.4,7,5.8,1,0,0,0,1,15.0,0,1,0,0,1,1,2,train
2073,2009-08-07,-87.68826700000001,41.903002,8,0,1,0,0,0,6,1,0,0,0,0.26,0.6,0,74,67,36,32,1,0.23,29.41,15,7.2,0,0,0,1,11.0,1,0,0,0,74,64,34,12,59,1,5,451,1904,0.33,7.3,15,7.8,1,0,0,0,1,14.0,0,0,0,1,0,1,9,train
4220,2013-08-22,-87.731435,41.743402,8,0,1,0,0,21,40,7,0,0,0,0.26,0.58,1,78,67,38,37,1,0.36,29.42,24,7.0,0,0,0,1,11.0,0,0,0,0,78,68,38,20,67,1,9,506,1843,0.23,1.5,23,7.0,0,0,0,0,1,12.0,0,0,0,0,0,1,8,train
2827,2011-07-25,-87.69181,41.963976,7,0,1,0,0,1,0,0,0,0,0,0.25,0.57,0,90,73,47,40,1,0.01,29.25,35,6.1,0,0,0,0,12.0,0,0,0,0,88,73,46,25,66,1,17,438,1918,0.0,3.4,32,6.5,0,0,0,0,0,14.0,0,0,0,1,1,1,9,train
3733,2013-07-08,-87.703047,41.77166,7,0,1,0,0,0,7,0,0,0,0,0.26,0.58,0,87,71,44,41,1,0.84,29.31,22,10.5,0,0,0,1,21.0,1,0,0,0,86,70,43,23,71,1,14,424,1929,0.5,7.8,23,8.4,1,0,0,0,1,18.0,0,1,0,1,1,1,8,train
3332,2011-09-16,-87.666901,41.868077,9,0,0,1,0,0,3,0,0,0,0,0.25,0.57,0,59,48,19,16,4,0.0,29.65,13,3.7,0,0,0,0,13.0,0,0,0,0,58,46,17,4,40,6,1,532,1760,0.0,1.4,8,3.3,0,0,0,0,0,13.0,0,0,0,0,1,1,1,train
3134,2011-08-26,-87.703047,41.77166,8,0,1,0,0,0,2,0,0,0,0,0.25,0.57,0,83,61,37,33,1,0.0,29.32,20,3.4,0,0,0,0,10.0,0,0,0,0,83,59,36,19,58,1,7,511,1837,0.0,1.9,26,3.3,0,0,0,0,0,12.0,0,0,0,0,1,1,8,train
3149,2011-08-26,-87.655232,41.896282,8,0,1,0,0,0,7,0,0,0,0,0.25,0.57,0,83,61,37,33,1,0.0,29.32,20,3.4,0,0,0,0,10.0,0,0,0,0,83,59,36,19,58,1,7,511,1837,0.0,1.9,26,3.3,0,0,0,0,0,12.0,0,0,0,0,1,1,1,train
2528,2011-06-17,-87.678649,41.768388,6,0,1,0,0,0,1,0,0,0,0,0.23,0.76,0,82,64,38,34,1,0.0,29.18,7,6.2,0,0,0,0,15.0,0,0,0,0,82,60,36,20,60,1,7,416,1929,0.0,5.8,6,6.6,0,0,0,0,0,19.0,0,0,0,1,1,1,4,train
195,2007-07-11,-87.79518,41.921177,7,0,1,0,0,0,2,0,0,0,0,0.29,0.67,0,77,63,35,28,1,0.0,29.28,30,11.2,0,0,0,0,15.0,0,0,0,0,77,62,35,11,51,1,6,426,1928,0.0,8.8,30,10.9,0,0,0,0,0,15.0,0,0,0,0,0,1,6,train
3309,2011-09-16,-87.742302,41.763733,9,0,0,1,0,0,0,1,0,0,0,0.25,0.57,0,59,48,19,16,4,0.0,29.65,13,3.7,0,0,0,0,13.0,0,0,0,0,58,46,17,4,40,6,1,532,1760,0.0,1.4,8,3.3,0,0,0,0,0,13.0,0,0,0,0,1,1,8,train
1551,2009-06-05,-87.890615,41.974689,6,0,1,0,0,0,10,2,0,0,0,0.28,0.85,0,80,47,29,23,2,0.0,29.23,25,7.2,0,0,0,0,12.0216409366304,0,0,0,0,79,44,27,11,44,24,1,417,1923,0.0,5.8,26,6.7,0,0,0,0,0,13.115529037562899,0,0,0,1,1,1,3,train
