"ID","Station2","Date2","Tmax2","Tmin2","Tavg2","DewPoint2","WetBulb2","Heat2","Cool2","PrecipTotal2","StnPressure2","SeaLevel2","ResultSpeed2","ResultDir2","AvgSpeed2","BCFG2","BR2","DZ2","FG2","FG.2","FU2","GR2","HZ2","RA2","SN2","SQ2","TS2","TSRA2","VCFG2","VCTS2","Tmax2.imp","Tavg2.imp","PrecipTotal2.imp"
166,2,2007-10-13,59,44,17,40,16,6,1,0,29.38,30.04,3.6,21,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,17,0
167,2,2007-10-14,63,55,24,47,21,27,1,0.01,29.4,30.06,5.7,12,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,63,24,0.01
168,2,2007-10-15,77,55,31,50,26,1,2,0.04,29.26,29.94,6.6,16,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77,31,0.04
169,2,2007-10-16,68,56,27,55,27,24,1,0.19,29.23,29.88,6.5,21,7.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,68,27,0.19
170,2,2007-10-17,74,50,27,53,26,24,1,0.11,29.13,29.83,8.6,14,9.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,74,27,0.11
171,2,2007-10-18,79,60,35,57,31,1,6,0.34,28.67,29.34,15.5,19,17.2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,79,35,0.34
172,2,2007-10-19,61,53,22,48,21,29,1,0,28.82,29.45,17.7,24,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,61,22,0
173,2,2007-10-20,74,47,26,43,21,25,1,0,29.1,29.72,11.1,21,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,26,0
174,2,2007-10-21,79,61,35,46,25,1,6,0,29.15,29.78,16.7,20,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,35,0
175,2,2007-10-22,66,47,22,47,20,29,1,0.15,29.32,29.96,5.8,1,10.3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,66,22,0.15
176,2,2007-10-23,53,46,15,39,14,8,1,0.03,29.26,29.93,4,31,7.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,15,0.03
177,2,2007-10-24,53,45,14,35,12,9,1,0,29.51,30.16,16,2,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,14,0
178,2,2007-10-25,57,45,16,40,15,7,1,0,29.52,30.2,14.5,6,14.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57,16,0
179,2,2007-10-26,66,53,25,49,21,26,1,0.41,29.38,30.06,4.2,6,7.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,66,25,0.41
180,2,2007-10-27,57,39,13,41,15,10,1,0.08,29.62,30.25,7.9,31,9.1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,57,13,0.08
181,2,2007-10-28,56,34,10,30,8,14,1,0,29.86,30.53,3.5,23,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,10,0
182,2,2007-10-29,60,39,15,32,11,8,1,0,29.7,30.41,9.1,22,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,15,0
183,2,2007-10-30,66,42,19,37,15,4,1,0,29.51,30.22,10.8,20,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,19,0
184,2,2007-10-31,63,43,18,38,15,5,1,0,29.36,30.03,12.2,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,18,0
185,2,2008-05-01,73,48,26,51,26,25,1,0,29.01,29.67,9.8,17,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,26,0
186,2,2008-05-02,74,55,30,56,29,1,1,0.74,28.85,29.52,11.9,19,13,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,74,30,0.74
187,2,2008-05-03,56,44,15,42,15,8,1,0.01,29.08,29.69,11.2,25,12.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,56,15,0.01
188,2,2008-05-04,66,39,18,33,14,5,1,0,29.38,30.02,5.1,23,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,18,0
189,2,2008-05-05,74,50,27,38,19,24,1,0,29.34,29.99,3.7,23,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,27,0
190,2,2008-05-06,82,52,32,43,24,1,3,0,29.23,29.88,6.9,22,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,32,0
191,2,2008-05-07,71,50,26,53,25,25,1,0.71,29.03,29.69,1.9,22,11.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,71,26,0.71
192,2,2008-05-08,59,47,18,36,14,5,1,0,29.14,29.81,14.3,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,18,0
193,2,2008-05-09,58,42,15,35,13,8,1,0,29.2,29.85,6.5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,15,0
194,2,2008-05-10,61,41,16,39,15,7,1,0,29.15,29.84,6,8,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,16,0
195,2,2008-05-11,60,47,19,44,17,4,1,1.46,28.89,29.53,14.3,2,17.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,60,19,1.46
196,2,2008-05-12,53,41,12,39,12,11,1,0,29.32,29.96,4.9,6,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,12,0
197,2,2008-05-13,73,45,24,45,21,27,1,0.32,29.28,29.95,13.7,18,14.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,73,24,0.32
198,2,2008-05-14,61,46,19,49,21,4,1,0.02,29.25,29.89,2.5,21,8.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,61,19,0.02
199,2,2008-05-15,57,43,15,37,14,8,1,0,29.38,30.05,7.5,5,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,15,0
200,2,2008-05-16,72,41,22,41,19,29,1,0,29.16,29.86,8.3,25,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,22,0
201,2,2008-05-17,73,50,27,41,21,24,1,0.26,28.94,29.61,11.2,29,14.1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,73,27,0.26
202,2,2008-05-18,55,45,15,40,15,8,1,0,28.98,29.63,1.6,35,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,15,0
203,2,2008-05-19,59,42,16,34,13,7,1,0,29.02,29.69,4.4,7,6.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59,16,0
204,2,2008-05-20,64,49,22,37,16,29,1,0,29,29.66,6.9,30,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,22,0
205,2,2008-05-21,65,45,20,36,15,3,1,0,29.05,29.7,6.8,33,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,20,0
206,2,2008-05-22,56,47,17,38,14,6,1,0,29.29,29.93,10.5,5,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,17,0
207,2,2008-05-23,59,48,19,40,15,4,1,0,29.47,30.11,10.4,3,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,19,0
208,2,2008-05-24,68,44,21,38,17,30,1,0,29.51,30.17,6.9,7,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,21,0
209,2,2008-05-25,78,51,30,48,26,1,1,0,29.26,29.93,11.1,17,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,30,0
210,2,2008-05-26,84,53,34,60,34,1,5,0,29.17,29.8,7.3,24,12,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,84,34,0
211,2,2008-05-27,53,45,14,36,12,9,1,0,29.54,30.18,18,2,17.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,14,0
212,2,2008-05-28,61,45,18,35,13,5,1,0,29.66,30.33,7.8,7,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,18,0
213,2,2008-05-29,68,45,22,38,17,29,1,0.08,29.46,30.17,2.2,10,3.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68,22,0.08
214,2,2008-05-30,77,58,33,60,32,1,4,0.3,29.09,29.79,9.4,20,10.7,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,77,33,0.3
215,2,2008-05-31,79,60,35,56,31,1,6,0,29.15,29.79,11.1,28,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,35,0
216,2,2008-06-01,71,56,29,46,24,2,1,0,29.29,29.94,5.6,8,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,29,0
217,2,2008-06-02,85,61,38,53,30,1,9,0,29.21,29.87,1.7,13,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,38,0
218,2,2008-06-03,74,57,31,58,29,1,2,0.92,29.02,29.67,5.2,3,6.7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,74,31,0.92
219,2,2008-06-04,78,59,34,61,33,1,5,0.02,28.95,29.6,3.1,5,4.3,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,78,34,0.02
220,2,2008-06-05,88,68,43,69,41,1,14,0.22,29.06,29.69,13.2,20,13.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88,43,0.22
221,2,2008-06-06,86,73,45,69,41,1,16,0.03,29.14,29.75,19.2,20,19.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86,45,0.03
222,2,2008-06-07,84,72,43,71,42,1,14,0.07,29.23,29.85,11.8,19,12.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,84,43,0.07
223,2,2008-06-08,87,65,41,69,40,1,12,1.31,29.18,29.8,4.2,19,11.5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,87,41,1.31
224,2,2008-06-09,74,65,35,64,35,1,6,0.21,29.17,29.8,6.5,23,8.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,74,35,0.21
225,2,2008-06-10,80,60,35,56,32,1,6,0.01,29.25,29.88,9.3,25,10.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80,35,0.01
226,2,2008-06-11,86,66,41,55,33,1,12,0,29.34,29.97,9.4,18,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,41,0
227,2,2008-06-12,91,73,47,63,39,1,18,0,29.26,29.89,14.8,18,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,47,0
228,2,2008-06-13,82,66,39,63,35,1,10,0.19,29.28,29.91,9.6,23,10.8,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,82,39,0.19
229,2,2008-06-14,84,61,38,52,31,1,9,0,29.29,29.92,8.7,24,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,38,0
230,2,2008-06-15,82,60,36,60,33,1,7,0.29,29.23,29.83,8.4,24,9.7,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,82,36,0.29
231,2,2008-06-16,74,60,32,49,26,1,3,0,29.25,29.89,10.8,31,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,32,0
232,2,2008-06-17,76,56,31,46,24,1,2,0,29.32,29.96,10.2,30,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,31,0
233,2,2008-06-18,75,58,32,49,25,1,3,0,29.26,29.91,5,5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,32,0
234,2,2008-06-19,80,55,33,47,26,1,4,0,29.27,29.92,1.5,14,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,33,0
235,2,2008-06-20,83,60,37,52,28,1,8,0.04,29.3,29.95,6.5,23,7.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83,37,0.04
236,2,2008-06-21,83,62,38,53,30,1,9,0.01,29.29,29.93,5.6,29,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83,38,0.01
237,2,2008-06-22,81,61,36,53,29,1,7,0.02,29.23,29.87,1.5,34,4.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81,36,0.02
238,2,2008-06-23,76,57,32,54,28,1,3,0,29.38,30.03,3.8,3,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,32,0
239,2,2008-06-24,82,57,35,52,29,1,6,0,29.49,30.13,4.3,18,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,35,0
240,2,2008-06-25,79,67,38,65,37,1,9,0.11,29.34,29.98,7.5,21,8.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,79,38,0.11
241,2,2008-06-26,87,71,44,67,40,1,15,0,29.21,29.84,6.8,25,7.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87,44,0
242,2,2008-06-27,85,69,42,67,39,1,13,0,29.11,29.74,8.3,21,9.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85,42,0
243,2,2008-06-28,84,66,40,55,32,1,11,0,29.05,29.68,13.3,26,14.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,40,0
244,2,2008-06-29,77,61,34,58,30,1,5,0.22,29.13,29.75,7.9,30,10.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,77,34,0.22
245,2,2008-06-30,81,59,35,49,27,1,6,0,29.34,29.96,5.5,35,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,35,0
246,2,2008-07-01,84,57,36,50,29,1,7,0,29.3,29.95,8.2,23,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,36,0
247,2,2008-07-02,89,63,41,62,36,1,12,0.12,29.14,29.78,7.4,24,11.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,89,41,0.12
248,2,2008-07-03,71,59,30,51,26,1,1,0,29.39,30.01,13.3,3,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,30,0
249,2,2008-07-04,75,58,32,50,27,1,3,0,29.4,30.05,6.5,6,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,32,0
250,2,2008-07-05,79,57,33,52,29,1,4,0,29.36,30.01,4.7,10,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,33,0
251,2,2008-07-06,88,63,41,58,34,1,12,0,29.28,29.92,8.3,19,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,41,0
252,2,2008-07-07,87,74,46,68,40,1,17,0.11,29.21,29.86,10.8,21,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,46,0.11
253,2,2008-07-08,86,46,NA,68,40,NA,NA,0.28,29.16,29.8,7.4,24,8.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,86,39.6656235850086,0.28
254,2,2008-07-09,85,67,41,55,33,1,12,0,29.31,29.94,8.1,32,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,41,0
255,2,2008-07-10,84,64,39,62,36,1,10,0.43,29.33,29.97,8.1,23,8.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,84,39,0.43
256,2,2008-07-11,89,64,42,65,38,1,13,0.03,29.3,29.95,3.7,19,7.5,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,89,42,0.03
257,2,2008-07-12,83,66,40,64,36,1,11,0.65,29.25,29.87,8.4,26,11,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,83,40,0.65
258,2,2008-07-13,79,61,35,53,30,1,6,0,29.18,29.83,13.6,27,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,35,0
259,2,2008-07-14,84,62,38,54,31,1,9,0,29.28,29.9,1.9,29,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,38,0
260,2,2008-07-15,91,67,44,63,38,1,15,0,29.36,29.98,7.8,22,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,44,0
261,2,2008-07-16,91,73,47,67,40,1,18,0,29.44,30.07,5.2,21,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,47,0
262,2,2008-07-17,90,74,47,66,40,1,18,0,29.39,30.03,8.9,22,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,47,0
263,2,2008-07-18,91,73,47,67,40,1,18,0,29.3,29.94,6.8,23,8.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,91,47,0
264,2,2008-07-19,80,70,40,70,40,1,11,1.22,29.24,29.89,1.1,23,5.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,80,40,1.22
265,2,2008-07-20,86,68,42,68,40,1,13,0.43,29.25,29.89,6.1,27,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,86,42,0.43
266,2,2008-07-21,84,70,42,66,38,1,13,0.13,29.26,29.9,2.4,2,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,84,42,0.13
267,2,2008-07-22,75,66,36,61,33,1,7,0.06,29.36,29.98,8.6,3,9.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,75,36,0.06
268,2,2008-07-23,81,60,36,52,30,1,7,0,29.44,30.08,8.3,36,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,36,0
269,2,2008-07-24,82,60,36,52,30,1,7,0,29.39,30.04,4.3,24,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,36,0
270,2,2008-07-25,84,65,40,63,36,1,11,0,29.33,29.98,6.8,22,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,40,0
271,2,2008-07-26,85,67,41,58,35,1,12,0,29.28,29.92,6.9,30,7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,41,0
272,2,2008-07-27,83,63,38,58,34,1,9,0,29.22,29.87,5.9,24,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,38,0
273,2,2008-07-28,84,70,42,63,37,1,13,0,29.21,29.85,4.4,10,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,42,0
274,2,2008-07-29,89,70,45,67,40,1,16,0.23,29.21,29.83,5.9,20,7.9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,89,45,0.23
275,2,2008-07-30,90,72,46,67,40,1,17,0,29.1,29.73,8.8,27,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,46,0
276,2,2008-07-31,89,71,45,69,41,1,16,0.5,29.11,29.74,5.6,27,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,89,45,0.5
277,2,2008-08-01,89,72,46,69,42,1,17,0,29.14,29.77,1.9,6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,46,0
278,2,2008-08-02,80,68,39,60,34,1,10,0,29.28,29.9,8.6,3,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,39,0
279,2,2008-08-03,85,63,39,61,36,1,10,0,29.3,29.94,5.2,19,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,39,0
280,2,2008-08-04,88,69,44,69,40,1,15,0.59,29.24,29.89,2.9,19,9.1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,88,44,0.59
281,2,2008-08-05,88,71,45,69,41,1,16,0.08,29.3,29.91,2.9,31,6.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,88,45,0.08
282,2,2008-08-06,84,67,41,60,35,1,12,0.01,29.35,29.98,5.4,29,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,41,0.01
283,2,2008-08-07,81,63,37,57,32,1,8,0.01,29.31,29.96,7.1,35,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,37,0.01
284,2,2008-08-08,78,64,36,54,30,1,7,0,29.34,29.99,3.5,1,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,36,0
285,2,2008-08-09,78,61,35,58,32,1,6,0,29.25,29.91,3.8,28,9.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78,35,0
286,2,2008-08-10,74,61,33,53,28,1,4,0,29.36,30,10.2,2,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,33,0
287,2,2008-08-11,76,60,33,57,31,1,4,0,29.36,30.01,3.5,5,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,33,0
288,2,2008-08-12,77,62,35,57,31,1,6,0,29.23,29.89,3.3,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,35,0
289,2,2008-08-13,77,66,37,59,32,1,8,0,29.17,29.82,3.1,8,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,37,0
290,2,2008-08-14,78,65,37,60,33,1,8,0,29.28,29.91,7.7,3,8.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78,37,0
291,2,2008-08-15,78,61,35,55,30,1,6,0,29.49,30.11,7.5,4,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,35,0
292,2,2008-08-16,82,59,36,53,30,1,7,0,29.46,30.11,5.5,29,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,36,0
293,2,2008-08-17,85,63,39,59,34,1,10,0,29.34,30,8.5,25,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,39,0
294,2,2008-08-18,85,65,40,58,34,1,11,0,29.33,29.97,6.6,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,40,0
295,2,2008-08-19,84,65,40,64,37,1,11,0,29.42,30.05,4.9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,40,0
296,2,2008-08-20,81,67,39,59,34,1,10,0,29.46,30.1,7.3,10,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,39,0
297,2,2008-08-21,82,69,41,60,35,1,12,0,29.36,30.02,6.5,14,7.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,82,41,0
298,2,2008-08-22,84,75,45,69,41,1,16,0,29.39,30.02,11.1,19,11.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,84,45,0
299,2,2008-08-23,90,69,45,68,40,1,16,0,29.36,30,8.3,24,9.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90,45,0
300,2,2008-08-24,78,65,37,57,32,1,8,0,29.38,30.03,8.7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,37,0
301,2,2008-08-25,74,66,35,56,30,1,6,0,29.41,30.06,12.7,5,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,35,0
302,2,2008-08-26,75,61,33,55,30,1,4,0,29.34,30.01,7.9,7,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,33,0
303,2,2008-08-27,82,60,36,57,32,1,7,0,29.25,29.91,4.2,9,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,36,0
304,2,2008-08-28,81,67,39,65,37,1,10,0.02,29.15,29.8,5.7,19,6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81,39,0.02
305,2,2008-08-29,84,67,41,61,35,1,12,0,29.29,29.91,3.6,2,6.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,84,41,0
306,2,2008-08-30,87,61,39,55,33,1,10,0,29.44,30.07,2,23,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,39,0
307,2,2008-08-31,89,65,42,57,34,1,13,0,29.47,30.11,4.8,12,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,42,0
308,2,2008-09-01,89,67,43,54,33,1,14,0,29.42,30.07,7.7,12,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,43,0
309,2,2008-09-02,95,68,47,61,37,1,18,0,29.36,30,2.8,17,4.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,95,47,0
310,2,2008-09-03,77,68,38,62,34,1,9,0,29.34,29.99,11.2,1,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,38,0
311,2,2008-09-04,68,63,31,63,33,1,2,2.68,29.13,29.8,11.2,3,12.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,68,31,2.68
312,2,2008-09-05,68,58,28,58,29,13,1,0.01,29.28,29.92,4.3,32,4.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,68,28,0.01
313,2,2008-09-06,74,56,30,54,28,1,1,0,29.34,29.98,5.1,28,5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,74,30,0
314,2,2008-09-07,74,58,31,52,27,1,2,0.01,29.41,30.05,7,26,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,31,0.01
315,2,2008-09-08,70,53,27,54,25,24,1,1.01,29.45,30.1,4.9,33,6.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,70,27,1.01
316,2,2008-09-09,68,49,24,46,21,27,1,0.01,29.51,30.17,3.1,36,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,24,0.01
317,2,2008-09-10,72,50,26,47,23,25,1,0,29.54,30.2,4,14,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,26,0
318,2,2008-09-11,79,57,33,57,31,1,4,0,29.4,30.07,8.6,18,9.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79,33,0
319,2,2008-09-12,73,69,36,68,38,1,7,0.62,29.28,29.95,6.6,23,7.1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,73,36,0.62
320,2,2008-09-13,77,69,38,71,41,1,9,3.07,29.04,29.7,7.2,22,9.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,77,38,3.07
321,2,2008-09-14,72,58,30,62,32,1,1,1.75,29.01,29.66,7.2,32,9.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,72,30,1.75
322,2,2008-09-15,65,55,25,53,25,26,1,0.01,29.47,30.09,5.9,33,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,25,0.01
323,2,2008-09-16,71,50,26,50,24,25,1,0,29.52,30.18,5.3,24,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,26,0
324,2,2008-09-17,83,58,36,56,30,1,7,0,29.52,30.17,2.2,28,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,36,0
325,2,2008-09-18,74,62,33,56,29,1,4,0,29.62,30.27,7.2,9,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,33,0
326,2,2008-09-19,79,58,34,53,29,1,5,0,29.52,30.19,6.1,18,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,34,0
327,2,2008-09-20,82,59,36,56,31,1,7,0,29.51,30.16,2.3,12,3.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82,36,0
328,2,2008-09-21,80,60,35,61,34,1,6,0,29.6,30.24,3,9,3.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,80,35,0
329,2,2008-09-22,82,63,38,59,33,1,9,0,29.65,30.3,6.7,12,7.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,82,38,0
330,2,2008-09-23,83,63,38,56,32,1,9,0,29.62,30.28,6.6,15,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,38,0
331,2,2008-09-24,82,62,37,57,32,1,8,0,29.6,30.25,2.7,21,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,37,0
332,2,2008-09-25,78,66,37,61,34,1,8,0,29.59,30.25,5.4,4,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,78,37,0
